16,Mecha Upgrades I,50 CP,"You gain blueprints and skills to implement Tier One upgrades for the Icarus Mecha. It includes a basic level of scientific understanding, but it is very limited. Yes, it can be tinkertech-cheated relatively easily."
17,Mecha Upgrades II,50 CP,"You gain blueprints and skills to implement Tier Two upgrades for the Icarus Mecha. It includes a basic level of scientific understanding, but it is very limited. Yes, it can be tinkertech-cheated relatively easily. You can buy this perk without having previous ones, but there will be expected gaps in your knowledge and abilities. You can reroll this perk for free."
18,Mecha Upgrades III,100 CP,"You gain blueprints and skills to implement Tier Three upgrades for the Icarus Mecha. It includes a basic level of scientific understanding, but it is very limited. Yes, it can be tinkertech-cheated relatively easily. You can buy this perk without having previous ones, but there will be expected gaps in your knowledge and abilities. You can reroll this perk for free."
19,Mecha Upgrades IV,100 CP,"You gain blueprints and skills to implement Tier Four upgrades for the Icarus Mecha. It includes a basic level of scientific understanding, but it is very limited. Yes, it can be tinkertech-cheated relatively easily. You can buy this perk without having previous ones, but there will be expected gaps in your knowledge and abilities. You can reroll this perk for free."
20,Mecha Upgrades V,150 CP,"You gain blueprints and skills to implement Tier Five upgrades for the Icarus Mecha. It includes a basic level of scientific understanding, but it is very limited. Yes, it can be tinkertech-cheated relatively easily. You can buy this perk without having previous ones, but there will be expected gaps in your knowledge and abilities. You can reroll this perk for free."
21,Mecha Upgrades VI,150 CP,"You gain blueprints and skills to implement Tier Six upgrades for the Icarus Mecha. It includes a basic level of scientific understanding, but it is very limited. Yes, it can be tinkertech-cheated relatively easily. You can buy this perk without having previous ones, but there will be expected gaps in your knowledge and abilities. You can reroll this perk for free."
22,Mecha Upgrades VII+,300 CP,"You gain blueprints and skills to implement Tier Seven and above upgrades for the Icarus Mecha. It includes a basic level of scientific understanding, but it is very limited. Yes, it can be tinkertech-cheated relatively easily. You can buy this perk without having previous ones, but there will be expected gaps in your knowledge and abilities. You can reroll this perk for free."
23,Building Upgrades,350 CP,"This mental compendium of blueprints and the necessary knowledge allows you to create and implement building upgrades from the DSP game. It works much better with DSP technology. You can reverse engineer upgradable buildings using only this perk in theory, but it would be tedious, awkward, and would take a lot of time and testing. Infinite Tiers become more and more vague, incomplete, until unrecognizable in the compendium of this perk."
24,Combat Upgrades,350 CP,"This mental compendium of blueprints and the necessary knowledge allows you to create and implement combat upgrades from the DSP game. It works much better with DSP technology. You can reverse engineer upgradable items and structures using only this perk in theory, but it would be tedious, awkward, and would take a lot of time and testing. Infinite Tiers become more and more vague, incomplete, until unrecognizable in the compendium of this perk."
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
