200 CP,Snake Blood,TES: Rogue,"No matter your profession, there is always the possibility of your opponents trying to take you down through poison. In order to better protect yourself from such an insidious threat, you have trained yourself to become immune to all poisons, both mundane and magical."
200 CP,Fence ,TES: Rogue,"Sometimes, you're going to try and sell something you've stolen, or you need to sell a stolen object you've managed to get your hands on. But hey, that only makes them more valuable, if only for the story attached to them. You can sell stolen items for twice as much as before, and people won't even notice that they're stolen unless specifically stated"
200 CP,Blade of Woe ,TES: Rogue,"A wickedly sharp ebony blade, one that has been blessed by the Night Mother of the Dark Brotherhood herself, if one believes the legends. Though it may only appear as a dagger, it has the curious property of being able to absorb the health of a target while also infecting them with a deadly poison. Try as they might, all will inevitably fall to the Void and join the Dread Father."
200 CP,Boots of Springheel Jak,TES: Rogue,"To an ordinary onlooker, these would just be a fine pair of leather boots, if rather comfortable. To the wearer? These will allow you to leap an additional twenty feet in the air, and renders you immune to fall damage. Additionally, it increases your skill in acrobatics in order to make the most of your newfound abilities."
200 CP,Debaser,TES: Rogue,"A steel shortsword once used by an unscrupulous graverobber, it possesses azure filigree along the flat of the blade. When an opponent is struck by this blade, they will find their very willpower and endurance is targeted, becoming much weaker than normal for a time. It certainly makes it easier to scare your enemies into submission, or beat them into it."
200 CP,Scales of Pitiless Justice,TES: Rogue,"A set of golden scales often granted to higher ranking members of the Dark Brotherhood, a sort of morbid reminder as to the true weight and value of the lives they snuff out. An artifact that, when a golden coin is placed on one end, grants you an increase to your strength, agility, and intelligence, turning you into an even deadlier assassin than before "
200 CP,Shrouded Armor,TES: Rogue,"A skintight set of leather armor, the black and red coloration help to better show that this is the standard uniform for all members of the Dark Brotherhood. It has been enchanted to muffle the sounds of the wearer, improves poison resistance, your skills with a bow, and doubles all damage you deal when stabbing something in the back."
200 CP,Shadow Clone,TES: Rogue,"When you first arrive in this world, you will find your shadow morphing and changing, eventually becoming solid. You now face a dark copy of yourself, your shadow given form. It has shadowy variants of all of your abilities, something that may be frightening if it weren’t for the fact that it is completely under your control. There are few better allies to have than yourself."
200 CP,The Ragged Flagon Cistern,Elder Scrolls Skyrim SB Jump,"Sometimes you just want to sit down and relax a bit, maybe it’s to let the heat die down a bit or you just want some peace. Located in a place of your choosing is a well hidden bar that serves as a perfect hideout for you and any associates you may have. Naturally it’s equipped with all the normal amenities of a bar and has a staff of “NPCs” who’ll manage things for you. There are also some other, less common services offered in the form of a face sculptor and a job board to make finding new marks easy. The bar won’t be found naturally and nor will those who use it willingly sell it out, though this won’t protect you from everything."
200 CP,Night’s Tears ,Elder Scrolls Skyrim SB Jump,"One of the most insidious and feared weapons in an assassin’s arsenal, poison, and you’ve got plenty. You got a chest full of the general poisons of this world, it won’t contain anything ridiculous or any biological weapons but everything else, ranging from weaker to some of the stronger poisons is present and accounted for. It’ll replenish any used poisons at the end of every two weeks. This also updates for each setting you go to."
200 CP,Black Hand Robes,Dark Brotherhood Jumpchain,"A set of simple black robes, given powerful enchantments that give large boosts to the wearers stealth, illusion spells, archery, bladed weapon skill, and charisma"
200 CP,Shadowhunt,Dark Brotherhood Jumpchain,A simple steel bow enchanted to automatically apply the turn undead and weakness to poison spells to any arrows fired and coat any arrows with poisons to cause damage and weaken a targets magic
200 CP,Black Band ,Dark Brotherhood Jumpchain,"A magic ring made of blackened brass. when worn the ring increases the effectiveness of light armor, and boosts the wearers resistance to magic and skill with lockpicks"
200 CP,Boots of Bloody Bounding ,Dark Brotherhood Jumpchain,"A unique pair of enchanted footwear that provide a significant increase to the wearers agility, and their skill with bladed weapons"
200 CP,Deathbrand's Weapons,The Elder Scrolls Series,"The twin scimitars of the infamous pirate Haknir Death-Brand, Bloodscythe and Soulrender. When wielding the two together, you drain both the health and magicka of your opponents, as well as weakening their armor with each and every hit."
400 CP,Cloak of Night ,TES: Undead,"Vampires are the ultimate creatures of the night, unmatched predators that can be deadly in a fight, and even deadlier when unseen. You are a master of stealth, knowing just how to avoid detection to the point where few could reliably notice you when you try. This is in no way helped by the fact that you make absolutely no sounds when moving unless you want to."
400 CP,Assassin's Blade ,TES: Rogue,"A dagger in the dark is worth a thousand swords at dawn, a lesson that you are sure to have learned well. When you land an attack on someone when unnoticed, you do nearly five times the damage you would have. It doesn't matter if it's a dagger, a warhammer, or even a fireball, you are sure to deal a killing blow or fatal wound."
400 CP,Magical Music,TES: Rogue,"Some say that there is no more magical a force than music, with even the dwemer Tonal Architects utilizing special sounds for all of their crafts and spellmaking. Though you aren’t quite on that level, you are still able to imbue your songs and music with your own magic, allowing them to act as though they are actual spells without most of the obvious or classical tells."
400 CP,Investor,TES: Rogue,"The wise trader finds the best opportunities, even if he must travel far to find them. After all, selling a sword to a peaceful village won’t be as profitable if you were selling in a war torn area. You seem to have an innate sense for what would be more likely to sell, where it would be best to sell, and how you could go about actually selling your merchandise."
400 CP,Poisoner,TES: Rogue,"Potions that heal or enhance are well and good, but people are willing to pay a great deal for various poisons, and yours in particular for good reasons. Your poisons are exceptionally deadly, regardless of their actual effects. Damaging health, paralyzation, weakness to magic, all of them boosted beyond what would normally be possible. It also doesn't help that yours seem to be strangely difficult to cure, requiring an antidote specifically for your brand of poisons. Well, at least you can sell those, too."
400 CP,Bard's College,TES: Rogue,"All those who desire to walk the path of the bard must start their journey somewhere, and there are fewer places better than this illustrious college. A place of learning how to sing, play instruments, writing songs and poems, and much more. It houses an impressive library focused mainly on the historical side, though you will find many plays, poems and sagas within. Any who wish to learn any of these fine arts will find their progress greatly improved."
400 CP,Successful Business,TES: Rogue,"If you’re going to be making money, then you need the perfect place to do it, no matter what business you’re actually in. It could be a standard store to sell your wares, or it could be a meadery that produces the finest meads, or maybe even a successful fishery that could feed an entire hold with what it catches. Either way, this business is yours, and will see a constant stream of revenue flow your way even if you don’t actually do anything with it."
400 CP,Brotherhood of Murder/Thieves,Elder Scrolls Skyrim SB Jump,"A King of the Underworld has graced us with their presence as it would seem, that King would be you by the way. Moving and operating alone has its benefits but sometimes it’s helpful to have some people with you, or more specifically under you. This “brotherhood” is more like a kingdom of the underworld and grants you a great deal of power and influence to throw around. Like the warrior option this organization can be customized as you see fit so long as it revolves around the shadows and the less than legal parts of society. The base choices would be something like the Thieves Guild when it was much more  uccessful, though not at its height, or the Dark Brotherhood/Morag Tong. Regardless of your choice it’s members are skilled at what they do and expanding is certainly on the table."
400 CP,"Shadow, Hide Me ",Elder Scrolls Skyrim SB Jump,"The direct route through the front doors is the way of the warrior and many times the mage as well, yet there are far more dimensions for travel that you’re more than capable of taking advantage of. Agility and dexterity are something that have and always will come to you easily in such a way that advanced parkour, climbing, and other various feats of acrobatics like swinging yourself over a ledge with one arm while completely geared are easy for you. To complete the skill set hunting, tracking, and gathering information on your targets is your bread and butter and finding out all sorts of things will be well within your capacity."
400 CP,Frey Greed ,Elder Scrolls Skyrim SB Jump,"Are you perhaps blessed by Nocturnal? Well it sure seems like you are from what I’ve seen. When it comes to things of value you’re a bloodhound, or maybe fate’s just on your side. Regardless, you’ll find yourself all but stumbling into ancient artifacts, wealth and more as you travel the land. As if Fate itself was your guide treasures and power can be yours, however they don’t come without a price. The places these artifacts lay are deep and filled with things many times best forgotten, so while Fate will guide you and even throw you a freebie occasionally, actually getting at the good stuff will take time, though you’re all but guaranteed a fitting reward. As a bonus when you’re seeking something specific you’ll find your progress greatly increased as paths open up to you and seemingly dead ends yield new secrets."
400 CP,Ring of Moon-and-Star ,TES: Main Races ,"The legendary ring of Indoril Nerevar, said to have been crafted by dwemer and blessed by Azura, it can only be worn by the ancient chimer hero, though this one is different. It will improve the charisma and speechcraft of any who are wearing it, and will kill anyone who wears it but its true owner, who just so happens to be you, and anyone else you willingly allow."
600 CP,Nightingale Set ,TES: Rogue,"As the protectors of Nocturnal's Twilight Sepulcher, they are equipped with the best that the shadowy warriors could ask for. You can summon a set of armor made of shadows at any time. Not only does it conceal your identity, it muffles your movements, makes illusions easier to cast, increases your lockpicking skill and frost damage, and lets you do more damage with weapons. The Nightingale Blade absorbs the health and stamina of its targets, transferring them to the wielder, while the Nightingale Bow deals a great amount of frost and shock damage."
600 CP,Shadowrend,TES: Rogue,"Often, this solid mass of shadows is won by fighting a shadowy clone of yourself, making it a true test of skill and wit in order to acquire. For you, though, more than just the acquisition differs. Though it commonly takes the form of a blade or axe, in truth it can transform into practically anything you so desire, up to a certain extent. From blades to shields, gauntlets to rings, bows to bracelets, even an artificial limb, shape is as nebulous to this artifact as the shadows themselves."
600 CP,"Sweet Mother, Sweet Mother",Elder Scrolls Skyrim SB Jump,"Send your child unto me, for the sins of the unworthy must be baptised in blood and fear. A child of Sithis, or at least someone who must’ve been touched by the entity is here. That would be you Jumper, for your world is that of the shadows and your trade is in blood and murder. When it comes to the art of assassination there are very few in the Dark Brotherhood’s history who were quite as good as you were. Sneaking into a heavily guarded fortress, silently slaughtering your way through so you can plant your dagger in a King’s chest is just as easy as it would be for you to cut your way through a camp of drunken bandits. More than that, skills such as impersonating officials and guards is child’s play and dancing around alerted foes and slipping a dagger through their armor is much the same, all without even being close to touched. An Archmage or a Warrior King may be titans on the field of battle, but what can they do about the knife they can’t even see?"
