,CP Cost,Name,Jumpchain,Chapter,Description
33,100,Stone Tablet,Naruto - Ōtsutsuki Clan Jump,Treasure,"This stone monument, like the one in possession of the
Uchiha clan, has the objective of passing a message and information to those that
you want in the future. You can write any kind of information on it, being invisible to
those without some specific ability or if some technique of your choice isn’t used to
reveal it. Just the usage of some godlike detection ability would be able to discover
what is written on this tablet without the usage of your chosen ability/technique."
34,100,Box of Chakra Pills,Naruto - Ōtsutsuki Clan Jump,Treasure,"You receive a fiat-backed small box, containing ten
chakra-filled pills, equal to those created using the Chakra Edible Creation perk.
When eaten, they enhance their user’s abilities and rejuvenate them, as well as each
one of them having around the same chakra reserves of the average jōnin. You can
summon this box at will and it’ll be restocked monthly. If lost or destroyed, the box
will reappear in your Warehouse in the next month."
35,100,Divine Gourd,Naruto - Ōtsutsuki Clan Jump,Treasure,"At the first impression, this glowing gourd made of red
chakra looks like any other chakra construct, but there are some important
differences. Unlike the other constructs, this gourd is permanent and doesn’t require
any extra energy to stay existing. Its main function is to store energy and techniques
to use later and even replicate them using your own power after absorbing them for
the first time. The gourd doesn’t have unlimited storage, capable of storing up to
energy equivalent to the power of the One-Tail, and will break if its energy limit is
surpassed, making all of the stored energy and techniques to be released in a very
dangerous way. If lost or destroyed, the gourd will reappear in your Warehouse in the
next year, but, if you have the Chakra Construct perk, you’ll be able to repair it
using your own chakra if it’s destroyed.

Requires Ōtsutsuki to purchase."
36,100,Silver Armaments,Ragna Crimson,Treasure,"Unlike regular Dragon Hunters, the weapons of the Silver Corps are a bit less standardized. Ranging from silver infused fists to guns that use silver ammunition, you have gained one of these items crafted by the Silver Princess herself."
37,100,A Silver Sword,Ragna Crimson,Treasure,"You wouldn’t be able to be a Dragon Hunter without one of these: a high-quality silver sword, probably crafted by one of the big figures of the time seeing its general quality and design. This kind of sword is good enough that it won’t break when making contact with a Seija, but unlike the weapons that Ragna makes, it’s not good enough to easily kill them."
38,100,Sudarshan Chakra Yamaraj,Fate/Legends - Nirvana Yuga,Treasure,"Now here’s a real weapon, a worthy force for any heroic figure. A massive chakram, bigger than a
grown man and made of impossible heavy metal that allows it to crash through even enchanted
steel with ease. Despite this mass, it feels light as a feather to your touch and as easy to manipulate
as your own limbs. The chakram spins at incredible speeds with a twitch of your wrist, allowing the
blades that sprout from it’s rim to cut through most material. When spinning like this it can even be
unleashed to roll towards enemies at high speeds, homing in and returning to you via magic. The
final aspect to this divine weapon is the holy fire that can be summoned from it. Never harming you
but growing in size and intensity the faster the blade spins, it creates a combination tool that crushes, cuts and burns through all enemies that stand before it. "
39,100,Agni Gandiva,Fate/Legends - Nirvana Yuga,Treasure,"A gift from the God of Fire, this ornate bow forbids the hands of any human but it’s chosen wielder
to lift it or draw back it’s string. Taking the same form as the favoured weapon of Arjuna himself, the
bow will grant great force to any arrow loosed through it and is capable of wreathing these shots in
heavenly flames. A mortal man could shoot through thick castle walls and unleash fireballs that melt
down dozens of men at the target point but it will only give greater results when wielded by one
with already great strength or abilities relating to fire. Arrows will form at the side of the bow if none
are given by the holder, pure fire solidifying into an arrow for your use. "
40,100,Lord of Lions,Fate/Legends - Empires of Antiquity,Treasure,"A stable fit for any emperor, particularly the ones with a Christian problem. A dozen enormous lions
lounge around you now, each a loyal and loving pet that just can’t get enough cuddles from you. They’re big enough for an adult to easily ride and strong enough to tear a armoured soldier in half
with a paw slap. They’re great for keeping you warm and well trained at guarding people and places, plus they make you seem a lot more kingly when you have one of them near you. "
41,100,Stymphalian Birds,Fate/Legends - Empires of Antiquity,Treasure,"A quiver full of bronze arrows, which seemingly never runs dry. When shot into the sky from a bow, each arrow will transform into one of Ares’ Stymphalian birds, each one the size of a vulture, with a
body made of hard bronze and hostility towards any of your enemies. They are not very dangerous
on their own, save to ordinary mortals, but hundreds of arrows can be short into the sky to create
large swarms of the creatures."
42,100,Flying Sword,Cradle,Treasure,"It doesn't just have to be a sword. This weapon can be any basic
weapon you like, but it's controlled by your will and can fly with enough strength to act as a
hoverboard if you so desire. It's got a range limitation of about 20 feet, but you don't have to
worry about it falling out of your control."
43,100,Faithful Bane,One finger Death Punch,Treasure,"You have a simple weapon that you are never without. This is limited to traditional martial arts
weapons, such as swords, spears, chakram, bows, shovels and fish. Any time you lose it, a
replacement will be dropped from the sky. You may import a weapon to gain these properties."
44,100,Ruin Turning Cape,One finger Death Punch,Treasure,"It’s more of a sash, really. Woven with rich saffron and scarlet, wearing it protects you from one
backstab each stage or similar combat encounter, moving on its own to block any unseen attacks."
45,100,Woe Blocking Bracers,One finger Death Punch,Treasure,"A pair of limb encasing guards, forged with flexible metals and inscribed with protective mantras.
They block unavoidable front blows once a stage or similar encounter by moving to intercept."
46,100,A Magnificent Armor,Generic Exalted,Treasure,"You've come into possession of a set of magical armor. Pick any
type of regular armor, even armored clothing/coats. You now have a set of such armor that has
been enhanced with a magical material of your choice. These require no Essence to attune and
are dramatically more effective at protecting you than regular armor. The armor, if damaged, will
repair itself given time, is also self cleaning, and keeps you quite comfortable and temperature
controlled. Magical clothing will be the equivalent of regular full plate but completely and totally
subtle, whereas magical full plate will be comparably even better than normal full plate if rather
obvious about it. Comes with one, discrete, hearthstone socket just because."
47,100,Tormented Instruments of Slaughter,Abyssals Exalted,Treasure,"What is a knight without their weapons and armor? Here you will be able to acquire a fine
collection of weaponry and sets of armor. None amongst this collection are artifacts, for the
souls of the dead that make up the metal were not alloyed with Labyrinth ores, but they are
strong as mortal steel and forged into martial implements of exceptional quality. Sizeable
enough to fill an armory, you’ll find this collection has weapons for every martial pursuit you
might aspire towards, and suits of armor in whatever styles you wish, from light chain shirts
and reinforced jackets, to great superheavy plates."
48,100,Ashen Regalia of Death’s Lawgivers,Abyssals Exalted,Treasure,"It wouldn’t do for the Chosen of Death to dress in mortal clothes, so instead you will receive
a wardrobe more fitting to your station. An outfit for each of the four hundred and twenty
days of the year, and especially ornate garb for the five days of Calibration.
Your choices of apparel include such highlights as white funerary robes, victorian era black
with bone-corsets, Contagion-era plague doctor uniforms, mummy wrappings, a ""outfit""
composed mostly of chains to barely cover anything, as the Lady of Darkness in
Bloodstained Robes wears, and whatever else you would like as long as it is properly gothic
or evocative of death and the Underworld But no matter what deathly attires and Underworld
accessories you choose to take from your closets, these sets of attire will always be
comfortable and bespoke, and in the case of the more risque choices of ""garb"", they will

somehow manage to cover you in a flattering way, or expose you in captivating fashion,
depending on your whims."
49,100,Assemblage of Blight and Medicament,Abyssals Exalted,Treasure,"The shadowed lands of the Underworld produce countless drugs and toxins, some deadlier
than others, some more enjoyable than others. From the Bayou of Endless Regret alone
come a thousand bizarre drugs and dire toxins, some of which can kill even Fair Folk, ghosts
and demons. There is deadly venom harvested from plasmic arrow frogs, soporific toxins to
be placed on needles or in cups of ghostly wine, and steel ant venom that burns both the
living and the dead.
Most terrifying to ghosts is Lethe serpent venom, at once the most feared toxin in the
Underworld, and perhaps the kindliest way to ""kill"" a ghost. Lethe serpent venom does not
damage its victims corpus or body. Instead, if they fail to resist the venom, a ghost instantly
enters Lethe to be reincarnated, though on rare occasions the unluckiest of wraiths find their
soul send to Oblivion instead. The living affected by it instead suffer a month of amnesia,
losing none of their skill but forgetting their identity.
These and many more toxins and drugs are at your disposal now, an eclectic collection of
hundreds of different substances at your disposal. Replenishing once used, and carefully
catalogued for your use, each of these drugs comes in a separate container. With this, you
will never again lack an appropriate venom... nor a dose of wraithly cocaine."
50,200,Gravity Blade,UQ Holder,Treasure,"A creation by the legendary, and infamous in some circles, Albireo Imma. This black katana has a small dial on the handle that allows the wielder to instantly alter the weight of the blade. It can be altered up to x50,000 times in either direction through the use of gravity magic. At that maximum setting, it’s about 40 tonnes of sword in that little package. By rapidly increasing and decreasing the weight, you can create a particularly destructive and effective fighting style with the sword. Might take some time to get used to using it however. The sword also possesses a mind of its own, though it mostly keeps quiet until spoken to."
51,200,Sacred Animal parts,Cradle V1,Treasure,"You gain a treasure chest full of remnants and sacred beasts inside capsules. The higher you advance, the more will fill the chest. You may harvest any part from them without harming them, simply copying the part, as if you had killed them and harvested it. because you bought this with cp, none of the remnants will corrupt you or your path, giving you all the benefits, and none of the negatives. You can still only bind one remnant safely, so choose wisely."
52,200,Ghostwater products,Cradle V1,Treasure,"You gain 3 fountains in your warehouse, producing dream water, life water, spirit water, dream water, and once per jump you get 10 drops of ghost water in vials."
53,200,Skysworn armor,Cradle V1,Treasure,"This armor comes with some awesome features. A dream construct that can send long range messages like a radio, a thousand-mile cloud in the compartment on the back, triggerable defensive wind barriers, passive defenses in the form of scripts that weakened hostile madra and spiritual attacks, and a long list of additional options that can be added by Soulsmiths. This baby does it all, except defend against attacks that can affect the spiritual and physical world at the same time."
54,200,Scale machine,Cradle V1,Treasure,"You gain a small device the size of the planter with handles. You can pump your madra into it, and it will pump out the currency of the world, scales. Condensed madra made solid. This machine is special, you get a 1:2 ratio of madra in to scales out."
55,200,Badges,Cradle V1,Treasure,"You gain a simple badge that you pin to your clothing. As you advance, it will change its size and material to represent whatever stage of advancement you’ve achieved. As you start out at foundation stage, it starts out at wood."
56,200,Wealth beyond dreams,Cradle V1,Treasure,"You have lived such a charmed life under the care of your parents, and why stop once you leave. Once a year, you gain a cache of elixirs and pills that will be incredibly potent and can help you advance whenever you need it. These are the highest quality and will update in other worlds to be made of the most beneficial materials. Think meat from 1000-year-old dragons, and lettuce that been frozen in an iceberg for a million years."
57,200,Evolve Armour,Saint Seiya Omega,Treasure,"It seems that your armor form has evolved and reverted to its previous state.
Now, your cloth creates a physical statue representing the theme of the armor
you possess, which must be carried around in a huge cloth box. Despite this
inconvenience, your armor now possesses the power and durability of the armor
you had before, but is at least three times more potent than before."
58,200,Stardusk Sand,Saint Seiya Omega,Treasure,"You now have a steady supply of stardust in your warehouse. This material not
only fixes armor made from the gods' gifts but also can repair any magic items,
except those that are completely destroyed. You just need the knowledge to use
it."
59,200,Titanic Chariot,Saint Seiya Episode G,Treasure,"The humans, despite their inferiority, have made some rather enjoyable modes of transportation since you were sealed. But there’s nothing that really matches the majesty of a divine chariot like the one you own. You have a nigh unbreakable chariot pulled by 4 divine animals of your choice, so long as you don’t get too crazy and ask for something like a quad of dragons. The divine beasts are able to pull your chariot through the air or on the ground at the speed of light with ease. A relatively slow pace for an awakened god but still enough to get you to most places in comfort. You may import a chariot into this option."
60,200,Mortal Weapon,Desolate Era : The Three Realms,Treasure,"The Weapons of the vast expanse of the primordial Chaos are
divided into various ranks, the very first being the Mortal Rank. Despite being the weakest ranked
weapons, they can easily break the skin of Xiantian lifeforms, beings who can move faster than
sound and take thousand pound boulders to the face. And you are now in possession of such a
weapon."
61,200,Feathers of a Star: Hawk’s Blessing,Avesta of Black and White,Treasure,"The blessings of the Star Spirit Vohu Manah, located in a tattoo on a part of your skin, each of these feathers can be consumed in exchange for any of the five blessings of increased attack, increased defense, regeneration, teleportation, and flight. Yazata already gets this as part of their joining, but you will get a large number of them, comparable to that of Magsarion, and yours will regenerate on their own regardless of what the current Holy King or Vohu Manah desire, and without needing to return to Wahman Yast."
62,200,Dragon Corpse,Campione,Treasure,"Also called Angel Remnants and such, Dragon Bones are what's left of Heretic Gods after they are slain. They are greatly sought after and can be used as a power boost or ingredient for advanced alchemy reagents. This is an assortment of such things, gathered during a large period of time. You can keep them and use them or just sell them for a neat profit."
63,200,Magical Weapon,Campione,Treasure,"All Knights are given their own weapons after they reach a certain level, sometimes they are forged and other times these are simply passed down from another knight. While these are usually swords, it's far from the norm and it means little when any adept knight can use magic to change the shape of their weapons. All magic weapons possess a certain amount of magic and one power granted from its enchantments and materials, these effects range from being able to self-repair, lift curses, negate magic, induce sleep or counter spells."
64,200,A Mirror Self,Campione,Treasure,"Sure, you aren’t a fighter here, but that doesn’t mean that you aren’t prepared and armed in case you ever need force to solve your problems. This little gift is a weapon tailored to your fighting style, with the bonus of amplifying a little your magic or authorities when you use it. With time and use, it will grow a little and adapt even better to you, increasing the bonus and becoming more comfortable in your hands."
65,200,Holy Sword,Trinity Wonder ,Treasure,"Emily’s world was not without its own share of powerful artifacts. Emily herself, before ending up in a different world, was part of a diverse group of adventurers. The leader of this company wielded a hardy Holy Sword. It was with this weapon that Ashhart was eventually killed by Wujin. Well balanced, extremely sharp, and impossibly durable, this sword really lives up to its name. It was even able to survive the desolation of the Eternal Twilight unscathed. Somehow or other, you have managed to get your hands on your own version of this sword. If you wish, this weapon doesn’t have to be a sword. It could be some other kind of bladed weapon, such as a spear or halberd."
66,200,Reiatsu-Concealing Cloak,Bleach,Treasure,"Developed and worn by Urahara Kisuke for covert operations, this appears as an elaborate black
coat with a cowl and multiple white ties to keep it secure. Infused with Kido, the cloak allows the
wearer to almost completely conceal not only themselves, but their spirit energy. Only extremely
refined of senses could pick them up, the wearer practically blending in with the air around them. The effects tend to dull when the wearer exerts their spiritual power beyond their body, but until
that point you should be able to sneak around even some of the stronger or more refined enemies
you’re likely to encounter here."
67,200,Flying Devices,Bleach,Treasure,"In the human world, which has little to no ambient spirit energy in the atmosphere, Shinigami and
other Spirit Beings are able to diffuse their own spirit energy into the air in order to stand or fly. This
same task becomes impossible in places with with spirit energy, such as Hueco Mundo or Soul
Society. To give you an edge over others in places like these, we bestow you with two devices that
enable flight. The first is a long wand of bone and some other material; by channeling their spirit
energy into the wand, a tentacle will wrap around the user’s arm, while a series of bony protrusions
will stretch outwards and form a wing. The second is a brown mantle displaying the Shihoin Clan
Crest, which is as easy to use as slinging it over your shoulders. While the wand allows for speedy
flight but takes up one’s hand while in use, the mantle allows for sustained floating and causes no
real impairment. Neither are very hard to use at all, with even beginners being able to use them with
ease. "
68,200,Hojiku-Zai,Bleach,Treasure,"A limited production drug developed by Mayuri Kurotsuchi, and normally kept for his personal use. The Hojiku-Zai, also known as Flesh-Healing Medicine, is presented as a green fluid sloshing around
in a syringe. When administered, it will cause rapid regeneration of the recipients body parts, able to
quickly mend large wounds or even entire missing limbs. Not quite so effective with vital organs, but
then most wouldn’t survive long enough for it to be administered anyway. There is the unfortunate
side effect of intense pain while the drug is in effect, but I’m sure you can grit through that in return
for a lost arm, right? You receive three vials per day, with the contents usually being expended after
one use. "
69,200,Ancestral Zanpakuto,Bleach,Treasure,"Not all Zanpakuto are personal tools, made from the soul of one Shinigami. Some are the result of an
entire family line, each holding and passing down a mighty weapon. Rather than an ordinary weapon, you possess one of these ancestral tools instead. For some reason, possessing this Zanpakuto doesn't prevent you from wielding your own Asauchi. The ancestral Zanpakuto
is set in it’s ways, with already established powers independent of your own. While this means they
will not grow with you further through power or maturation, it also means that every ancestral
weapon is already mighty. They possess incredible and often numerous abilities as a result. A mirror
blade that perfectly scatters, reflects and even destroys those said to be ‘gods’ is one example. Another is a sword with the ability to copy and manifest the abilities of any Zanpakuto the wielder
has seen, scaling these individual powers to the user’s own level of Reiryoku. These are only
examples of their Shikai, as well. The downsides are that they usually entail a cost or significant threat to the wielder as a result of this
power. The mirror blade, Shinken Hakkyoken, can result in the wielder’s destruction if they don’t have the strength to hold it against the reflected attacks. The copy sword, Enrakyoten, drains from
the life force of the user to mimic other Zanpakuto. Perhaps some of these downsides can be
countered with skill or enough power but for now, they remain in tact. Other than their inability to grow with you, they work as normal for Zanpakuto. You may apply the
below options to them, they possess a Spirit, a Shikai and Bankai, as well as the other limitations of a
soul sword. If desired, you can also pass the sword on to a descendant. False Release- 100"
70,200,Loyal Stead ,Records of Ragnarok Gauntlet (Humans),Treasure,"This animal, by default a Horse, is a companion unlike any other. You two will be so close it will be as if it was part of you. In fact if you can’t walk on your own feet, this Stead may support you in the fight. Like the Legendary Red Hare this animal is capable of riding 1,000 miles within a day and is unyieldingly loyal to you. It will follow you even into the afterlife and into death and is tough enough to endure the result of Thor and Lu Bus attacks meeting. You may Import a Animal you have into this."
71,200,Bottomless Pouch,Records of Ragnarok Gauntlet (Humans),Treasure,"This special pouch is quite useful thing for any cunning combatants who know show to use it. In it is a endless amount of space where anything you put in can be stored to be resummoned by simply thinking about what it is you need. Not truly everything can be in here however, as a human must be able to hold it in your hand comfortably. Still a limitless amount of knives, piano wire or other such nifty tools could be stored here and taken when you need it most."
72,200,Hidden Inventory,Jujutsu Kaisen,Treasure,"A weak cursed spirit bound to you, in the form of a purple, worm-like creature long enough to coil around your body with a hideous, vaguely human-like face. It doesn’t have any offensive ability whatsoever, but is instead used to store objects. The interior of its body is far larger than its size might imply: blades, tools, and swarms of small cursed spirits can be stored inside of it, seemingly without limit. Just by pushing it into its mouth, anything that fits could be stowed inside of it, and anything inside can be withdrawn just by reaching inside and thinking of what you want.

Interestingly, the cursed spirit is also capable of swallowing its own body, allowing it to shrink down small enough to be effortlessly swallowed by someone else. Anything stored inside of its body is undetectable from the outside, and nothing can subvert its allegiance to you."
73,200,Special Grade Cursed Tool(200),Jujutsu Kaisen,Treasure,"By purchasing this option, you receive a cursed tool imbued with one of the abilities from the cursed technique section, allowing you to wield it through this item. The exact form of your cursed tool, as well as how it specifically interacts with the cursed technique it carries, is up to you. Perhaps you have a megaphone that allows you to use Cursed Speech when talking through it, a shamisen imbued with Boogie Woogie that switches people’s places when played, or a sword that slowly leaks blood that its wielder can control as if by Blood Manipulation. As long as its effects are related to the original technique – and don’t exceed it in power or ignore its limitations – it should be possible.

The price for such an object is equal to the original cost of the cursed technique.

May be Purchased Multiple Times"
74,200,Chain of a Thousand Miles,Jujutsu Kaisen,Treasure,"A special grade cursed tool in the form of a metal chain with a clip at one end. So long as the end without the clip remains hidden from anyone’s view, the chain can keep extending with no known limit, though it can also be shortened by retracting the chain as well. While it can be used as a weapon by itself, the clip allows for other objects, including cursed tools, to be very easily attached to it, greatly extending their range."
