,CP Cost,Name,Jumpchain,Chapter,Description
25,200,Chosen of the Elemental Dragons,Generic Exalted,Bloodline,"You've got Legendary Breeding. Literally. You're the
epitome of what a Dragon-blooded is supposed to be like, and the blood of the Elemental
Dragons flows thick in your veins. This gives you extra Essence to use (though not even
remotely as much as the Abundant Essence perk), extra skill and ability in the use of your
elementally aligned perks and magics (choose one of Wood, Water, Fire, Air, or Earth), and the
guarantee that if any other Dragonblooded realize you have this (which they will if they bother
looking at you for more than a moment) that suitors will be lining up for your hand in marriage. In
fact if you're a Dynast it's an absolute certainty, you'll already have an arranged marriage to a
'suitable' Dragonblooded wife/husband (whom may be a companion if you buy that option) and
be expected to make lots of babies. Lots of babies. What nobody besides you knows however is
that your Legendary Breeding is inheritable.
All children you have are guaranteed to Exalt at some point around their 7th birthday as a
Dragonblood of a random elemental type and they too will have Legendary Breeding just like
yours, which is, again, inheritable. In future jumps this makes people look upon you as a
member of the highest class of society, even if they can't particularly pin down why they think
that way. If taken with Naturally Getting Your Way Maneuver people will roll out the red carpet at
the merest hint of your presence, or the equivalent anyway, even if they wouldn’t normally give
that kind of service to anyone outside of a very specific and select group of individuals."
26,300,Hanma,Baki The Grappler,Bloodline,"A lineage genetically predisposed to excel in all matters of violence, growing stronger with each battle. The quintessential Hanma bears the title of “World’s Strongest Lifeform”. Monstrous beasts, modern armies, and even natural disasters kneel before his physical might.

Those of the Hanma blood tend to develop demonic imagery throughout their body, such as the skull, back muscles, and even the brain.

For 150cp, the genes took to you quite poorly, so you won’t see any immediate benefits, but you’ll still have a much greater upper potential and spirit than most. Whether you can catch up depends on how much you’re willing to sacrifice for power.

For 300cp, you are a true heir to the Hanma name. So long as you continue to challenge yourself, you may catch up to masters with decades of experience in a few years, and the Ogre’s power may very well be within reach."
27,300,Jamirian Ascendancy,Saint Seiya Lost Canvas,Bloodline,"Once a pseudo-human race on the lost continent of Mu, Jamirian alchemists were allies to Athena and the creators of the 88 Cloths. In the Age of Myth however they nearly went extinct, and the survivors relocated to Jamir, a remote place near Tibet. With time and cross-breeding with humans, they now are only recognizable for the two red dots on their forehead. You are one of such people, gifted with an affinity with ""Psychokinesis"" (a general term for more esoteric uses of cosmo like telekinesis, teleportation, telepathy, sekishiki, and so on…), as well as taught the art of repairing Cloths. With training and experiment however, you may one day restore this later tradition to its former glory, able to forge entirely new Cloths of your own."
28,300,Ancient Gods,Feng Shen Ji,Bloodline,"Ancestors of the current gods, during primordial times. These beings stand about 
2-3 meters tall, all sporting a set of feathered-wings and horns, some with 
multiple eyes, and others having more bestial traits with fangs, claws, beaks or 
prehensile tails (your choice on how you appear). They also seem to have 
powers beyond the 8 known Divine Powers, able to shape energy constructs for 
simple armaments or to be shot at their enemies (think very low tier energy 
manipulation) with physical abilities allowing them to exert and withstand 5 tons 
of force, and a fly speed matching a large bird of prey.
"
29,300,Bloodline Integration,Tales Of Demons and Gods,Bloodline,"People of old used to merge
with the blood of demon beasts, granting them more power than
normal cultivators. You have learned their strange craft, learning
to merge with the bloodlines of various different creatures,
gaining their strengths and, selectively, their genotypical and
phenotypical traits. The only material you need is a bit of blood
from a creature.
You can only merge with one bloodline at a time, and can
choose to delete your bloodline obtained through this method at
any time you wish. Any dangers and weaknesses from the
original process are nullified completely, for example, you will
never suffer the bloodline rejection the Silver Winged Family
suffered from.
These traits pass genetically to your offspring, if you want. You
can use this method on other people too"
30,400,Revenant,UQ Holder,Bloodline,"With the right magic, the dead can rise and walk among the living once more. You are a particularly well-crafted spirit known as a Revenant, a ghost that can take physical form and possesses many poltergeist-like powers. You can freely shift between tangible and intangible states, where only magic and anti-ghost effects can touch you. You have incredible telekinetic powers, allowing you to fly or destroy entire buildings with just a thought. You can possess people, making them do what you want while experiencing everything their bodies feel, or you can do the same with technology, controlling it and bending it to your will. Over time and with practice, you can enhance your ghostly powers and even unlock new ghostly abilities. However, you are vulnerable to effects that are strong against ghosts and spirits, and you can be exorcised, forcing you to pass on. With enough power, you can resist this and even learn to bring yourself back from the brink of exorcism through sheer willpower. As an undead spirit, you do not age."
31,400,Body of the Reaction God,"A Cultivator's Beginning",Bloodline,"A very important way used to improve one’s strength and abilities in this world is the use of herbs and medicines, and certain other substances such as crystals and other supplements.

You are especially fortunate in such things, possessing a body and soul that allows you to reap over three times the normal rewards from any such methods you use. Regardless of whether they affect your body, soul or meridians, the rewards are immense enough to leave even veteran experts mind boggled.

At the same time, the harmful effects of any resources that normally would need to be processed to be consumed safely are entirely removed."
32,400,Jamirian Blood,Saint Seiya Episode G,Bloodline,"A special property flows through your veins, granting your blood the magical ability to repair mystical artefacts on its own. Just by letting out your blood to drip over the magical item in question, you can see it begin to mend itself. The more powerful the item, the more blood it will take you, but even something as great as one of the Gold Cloths would only take 2 pints of your own blood, easy to handle for a Saint. The process will take an entire night, though you can speed it up by offering even more of your own blood. If you also had specialized tools, you would be able to work at a far faster speed in repairing these items."
33,400,Dragon Tribe,Feng Shen Ji,Bloodline,"The ruling class of the Ancient Gods, this small clan within the Gods hierarchy is 
at the top of the food chain even in the present day. Standing around the same 
height as their brethren, some sport horns while all of their kind have sharp 
claws, and instead of wings on their backs they have 2 draconic heads growing 
from their backs about three meters in length. While these heads can act 
independent of your own actions, they still act as extensions of your own senses 
while being able to channel any ability/perk you have access too. Physically 
these individuals can match a “Ancient Dark One” in strength alone (being able to 
lift and strike with 10 tons of force), and much being faster than the human eye 
can track if they really put some effort into moving about.
"
34,400,The End of A Thousand Years ,Tsukihime,Bloodline,"All True Ancestors suffer from an instinctive but purely psychological bloodlust that they must suppress using their own powers in order to act rationally and control themselves. Your unusual condition doesn’t make this much of a problem as a True Ancestor yourself...but you’ve either found a way to safely tapinto it or just have anger issues powerful enough to make you into a rampaging monster. You may choose to tap into this bloodlust and stop holding yourself back, complete with glowing yellow pupils and red irises, which greatly enhances your phys .
"
35,400,Fujo Blood ,Kara no Kyokai,Bloodline,"The arts passed down through the Fujo clan of Demon Hunters, a rare and mostly faded family, have awakened within you. Likely the result of a distant ancestor if you’re not a clan member, it has several effects on your body and spirit. The first is an enhanced life-force, making it possible for you to survive wounds and illnesses that would kill normal humans quite quickly. Despite taking the same wounds, your body is unnaturally enduring. The second is an enormous natural talent for magecraft relating to the channeling and controlling of spirits, not enough to match a Risen Legend but enough to become quite well known should you be trained. More importantly, that talent is the basis of the core power of the Fujo. ESP, or the projection of their spirit from their bodies. Leaving your physical form resting behind you, you can move as a spirit in the world, your power dictated by your magical energy. Possessing and controlling humans directly becomes far easier and you already know how to bind the spirits of the recently dead to your service while in this form. More spiritual powers may appear with practice and power, though even now you’re able to rapidly cross all of the city while flying along as a ghost.


"
36,400,Shapeshifting,The God of High School Jump,Bloodline,"Your physical form is far less set in place then your divine brethren. Rather than emitting your divine power to enact effects on the outside world or concentrating it within your body to enhance yourself, you can use your life energy to change the shape and attributes of your own body. At first, you’ll mostly be limited to changing between anything humanly possible along with taking on the features of animals such as claws, spines or wings. As your power and skill grows, you will be able to greatly increase your physical abilities, grow immensely in size, turn yourself wholly into animals, mundane or fantastic, or even shift yourself into forms that exist nowhere but in your own imagination."
37,400,Seija,Ragna Crimson,Bloodline,"Contrary to popular belief, the high-tier dragons, known as the Seija, aren’t actually evolved dragons. Quite the opposite, the low and mid-tier dragons are born from the blood of the Seija. Now you are one of these beings, ranked around the 10ths in your bloodline, at least without any other perks or powers.

Powerful beyond human belief, the Seija are former humans who were turned into dragons by one of the six Kings of the brethren families, gaining through them the blood of ‘god’. Capable of a regeneration that will let them survive even if only a part of their head remains and allowing them to walk during the sunlight without any problem, resistant to all but the most powerful silver auras, these beings are the peak of power in this world. They can kill even the strongest humans with their bare hands without too much effort, at least without accounting for other special powers and magics, and their blood is so rich in mana that they can cast their magics just by imagining the effects without the use of any incantations or hand-gestures. A single Seija would be capable of destroying an entire city on their own and take on hordes of dragon hunters without a problem. And that’s only while they are in their ‘humanoid’ form, as they can transform into large dragons at will just as well, gaining at least a five times increase from their previous humanoid physical and magical power.

Be warned that silver disrupts the magical power that flows through the Seijas’s blood. Should some silver weaponry disrupt the blood flow, such as managing to penetrate your impossibly hard skin through enough force or quality of the weapon and destroying your heart with the same weapon, it would cut your regeneration factor and prevent you from casting magic unless you manage to remove it and the frozen parts.

The transformation from human to Seija also adds a curious side-effect: all previous hatred towards dragons is eliminated, and at least a small amount of loyalty towards their King is gained. It is possible to regain or gain a new hatred for dragons, however, and you may even defect your king if you are displeased with their way of acting."
38,400,Riastrad,Fate/Legends - Land of Shadows,Bloodline,"A legendary fury that only the greatest and most naturally inclined warriors can enter. The Riastrad, known as the Warp Spasm, is a transformative state that you have now discovered the ability to
trigger within yourself. Trigger it and your body will begin to change. Your muscles will bulge and
your stature grow far beyond any mans. Your bones will twist and warp, yet not hinder you at all. Even your hair will become a deadly weapon, turned into sharp spikes that stand on end. In every
way, you will become an ungodly beast. Yet this hideous form comes with immense power, greatly
magnifying your physical abilities. Few warriors could resist your blows in this form or keep up with
the speed of your mad charges, even should you be a mediocre warrior in your own right. The
transformation may grant you tens as times as much power as before but it drives you into a near
mindless frenzy, robbing you of the use of much of your skill in combat and other intelligence, though you can still distinguish friend from foe in a vague sense. You are also able to reform from
this transformation at will."
39,400,Profound Handle,Against The Gods,Bloodline,"The Bloodline of the Yun Clan of the Illusionary Demon Continent, this is your very own Cyan Profound Handle. Maybe you’re descended from a bastard offshoot of the clan, maybe you’re a member, it matters little. 
What does matter is what you can do with this. You have at your disposal a formless stuff, comprised of a nebulous mix of your blood and soul. It has 60% of your cultivation, soul and mental strength, in addition to what you already have. 
The profound handle resides in your left hand, and can be released at any time you want. It can use any and all abilities you can that rely on the above attributes, though no other. It can take any shape of your choice, but the colour remains fixed. You can also use it as a decoy by generating your aura from it and suppressing it at your own body, if you want. 
In addition, the Profound Handle is capable of other things like directly interacting with souls, your or other people’s. You can manifest aspects of your soul through this handle, allowing it to operate semi-autonomously and support you while you focus your attention on other things. It can also interact with other’s souls, allowing you to do things like performing surgery on them, searching their memories, and potentially much more. 
In essence the soul is as clay, to be moulded by the Profound Handle as you will. Finally, while it’s almost impossible to manifest more than one handle below the Divine Realm, there is no telling just what all you could achieve with it later on. 
As mentioned above, the handle you get is Cyan in colour, the same as the greatest geniuses of the Yun Family. However, if you want you can pay an additional 300 CP and receive the Gold coloured handle instead, which has 100% of your power, in addition to all the other abilities being proportionately strengthened."
40,400,Supreme Attribute Beast Bloodline,Against The Gods,Bloodline,"You have the bloodline of one of the Supreme Beasts of either
Fire or Ice, which are the Vermillion Bird, the Phoenix, and the Golden Crow for Fire, and the Ice
Phoenix, the Celestial Qilin, and the Blue Dragon for Ice. You have received several drops of their
blood, granting you their bloodline so you count as having descended from them, along with the
power of their respective flames or ice.
In terms of sheer destruction, the Golden Crow’s Yang-rich flames are the most powerful in this
universe, while the Vermillion Bird’s power is the greatest when it comes to cleansing Devils and
assorted creatures. There is likely a similar hierarchy for the Ice Beasts, but the details are
unknown.
In the Item section, this gets you the respective Profound Art Jade Tablet for free."
41,400,Dragon God’s Bloodline,Against The Gods,Bloodline,"You have six drops of the Dragon God’s blood in your veins, and his
marrow which will produce more, at a glacial pace of like a drop every several years until you’re 10%
Dragon. This gives you extreme durability, to the extent that your bones are like tempered steel, and
you gain a potent regenerative effect, regaining both your strength, health and profound energy at a
rapid pace even in the middle of combat. It also makes you massively more resistant to poisons and
other harmful effects.
This perk makes it so that strictly speaking you don’t even need to cultivate now. Any powers you
possess will continue getting stronger as you grow older, with no upper limits except your lifespan,
which is extended to several hundred years.
Finally, once per jump including this jump you can produce a ‘Dragon Seed’, which you may impart
to someone else of your choice through sex. This heals them of any and all injuries or illnesses they
may have, and nearly doubles their powers and energies. With time, you can learn to impart it
without the sex too, but one person can only benefit from it once. This changes to once every ten
years after your chain ends."
42,400,Great Way of the Buddha,Against The Gods,Bloodline,"This is the Divine Profound Art of the Primordial Rage God, which
allows one to achieve wonders with the body. It has Twelve Stages, each more difficult to achieve
than the last.
This art does not depend in any way on one’s profound veins or profound strength, working instead
from your soul, and nature itself. Your progress on this path depends on your comprehension of it,
with each level unfolding as your comprehension improves.
This art provides you two things to begin with, those being increasing strength, and increased
healing ability. Both stem from the power of Heaven and Earth around you flowing into you through
the mysteries of this art, enhancing your body dramatically.

At the first level, this art passively gives you strength of almost two tons, and the ability to heal
from all wounds in a couple of days.
At the second level, this art gives you strength of four tons, and provides significant improvements
to your healing speed.
At the third level, this art gives you strength of ten tons, and increases your durability to the level of
pure steel. Your healing abilities enter the realm of active regeneration here, although it will still take
hours to deal with grievous injuries. The silver pagoda you manifested so far also turns into a faint
gold color.
At the fourth level, this art gives you a strength of fifty tons and you enter the intermediate level of
the art. The pagoda becomes a dull gold in color and your blood is slightly tinted gold. Your body
now cultivates at all times, providing a slow but steady benefit to you continuously, but fast enough
that you could gain a level of Emperor rank in a couple of months even if you do nothing else.
At the seventh level, this art gives you the ability to restore important bodily necessities such as
vision but it is impossible to reach this level even at the Sovereign realm while remaining in the
Mortal World. Trying will cause your body to explode.
Benefits provided by further levels are unspecified, except that the twelfth level is the peak, and it
grants you the original physique of the Rage God."
43,400,Evil God’s Profound Veins,Against The Gods,Bloodline,"You have the Profound Veins of the Evil God himself, one of the True
Primordial Gods of a Bygone age.
These veins do not provide you any qualitative advantage, in that they are not really much better
than human veins when it comes to channeling Profound Power. But in your veins, there exist seven
Gates. Each gate may be safely opened at a certain level of Profound Power, so that your body can
survive the process.
The first gate multiplies your powers by three fold, the second gate four-fold, and so on. In addition,
you also gain mastery of certain Profound Arts as long as the gates are open, one with each gate.
These veins also let you absorb the Evil God’s Seeds for various elements as you find them. In the
item section, you get these at a discount."
44,400,Sovereign Arm,A Will Eternal,Bloodline,"You have fused one of your limbs with the intact remains of a mysterious powerful cultivator.
Not much was left, but what was there has imbued your body with a sliver of their power.
One of your limbs is one cultivation level higher than your current level, and will remain so as
you progress. Its fleshy body power can be used as if you were at that level, and will be able
to channel what spiritual energy you have more easily, and in greater quantities. This will not
affect your general cultivation level."
45,400,Celestial,Generic Exalted,Bloodline,"Movers and shakers, at this level you are a force to be reckoned with. You may
choose to be a Lunar, masters of shape-shifting and surviving things they really shouldn't, or
Sidereals who can bend and twist the weave of Fate to invoke all sorts of esoteric things.
Lunars are aspected towards the Moon, appropriately, and may freely transform themselves into
any animal or creature that they have tasted the 'heartsblood' of (literally). Sidereals however
are basically Fate Ninjas and aspected towards the Stars, able to divine future events, force
destinies on people (usually without them knowing), and twist the world in all sorts of subtle
ways.
Of the two Lunars are by far the more direct, and significantly more capable in direct matters
(especially of violence), they're also insanely difficult to actually pin down and kill, surviving
situations where virtually anyone else would die. Sidereals however are much more subtle by
design. Sidereals powers often require either significant preparation or specific, and sometimes
difficult to arrange, triggers in order to work. Additionally they are cursed by Arcane Fate,
meaning that they will fade supernaturally quickly from the memories of anyone they do not take
excessive effort to maintain close ties with, including their friends, family, and loved ones.
Companions are not exempt from Arcane Fate, though it will be togglable post-Jump"
