,CP Cost,Name,Jumpchain,Chapter,Description
18,100,Looking Down Upon You,Saint Seiya Episode G,Source,"Tis only rightful that a mortal bows to the greater Gods of this world. All you're doing is making it obvious that they should do such. You are capable of making known your true power, or just a portion of it, to any who look upon you or come near to you. The physical effects or costs of releasing your true power are not required, thus allowing you to impress exactly how superior you are to any around you at your full power without needing to shame yourself with the release of your true form to a mere mortal."
19,100,It's Only Natural,Saint Seiya Episode G,Source,"The Dunamis was within you from the moment you were born. It was not something that needed to be awakened for you like Cosmo but instead as innate to you as it is to blink or breathe. Being a natural part of you, you find yourself easily mastering its use and the use of things in a similar vein.

Whenever you are dealing with some kind of power or energy that is a natural part of your being, you'll find yourself mastering the use of it and control of it much faster than anyone else in your situation. You'd be on the level of the adults with ease, even before aging beyond the level of a child."
20,100,Divine Power,Feng Shen Ji,Source,"When a young God comes of age, much like how humans go through puberty, they have what’s called a Divine Revelation (usually around half-a-century old). A time when their bodies awaken their power. If not watched over by an experienced elder, these Divine Revelations can turn deadly as the young God’s ability begins to go wild;  firing off wildly and consuming any available energy to fuel itself. You may either pick which power you want or roll a D8 for a random Divine Power and receive +200CP. All aspects of the Divine Power scale with the user as they practice their abilities and get stronger innately. This innate power can be passed down to any of your descendants if you wish too though it cannot be taught.
	--1. Monochrome: 
One of the rarest Divine Powers, with only two known users. At its core, this 
Divine Power is all about control, allowing its users to utilize both their skills and 
powers at any intensity at will or just turning off/on any powers too. Only having 
an active ability, an AOE effect that does one of three abilities: suppresses the physical attributes of others, suppressing the supernatural abilities of others, or an absolute erosion effect (this caustic aura affects matter, energy, and the spiritual). You start off with enough proficiency for the suppression effect at 25% of others’ capabilities, with the erosion effect equally as potent. For an undiscounted 100CP cost, you can choose another medium to manifest your ability through (either by sight or imbuement into items) and another effect to be unleashed with Monochrome. With a total of 200CP undiscounted cost you get both all activation methods (AOE, sight, imbuement) and all abilities of Monochrome available to
for you to play with. 
           --2. Indestructible:
One of the more well rounded abilities granted to the Gods. At its core, this 
Divine Power passively grants the user bodily mastery, always aware of the state 
of their own body while able to exert/dial the strength or speed of their body 
however they please. When active this power doubles all of the user’s physical 
attributes, making it so practitioners rarely need to rely on weapons or armors; 
and even going a step further to boost a specific physical attribute up to 5 times 
as if they were sprinting (strength, speed, or constitution/endurance) both the 
active time of usage and the magnitude of the boosts provided will increase in 
time and training. Some users have found they can extend this powerup to their 
own items or to other people with the same type of boost; with even more 
esoteric users just channeling their Divine Power to enhance their will to 
suppress others (making it a very washdown version of Divine Power - 
Monochrome). You can choose one subsection’s aspect (either one superior 
physical boost or other enhancement) or you can pay an undiscounted 100CP to 
have access to both subsections with one aspect from each side. With a total of 
200CP undiscounted cost you will have access to all aspects of this power.
	--3. Seer's Vision: 
Those born with this power are not usually warriors but tacticians or manipulators. At its core, this Divine Power enhances the vision of the user for 20/20 vision. Its active ability is divided into two subsections: granting the user the ability to see into the past/retrocognition, present/clairvoyance, or future/precognition depending on their affinity; with its other focus of this ability is mental manipulation - projecting/creating illusions, telepathy, memory/perception manipulation, and even hypnosis. You can choose one subsection’s aspect of this ability or can pay an undiscounted 100CP to have access to one aspect of both subsections of this power. With a total of 200CP undiscounted cost to have access to both subsections and all their aspects.
--4. Eternal Life: 
Wielders of this power are often put into a supportive role, though master’s of this 
power is a fearsome sight to behold. At its core, this Divine Power grants a 
passive healing factor for its user (healing small cuts in second and broken 
bones in minutes). Its active ability can be divided into two subsections: a healing 
aspect, greatly stimulating  your recovery/regeneration with life energy (which 
can be shared with others); enhancing targets though not to the same degree as 
“Divine Power-Indestructible”; and resurrect the recently fallen and long dead 
unless of course the target has been decapitated. The other subsection of this 
Divine Power does the exact opposite, siphoning life of living beings to add to 
their own; damage reflection; and even using life energy to form constructs like 
giant statues or petals for you to control. You can choose one subsection of this 
ability or can pay an undiscounted 100CP to have access to one aspect of both 
subsections of this power. With a total of 200CP undiscounted cost to have 
access to both subsections and their aspects.
	--5. Asura:
	One of the more esoteric powers of the Gods. At its core, this Divine Power 
makes the user more appealing to wildlife; making it easier to handle and 
command animals for the user. Its active ability enables the user to summon a 
specific spirit-animal life format will for them to command. The animals 
summoned become an extension of the user’s senses and will follow their 
commands explicitly; but needing the user’s concentration to stay manifested. 
Luckily practitioners do not suffer any sensory overload or feedback from pain or 
death of their summons. Speaking of the animal summoned by the user can be 
any mundane creature (insects, mammals, fish, birds, etc...) with their size and 
numbers varying per user though diminishing returns applies to the summon; 
bigger animals costing more energy to summon, with smaller ones costing 
less. The majority of the users can be divided between four major aspects: 
swarm types, summoning ten animals for every one a normal user would conjure; 
amalgamation types, basically the summon is a chimeric organism mix-maxing 
traits to a base form such as a flying tiger with eagle wings or a bipedal shark 
with gorilla limbs; primeval, can have your summon be an ancient life form 
(opens up dinosaurs, mammoths, devonian terrors, and other ancient beasts); or 
power type, gaining one unique ability which can range from being a copy of the 
Divine Powers listed or a single power of something else entirely (though no 
reality warping powers or a copy of “Monochrome”). On purchase your summon 
gains one aspect ,or you can pay an undiscounted 100CP to have access 
to two aspects. With a total of 200CP undiscounted cost to have access to all 
aspects. Fanwank responsibly! 
	--6. Underworld: 
	For those with a more toxic personality.  At its core, this Divine Power grants a 
passive knowledge on how to concote/handle poisons and diseases while also 
gaining a resistance to poison and disease for their users (if you have purchased 
the “Ancients” perk the resistance is turned to an immunity). Its active ability 
allows users to have control over auras of death and decay; which takes on the 
forms of varying degrees of poison manipulation. These forms of poisons appear 
as either toxins or venom by growing natural weaponry (claws, talons, fangs, 
stinger, spikes); creating constructs (animals, plants, fungi under your control); or 
just creating straight up poison (adjusting its solubility, viscosity and acidity) to 
deliver your deadly payloads. Those born with this Divine Power can often be 
confused with those possessing the Divine Power -  Asura, though the conjured 
forms of Divine Power - Underworld lacks the same autonomy that Asura users 
have over their summons. You can choose one subsection of this ability or can 
pay an undiscounted 100CP to have access to one aspect of each subsection of 
this power. With a total of 200CP undiscounted cost to have access to all subsections and their aspects.
	--7. Heaven and Earth: 
A straightforward power, but no less destructive if not more than the other 
abilities known to the Gods. At its core, this Divine Power gives the user an 
immense resistance to a specific element, enough to make others believe they 
are immune to it.  Its active ability allows the user to either generate or 
manipulate a natural element of their choice (sadly time-space or other esoteric 
elements are not viable for this option). For an undiscounted 100CP, you are able 
to take on traits of the element you conjure; like being being able to manipulate 
lightning to increases one's speed or even to change into lightning. For an 
undiscounted 200CP, your power extends to tangent elements for you 
to control now too; best example is with water for ice and steam (though blood 
would be a stretch, fanwank reasonably). 
	--8. Primordial Strength: 
Instead of gaining a Divine Power, you become host to an ancient being that 
gives you access to their ability. At its core, their Divine Power has anti-healing 
properties for any wounds inflicted by the user; making those injuries only able to 
heal at the rate of a normal human being even if they have a healing factor. The 
active ability is determined by the particular being you are sheltering, as the host 
you may choose which one inhabits your body. Choosing the Phoenix (the 
crimson bird) makes you sprout fiery wings for flight and able to detach your 
feathers for explosions of fire, which regrow quickly. Choosing the Seiryu (the 
blue dragon) sees you generate scales for enhanced swimming speed, the ability 
to breathe underwater, and being able to detach your scales to create blasts of 
water. Choosing the Genbu (the black turtle) has you develop a shell upon you 
while doubling your strength and durability, and you are able to burrow/tunnel 
into the earth or earthen material at great speeds (with the latter option at a 
slower pace). Choosing the Qilin (the white kirin) has you growing platinum 
blonde fur across your body while enhancing your mobility for great bursts of 
speed, generating static electricity to discharge the more you move due to 
friction. All “enhanced movement” options start at half the speed of sound. For 
another undiscounted 100CP, you are able to host another ancient being. With a 
total of 200CP undiscounted cost you host all the ancient beings, though for now 
you can only have one active ability at a time."
21,100,Spiritualist,Tales Of Demons and Gods,Source,"You were born to a family with a sizable
history of demon spiritualists. Your family is well off, but not
influential to the point of being one of the three Major Families.
At a young age, you showed an aptitude for a strong soul realm.
Hoping you would bring prestige to the family, you were sent to
the Holy Orchid Institute. You can choose any Soul Realm Color
up until Cyan, and their prices are halved.
The strongest Spiritualists can use the power of their souls to fly
and to manipulate their soul realms, directly, as a weapon,
however, the most powerful abilities rely on merging with a
Demon Spirit, bringing out their abilities and changing your
physical form."
22,100,Yellow Soul Realm,Tales Of Demons and Gods,Source,"You are the average, but, using
Glory City’s techniques, you will find it difficult to reach the Gold
Rank."
23,100,Colour Of Magic,Trinity Wonder,Source,"The use of magic, or ki, has an outward manifestation. A noticeable aura will usually surround the user who is performing a technique or spell. The colour of this aura can vary depending on the technique being used. In fact, simply crossing between worlds changed the colour of the Demon Lord’s aura, earning him the name Pink Papa. Taking this perk will mean that you can change the look or colour of your aura at will. Do you want a yellow flaming aura? Or a purple torrent? A green cloud? It should be noted that you can’t use this perk to hide your aura altogether or anything similar."
24,100,It's No Fun With Two Hands,Bleach,Source,"Not everyone is as blessed as you are in matters of war. Most likely, they’re a whole lot less lucky if they find themselves facing you. But you can be kind. You’re in it for fun too, after all, so why not take a little handicap to make things interesting? You’ve got an easy time weakening yourself, to the point that you’re always able to find a way to limit or suppress your powers and abilities to some degree if desired. It might be a special ability that lets you do it or easily finding devices to help out, but it’ll ensure you can still get a good scrap going. It’ll even retain some of the fun, if you’re the sort to not enjoy it when limited, letting you gain satisfaction from winning under these challenging restrictions."
25,100,Vice Captain,Bleach,Source,"A capable and well-proven member of your kind. You’re not the elite but you are far above the
common pack. You’re a dangerous fighter, with likely years to decades of experience depending on
your species life expectancy. You’re generally capable with most of your race’s special techniques, a
Shinigami would have decent skill in each of the four primary arts of Zanjutsu, Hoho, Hakuda and
Kido. A Shinigami would be a weaker Vice Captain, perhaps new to the role. A Hollow would be at least
Adjuchas class, possibly one of the older and weaker kinds of Arrancar that pulled off their own
masks, such as the Privaron. A Quincy could be a lower ranked officer in the Quincy King’s army or
match the traditionalist Ishida Uryu around the time he went to Hueco Mundo. A Fullbringer would
have reached full affinity with his object of power, such as most members of Xcution and an Artificial
Spirit could match any of the above. "
26,100,Jujutsu(Yuta Okkotsu),Jujutsu Kaisen,Source,"By paying 200 CP, however, your talent gives you reserves similar to the likes of Satoru Gojo. With this, the amount of cursed energy you have utterly dwarfs that of almost any other sorcerer. While most sorcerers would completely exhaust themselves pulling off one powerful technique, you could perform the exact same feat a good several times over and still have energy to spare. For 300 CP, your levels of cursed energy are on par with Yuta Okkotsu, someone whose reserves exceed even that of Gojo’s by a significant margin. Although you can still run out of energy, it’d take you well and truly pushing yourself to even come close to that. 

Requires Jujutsu(Satoru Gojo) to Purchase"
27,100,Jujutsu(Sukuna),Jujutsu Kaisen,Source,"By paying 200 CP, however, your talent gives you reserves similar to the likes of Satoru Gojo. With this, the amount of cursed energy you have utterly dwarfs that of almost any other sorcerer. While most sorcerers would completely exhaust themselves pulling off one powerful technique, you could perform the exact same feat a good several times over and still have energy to spare. For 300 CP, your levels of cursed energy are on par with Yuta Okkotsu, someone whose reserves exceed even that of Gojo’s by a significant margin. Although you can still run out of energy, it’d take you well and truly pushing yourself to even come close to that. For 400 CP, the amount of cursed energy you possess is at the very least double that of the prior option – the only person who could match you in terms of your reserves would be Sukuna.

Requires Jujutsu(Yuta Okkotsu) to Purchase"
28,100,Kei Concealment,Chrome Shelled Regios,Source,"Kanaris Earifos Rivin is considered one of the foremost experts in Kei Concealment, a necessity as an assassin and the queen's body double. You are her equal in how to use Kei to conceal your presence and energy from others. "
29,100,Kei Conservation,Chrome Shelled Regios,Source,"You have learned how to make do with less. You require 25% less energy for all techniques, this is increased to 50% for techniques that require constant energy use.
"
30,100,Concealing Aura,Gourmet Of Another World,Source,"Depending on the realm you are originally from some beings will possess a unique aura. For example beings from the Netherworld contain its energy. This perk offers two main effects. First you gain the ability to conceal and alter your aura. While doing so it will be impossible for anyone to identify it and you may project an aura mimicking another. Second, as a result of the first effect any attacks that target factors like this will become ineffective. For example if you were a being from the Netherworld then this would allow you to ignore effects from weapons specifically designed to hurt them."
31,100,Vital Aura Attenuation,Cradle,Source,"Ordinarily, a human's Core, their
Soul, is made from ""Pure"" Madra. While Pure Madra absolutely has it's uses, the vast majority
of Sacred Artists attune themselves to Vital Aura as soon as they can in order to make their
Cycling that much easier and give them new abilities. By purchasing this, your Core is already
attuned to up to two different aspects of Vital Aura. Examples of Aspects include, but are not
limited to: Swords, Shadows, Fire, Destruction, Wind, Water, Earth, Force, Poison, Ice, Hunger,
and Light."
32,100,Iron Body,Cradle,Source,"While it's possible to advance to Iron without
obtaining a specific Iron Body, and even go beyond it without doing such, it puts you at a
significant disadvantage compared to the majority of other Sacred Artists, as you will be lacking
the benefits beyond a general strength and durability increase. By purchasing this, you may
create a custom Iron Body ability without having to suffer through whatever it takes to get said
body. Examples include: Extreme Regeneration and Poison Immunity, Scaling Strength that
grows with Advancement and time spent in combat, Perfect Kinesthetics allowing for Advanced
Acrobatics, Supremely Enhanced Reflexes such that you ""can step into a storm without a
raindrop touching you"", and more. You can pick any of these existing Iron Bodies or create your
own."
33,200,Endless Revolving Cycle technique,Cradle V1,Source,"This technique focuses entirely on madra regeneration, to the exclusion of all else. You won’t be more powerful than anyone else, but you can effectively use sacred arts all day long. You do have to use elixirs to strengthen your madra channels in order to withstand the strain of constant use."
34,200,Heaven and Earth Purification wheel ,Cradle V1,Source,"A special cycling technique that allows one to improve the capacity of your core to hold far more madra. Some sacred artists hold a lake in your body, you will contain an ocean. A bit of a secret so doesn’t go telling everyone about this technique. Feels like one is drowning one land when used."
35,200,Ki Manipulation,Street Fighter,Source,"While many fighters are purely physical in their techniques, honing their
bodies to become faster and stronger, there are just as many that grasp at something a bit less
material. The most common, found within all things, is ""Ki"".
 Ki is a preternatural and esoteric form of energy, and within living beings, Ki can be wielded and
harnessed via martial arts and other forms of physical activity, as well as specific exercises. Ki can
also be quantified as the strength and build of one's body, along with health, finesse, and muscle.
 Upon purchasing this perk, your Ki will be unlocked and you will be granted training in its use.
Using Ki allows you to improve the intensity of melee attacks, and project Ki blasts from your body.
While yours starts off weak, it can grow much stronger with time and training, just like your muscles
and allowing you to do more."
36,200,Elemental Affinity,Street Fighter,Source,"While many fighters have honed their body and spirit to control Ki in its
most pure state, many might manifest it in an element they're sympathetic with, or use some other
energy all together through different means.
 By purchasing this, you may select an element of your choosing and gain some degree of control
over it. You may infuse it into your melee attacks and Ki Blasts if ""Ki Manipulation"" was purchased.
Generally it shows itself in small but intense manifestations.
 Time and training can help it grow more intense, similar to Ki, but quantity and flexibility generally
don't improve."
37,200,Born From Dust,Saint Seiya Episode G,Source,"As a God, it is no wonder that the world looks upon you as a natural part of it, particularly given that you are not of the traitorous brethren that turned against Gaia. Your very being is a part of the natural world, in a way no other human and very few gods can claim. You always count as being just a part of the natural world around you for any purposes that might benefit you. A defense against any kind of hostility would fail to work against you, as your blows are seen the same as a hurricane’s gust or an earthquake’s shuddering. Just a part of the natural world."
38,200,Presentation,Feng Shen Ji,Source,"Sometimes it's about the “shock and awe” that can force your opponents to an immediate surrender. Now you can do this too, cosmetically changing how your abilities/perks manifest or giving them a chance to if that wasn’t an option before.  To show such displays of your power, such as a giant tribal statue driving home a hammer to create earthquakes; having your bloodlust or intimidation take the shape of a vicious predator standing behind you. This perk also lets you change the appearance of your discharged powers if you wish, like changing conjured lightning into black lightning, red lightning, purple lightning, etc... This perk does not change how your powers work just how they appear...reskin them as you wish!
"
39,200,Young Master,Tales Of Demons and Gods,Source,"Your family is one of the Great Three -
or not, you can decide to be born under any noble or aristocratic
family. You received special training and a specially tailored
cultivation technique, it is not perfect however. Just keep in mind that the main waifus belong to the big families.
You can choose any Soul Realm Color available, and they cost
half the price for you, except for Azure and Indigo, which will cost
the normal price. "
