,CP Cost,Name,Jumpchain,Chapter,Description
15,200,"Army Defying
","A Cultivator's Beginning",Destruction,"You cannot be overwhelmed by mere numbers. If an enemy would not present a threat to you in a one-on-one battle, then any number of similarly skilled foes are equally useless in the face of your martial prowess.

"
16,200,"So Many Different Points",Baki The Grappler,Destruction,"The ability to cut with your bare hands is a surprising common skill here, but you take it
to the next level. You can cleanly cut through not only flesh but stone. You can cut a plastic
bag in freefall or slice a metal wire while barely bending it. You don’t even need all your
fingers to cut, just a knuckle should suffice. –"
17,200,"Preparedness to Kill",Baki The Grappler,Destruction,"A warrior should be equipped to win both battles of the body and mind. You know just
how to poke and prod to set people over the edge, and when to pull back to keep them
behind that edge. Whether it be catching an opponent off-guard, pushing them into a
blind rage, or making sure they don’t take you seriously enough to go for the kill. –"
18,200,"In for a Penny, in for a Pound of Flesh",Baki The Grappler,Destruction,"Training? Guns? Numbers? All is for naut against true battle experience. You have no issue
taking on entire armed groups on your lonesome. The more you kill, the larger groups you
can take on, and the stronger individuals you can challenge. With a few wars under your
belt, taking on a small army or a stone-skinned monster is child’s play "
19,200,Power of Rage,Tekken,Destruction,"An Animal fights at their strongest when cornered. When pushed to your limits
and nearing defeat you find your Rage giving you strength. Your attacks will be more powerful than
before in this state and you could focus all your Energy in a final attack trying to take your opponent
out but it would leave you without the Rage boost for the Rest of the Fight so make it count."
20,200,Counter Hit,Street Fighter,Destruction,"A counter is a very simplistic manoeuvre, you're probably already aware of how
they work. You attack an enemy when they open up their guard to attack you, either defending
against their attack first, avoiding it or attacking them first. This isn't that.
 Upon purchase, you gain the ability to ""counter hit"" enemies. This means if you strike someone
while they're attacking you, your own attack becomes more intense, causing it to deal more damage
and potentially even send them staggering, opening them up for a continued offensive."
21,200,Fighting Dirty,Saint Seiya Omega,Destruction,"Having long abandoned the shackles of pride, you have embraced the art of
fighting with foul play as your modus operandi. Whether through holding
someone's family hostage or threatening to desecrate a cherished grave, you
have mastered the manipulation of underhanded tactics to gain the upper hand.
Skilled at getting the drop on even the most seasoned warriors, you excel at
destroying trust between allies by pressing the right buttons and exploiting
vulnerabilities. Moreover, your proficiency in executing sneak attacks has made
them more effective than frontal assaults, allowing you to strike swiftly and
decisively without warning."
22,200,Ankle Protection,Reincarnator,Destruction,"A usual problem of this place is that when you make
enemies and don’t finish them off, they will manage to somehow get back at you out
of pettiness, now you are exempt of this big issue, if you beat sense into someone,
they will listen and behave, that is, if they aren’t one of the madman who roam
around, these people might need a more “permanent” solution, call it culling the
weeds."
23,200,<Punisher>,Reincarnator,Destruction,"You have a different aura than others, when in your presence,
the wicked feels raw fear, this will make leaders of any kind seek you in order to hunt
down the vile and evil, giving you the fame of a fair and reliable person, your mere
presence makes people more compelling to follow the rules, but know that it will only
have effect if you abide by these same rules and uphold them using your might."
24,200,Angel of Death,Bleach,Destruction,"It can be easy for people to forget that the motherly doctor looking after them knows the most
efficient ways to slice your body apart. You’ve got such a gentle demeanour when you desire, others
naturally feel at ease and even the most violent and rowdy allies tend to calm down and behave
around you. Those that still refuse your calm smile and moderate disapproval come face to face with
the other side you have, the one with a murderous intent far beyond your normal means. When
desiring to do such, you can emit killing intent that would normally be seen in someone much more
powerful than you. Powered by sheer thirst for blood, even at the level of a Vice Captain, it will
cause feelings of deep terror in experienced warriors. A Captain class user might force horrific
hallucinations to those subjected to her intent and it’ll only go up from there. A truly powerful being
could take lives just by walking among the weak, hearts ceasing to beat at the sight of her."
25,200,Twisted Words,Bleach,Destruction,"As deadly as the sword and spell are, it is the word that can bring even the greatest warrior to their
knees in despair. You’re viciously skilled at using your words to hurt others, knowing exactly how to
push them to the edge in the way you desire. Infuriate a calm minded noble with taunts on his faulty
moral code, send a wolfman into a blind and ineffectual rage with mockery of his master or spread
doubt and distrust among your foes by hinting at agents among their ranks. Your skill is in the many
ways words can be used to spread pain, fear, distrust and despair. If someone listens to you, the fool
that they are, they very well could end up played against themselves. It’ll only get worse if they try
to argue, given your talent for twisting a person’s words against them. In a potentially less cruel use, this also aids you in teasing out the full bloodlust and fighting spirit of those you speak to, for a good fight or to train them into effective warriors. They’re not likely to be too happy with the process though."
26,200,Break it Down for Me,Jujutsu Kaisen,Destruction,"One of the most interesting concepts in jujutsu is that of binding vows. By intentionally putting oneself in a disadvantageous situation, such as by imposing extra restrictions upon the usage of a cursed technique, a sorcerer can gain power proportional to the extra risk they took on. One of the most common variants of this is the increase in power sorcerers get by disclosing how their technique works to their opponents, since giving up such information discards an advantage they might otherwise possess.

As a fundamental part of jujutsu, any sorcerer is capable of making such a binding vow by default. With this perk, however, you are able to apply this concept to any of your other powers. By voluntarily explaining how one of your powers works to your foes, that power will become noticeably more effective against them. Fires will burn hotter, energy blasts fly faster and hit harder, and so on. With clever wording, you can even use this to mislead your opponents on how your ability functions while still gaining the power boost, such as through lying by omission. Naturally, if those you’re up against already know how the ability you’re using functions, you won’t gain any power by telling them how it works.

You’re also capable of applying other restrictions to yourself and your powers. Perhaps you limit yourself to a certain level of output for part of the day, increasing your power proportionally for the rest of it. Or perhaps you drastically increase your speed by significantly reducing your durability. However these self-imposed vows work, the power you gain will always be directly proportional to the risk you take on. Be aware, though, that placing or removing such a restriction upon yourself takes a fair amount of time and focus, preventing you from changing them on the fly during combat. Removing a restriction also removes any power gained from it."
27,200,Absolute Power,Ragna Crimson,Destruction,"While you don’t possess such a thing just with this, you can surely make it those who are weaker than you think so. Your power radiates from you in the form of what others would call an oppressive aura of fear and awe. This aura makes those who are weaker than you physically feel the difference in your abilities. The higher the difference of power between you, the stronger this effect is, to the point that those who would be instantly killed by your attacks would become paralyzed and unable to take any action before your mighty presence."
28,200,Destroying Soul and Body,Gourmet Of Another World,Destruction,"Once a being's soul becomes strong enough it is possible for them to survive after their bodies have been destroyed. Not only that, but an expert is even capable of reforging their body once more. This means that you have to destroy both the body and soul of your opponent to truly kill them at least normally. This perk makes it so that whenever you kill someone you may ignore any special conditions or requirements and they will stay dead. For example if you destroy a Soul Demons body then they will die permanently."
29,200,The Tyrannical and Oppressive Presence,Against The Gods,Destruction,"For all the cultivation you might do and
achievements you can attain, can you really be considered powerful unless you’ve reduced a grown
and experienced, battle-hardened adult to a blubbering mess with nothing more than your aura and
the look in your eyes?
Seems not. Good thing you have both, now! You have the ability to generate a massive, immense
aura far around you, a humongous thing that stands above and beyond anything possible for people
even several times more powerful than you. It can be a fear aura, wherein you appear as something
out of ancient legends, a devil or demon of utterly nightmarish power, or it could be a ‘good’ aura, or
perhaps it could appear as either to people depending on your mutual feelings and intentions
towards each other.
In either case, you can do a lot with this, including making it semi-visual with your shadows or a
heat haze or just an illusionary presence around you or so. It reflects your power in relation to the
world around you, and you can fine-tune it to reflect or not reflect anything and everything about
you. Sky’s the limit, really."
30,200,Poisonous Fang Touch,One finger Death Punch,Destruction,"Even one finger is enough to cripple a foe, the blows of the martial artist equivalent to deadly
venom. Each blow they survive makes them slower to react and sluggish to defend."
31,200,Deep Impact,One finger Death Punch,Destruction,"The earth shakes and submits under the weight of One Finger. The fighter may clear a wide swathe
of ground around them with a blow, the force rippling outwards in concentric circles. A favourite of
crowd clearing, and demolition works."
32,200,Raise Your Swords,Solars Exalted,Destruction,"The Solar Exalted were forged in an act of rebellion against the
supreme creators of this world, elevating mere mortals into the status of legendary heroes and
bringing the titanic Primordials to heel. Now, echoes of that action resonate in you - those who
are oppressed, whether by a tyrant or a heavenly despot, call to the flames of war at the sound
of your words. You may incite rebellion on a grand scale with little more than an encouraging
speech, and even the absolutely steadfast and loyal will question their masters at the sound of
your words. Obviously, this works best if there is an actual tyrant or sadistic force to overthrow in
the first place...benign or even benevolent rulers will find their people more resistant to this
change, though with time, even they may come to be despised. In addition, when you are
opposing a superior or ‘higher’ force in battle or with words, you will find yourself more
competent, your speech more biting, and your blows just a little stronger."
33,200,The King Is Here,Infernals Exalted,Destruction,"Malfeas is the King of the Yozi, and incomparable in his invincible power. Once he was the
Infinite Radiant Is, the supernal transcendence of all divinity, the Holy Tyrant, the King of the
Primordials. Though he may now be unjustly bound to rage impotently, as he dances and
forgets himself, some of that ancient splendor is shown again. Likewise, you will be seen by
all as a powerful king, incomparable in your own right... and in anger and hate you will gain
an aura of terror, that the weak-willed shall flee before you and the powerful shall be shaken.
Yet when you feel joy and your heart is at peace, you will gain instead an aura of awe and
brilliance that all who see you will feel as though your divine majesty is one who should be
their king."
34,200,Shadow of All Things,Infernals Exalted,Destruction,"See, while all the other Yozi are more focussed on the big picture, on the gods and humanity
as a whole... The Ebon Dragon hates every single being personally, and finds greater joy in
thwarting the dreams of others than advancing his own agenda. Appropriately, you will gain
a similar aptitude in corrupting and seducing others away from virtue and honor. You will
know how to tempt anyone, how to slowly corrupt their morals, how to reveal horrible truths
or tell vile lies at just the right moment to turns heroes into villains. But if you're not feeling
like corrupting, you will be just as skilled in breaking their wills by taking away just what they
love most, torturing their weakest most sensitive areas, showing them what they fear most,
tormenting them, and even defiling their happiest memories, until they are all but hollow
husks just as the Dragon itself."
35,200,Caged Beast Struggles Within Chains,Abyssals Exalted,Destruction,"When an Abyssal’s aura blooms into the terrible, dark majesty of their full totemic
manifestation, any mortal who sees it feels both the terror and the lure of the Void. Merely
mortal minds can break when subjected to such horror. Many of them faint, run away, grovel
in worship, while an unlucky few suffer much worse fates.
But it is the Peacebringers who embody the terror of the Void more than any of their fellows,
able to envelop themselves in an aura of dread such that their enemies fear even to look at
them. Of course, you need neither anima nor aura, for intimidation is so intertwined with you
that a mere glance could send a man running in panic and a threatening word is dreaded
enough to rout an army. Your skill at scare tactics and spreading terror amongst your victims
is supreme, demoralizing and horrifying your opponents with casual ease."
36,300,Wolf Amongst Sheep,"A Cultivator's Beginning",Destruction,"While nearly all cultivators learn various martial techniques, many of them only practice those techniques in sparring matches and demonstrations. You’ve learned that the only way to bring out the true power of these techniques is to use them in life-and-death struggles.

You are capable of using lethal force without hesitation and can unfailingly recognize when others seek to seriously harm or kill you. You can effortlessly target your opponents’ weaknesses and exploit them for the maximum in brutality."
37,300,Berserker,History's Strongest Disciple Kenichi,Destruction,"While others may call upon their ki to enhance their strength or
endurance, your enhancement is without limit. The longer you remain in a high stress combat
situation, the greater your ki will expand and the stronger you will become. You will need to be
stressed and quite angry to perpetuate it, but so long as you remain in combat, your strength and
the force of your blows will steadily increase. If combat wanes or you lose your feelings of
aggression however, your strength will atrophy and you will return to your baseline strength
within a few moments."
38,300,"No More Steel, Empty Hands",Baki The Grappler,Destruction,"The next step-up from mere hand-blades. Just as a master calligrapher no longer needs
paper, you can use weapons with your bare hands. Any weapon-based art you know you
can replicate with your body alone. The effectiveness just barely falls short of the real
deal, letting your chops cut like swords, or your pokes pierce like bullets. –"
39,300,"Have we Regressed?",Baki The Grappler,Destruction,"Hard not to think humanity has taken a step back somewhere. In your hands, the old ways
will always trump the ways of the present. No gun can stand up to a sword in your hand,
a martial art with mere decades of history has no hope against your ancient techniques,
and modern tactics will be useless against those from centuries past."
40,300,Population Threat,Toriko,Destruction ,"Just, wow. It seems that you become so dangerous that you become considered a threat to the sentient population. With it comes resistance to tools that are made by sentient beings, used mostly in wars. With passing time, that resistance will transform into full blown immunity. Also strength will start to grow with passing time, but for that it has to pass a large amount of time to be noticeable. For an undiscounted 300 CP it becomes a World Threat: Now, thanks to it Gourmet Cells start adapting and evolving at a rapid pace in order to counter natural phenomenons that would hinder their growth. Temperature changes, electric discharges and even natural barriers will steadily have a lesser impact on your form with passing time.
"
41,300,Shield Breaker,Records of Ragnarok Gauntlet (Humans),Destruction ,"They hide behind their cheat weapons and armor. They believe themselves untouchable... lets test that theory why don’t we? As a weapon there is no defence you cant break, no Armor you cant penetrate and no shield that cant be pierced. This by itself doesn’t kill anyone, but their defences that shield them will be like paper to you. Just be careful that breaking their defences doesn’t make them even stronger."
42,400,Vengeful Star,Kill 6 Billions Demons,Destruction,"The thing about battle is, in most cases, the warrior is at their best state at the beginning of the battle. As the battle continues, they become wounded, tired, and sometimes unwilling to fight. But at least you can hurt your enemy just as badly as they harm you. When you are hit, you may inflict the same amount of damage you have taken on your enemy. The more enemies you're fighting, the more dispersed the damage is, and it is less damage they take. Of course, this won’t help against someone completely immune to any and all attempts at harm, but anything less than that is gonna be damaged, though magical effects from the wound don’t spread with the damage."
43,400,Boiling Blood,Kill 6 Billions Demons,Destruction,"Some people say the only way to fight properly is to know what you are doing at all times. But this doesn’t apply to you. The more reckless you are in battle, the more damage you can soak and the more pain you can deal out. Also, as a side effect, your body is so brutal that when you bleed, the blood literally sprays at your enemy at such a force it can damage them even through plate armor."
44,400,Meti’s Technique,Kill 6 Billions Demons,Destruction,"By calling your attack, you become much more lethal to your target. When you target a single person, all your attacks against them are far, far more lethal and brutal. What could have bruised them before would go right through them with this."
45,400,Howl of the Cursed,Kill 6 Billions Demons,Destruction,"You have been cursed. Or was it a blessing? Regardless of the intent, you are now able to turn into a rampaging monstrous, warped, or bestial form. While in this form, all natural abilities (and I mean stuff like sharp claws and teeth, not genetic-based powers) are enhanced, to the point where your claws could cut through steel like it isn’t even there, and you can flip cars with one hand."
46,400,Hero Hunter,One Punch Man,Destruction,"You possess Garou’s single-minded determination to take down the strongest fighters. Your entire being is dedicated to the hunt—tracking down powerful opponents and defeating them in combat. When facing opponents who are stronger or more renowned, your power grows exponentially, as if driven by your desire to prove yourself. The more powerful your foe, the more you rise to the occasion, pushing yourself to your absolute peak. Against heroes, martial masters, or even gods, you become a relentless force of destruction. In combat, you radiate an aura that strikes fear into even the most courageous fighters, making them falter before they face your wrath."
47,400,Blade Beyond Steel,One Punch Man,Destruction,"Your connection to your blade goes beyond physical skill. You have honed your swordsmanship to such a degree that your weapon becomes an extension of your very soul. No matter the material, you can wield your sword with such finesse that it can cut through objects far stronger than steel—be it reinforced armor, magical barriers, or even energy-based attacks. Your blade can sever through nearly anything, and no defense is safe from the sharpness of your strikes."
48,400,One vs Many ,Tekken,Destruction,"A Ninja is a master of fighting against odds using everything they have at their
disposal. Some think you could be simply overrun with larger numbers. This wont work now. If you
can defeat every single enemy in a group in a One on One fight you will be able to take them as a
Team as well.
"
49,400,Dangerous Dragon,Saint Seiya : The Original Series,Destruction,"The common way of fighting with Cosmo is
doing so while supplemented by the armor granted by the Gods (or replicas made by human
hands), but a certain desperation tactic involves one shedding their armor and burning a large
amount of Cosmo at once to unleash a final attack. This is along those lines, and you’ve
become an expert at it - you have a natural talent for channeling Cosmo into your physical form
and the power of your hand-to-hand strikes, letting you keep up with a skilled Saint in Bronze
Armor without any difficulty...perhaps even being able to catch a Gold Saint off guard, if you’re
lucky."
50,400,Antares,Saint Seiya Lost Canvas,Destruction,"When it comes to this level of stakes or desperation, you might as well give it all for it. You have the very special ability to empower one and only one of your attacks tremendously, so much so that when at the climax of a tiring battle it will have the strength of your prime, while at your prime it would let you surpass anything you’ve ever done. It however comes at the great cost of most of your life energy, a tiring process which, given the situation you’d have to be to rely on this… probably mean all you have left. For peace and victory, are you ready to give your life ?"
51,400,Benu’s Hate,Saint Seiya Lost Canvas,Destruction,"Emotions can be a strong motivation and fuel, both in and out of combat. For you though, it is almost literal. Hate, despair, envy, vengeance, or otherwise negative emotion you truly feel, makes you stronger, faster, and determined. The stronger the emotion, the greater the effect, although it can only do so much."
52,400,Purifying Punch ,Saint Seiya Episode G,Destruction,"No more will you need to lament that you cannot solve every problem with your fists because now you are able to solve slightly more problems than normal with your fists! While your attacks might normally be limited to harming the physical, you’ve gained the ability to strike directly at the bad things that are inside people. You can punch out possessing spirits, roundhouse kick away bad feelings and even karate chop all kinds of sicknesses or diseases that hide in the bodies of your friends, hoping to avoid the unstoppable force of your mighty blows. So long as you intend to strike at the bad things within someone, your blows won’t do them any harm either."
53,400,Holy Punishment,Saint Seiya Episode G,Destruction,"Sinners shall be punished in accordance to their crimes, so says the divine will. That your will is that divine will makes little difference to your opponents, who now find that their sins against you and your beliefs empower your blows against them. The worse a man has sinned against your personal moral code, the more you find your attacks against them to become stronger and stronger. While some foes that are already stronger than you may not see much difference, you yourself will find that against great enough sinners, your attacks are several times stronger than they would normally be."
54,400,Like Water Through a Grate,Saint Seiya Episode G,Destruction,"There are few defenses that can stand up to your attacks, given most of your offense just ignores most defenses entirely. You are able to fire your attacks straight past any kind of physical defenses, directly piercing into the thing behind that defense. This allows you to strike a Saint’s body through their armor or to hit at a man’s soul within his physical form. You could even use this to strike at the Cosmo of someone with just physical blows."
55,400,Anti Magical Armour ,Saint Seiya Episode G,Destruction,"The only reason the humans have any hope at all is those blasted Cloths. Pale imitations of your own to be sure but not without power of their own. When faced with your hands however, they seem rather less durable. Your attacks are particularly good at destroying objects and artefacts of supernatural power or importance. Even things meant to be indestructible or at least far tougher than anything you should be able to scratch can be cracked and torn apart under your hands. Tougher things will still take repeated blows for you to smash apart but even the mightiest artefact won’t stand up for too long against you."
56,400,Wisteria Blood,Demon Slayer,Destruction,"For some reason, your blood has the opposite effect on demons - rather than be life-giving nutrient, it is as deadly to them as wisteria, which has been used famously as a weapon by the Insect Pillar and her acolytes against the demon plague. Demons who take this instead become immune to wisteria's effects; they can't use this offensively like a human, but it does at least remove one of their more annoying weaknesses. Your blood is harmful to other creatures similarily evil to demons in future jumps."
57,400,Locust Fangs: Fists of Mass Destruction,Avesta of Black and White,Destruction,"You have mastered the art of removing the energy dispersal from your attacks, much like the members of the Locust Swarm Ashema. Whether through the Power of Ego or another technique, this means that you have the unique ability to always unleash your full power on your designated target without causing any damage to the surrounding scenery or spectators.

And, like the Ashema, you're not doing this out of concern for the environment, but to satisfy a desire to inflict the most damage possible on your adversary. As a result, your attacks become much more deadly as your opponent is forced to confront you with all of your strength. Punches capable of shattering planets will atomize your victim rather than transforming the planet into a jumble of floating rocks. A useful skill for those who are primarily interested in one-on-one battles."
58,400,Dragon Fear,Trinity Wonder,Destruction,"The impressive aura of a dragon, that oppresses all other beings. Actually, this is more a natural magical talent of dragons, who can use mana to paralyse those around them. Some special warriors can resist this paralysis, and there are spells like anti-magic shields that can be used in advance to stop it. However, if caught unawares, this can be devastating as warriors freeze and mages become unable to cast the spells needed to counter it. Even the likes of Pink Papa were made helpless once caught by surprise. This does require some concentration to maintain, so if under attack you may find it easier to let it drop rather than split your attention."
59,400,Sunset Smile,Bleach,Destruction,"It’s never been hard to get what you want. A few words from that honey-laden tongue and people
almost fall over, trying to accommodate you. The human mind is so open to change, so long as one
knows the right words to say. Manipulating other people is a rare gift you possess, at least on the
level you can perform. Mere lying is a simple game, little short of outright magic detecting
falsehoods from your lips and even those easy to fool with a few word games. You know how to
make people want to believe your lies, to ignore evidence to the contrary and to slowly bind them to
your will in time. A few months of friendship to outsider’s eyes and yet a steady and thorough
brainwash by your intentions, as you can mess with someone’s mind and even sanity or core beliefs
if given enough time. This isn’t just about making people like you. Dragging out hidden rage, pitting two friends against each other as mortal enemies, even enhancing the effectiveness with which you wield illusions or
similar powers by combining your talents for manipulating minds with supernatural power. You live
to lie and as long as no one finds out, it’ll be a pretty good life. "
60,400,Jumper the Terrible,Fate/Legends - Baba Yaga,Destruction ,"A Tyrant you are. Severity and brutality unmatched. Immortalized as the worst tyrant of the country even. Or at least you have the capacity to be. Your mere presence leaves lesser men shaking in their boots, like a heavy pressure is forced upon them. Determined individuals or particularly charismatic ones can resist this effect but those who don’t find themselves weakened in your presence, not as strong as they should be. And that is if they chose to fight at all and not merely surrender to you. Anyone that looks at you shall know fear."
61,400,Sadistic Constitution,Fate/Legends - Empires of Antiquity,Destruction ,"Few can deny that you are a skilled and powerful warrior, everyone saw how you’ve wrestled giant
beasts to death and ably compete with some of the best warriors in Rome with your favoured
weapon, be it swords or spears or bows. But that’s not why people feel fear in their hearts when
they think of you on the battlefield. You have the ability to enter a monstrous rage that massively
increases your physical strength and speed, which will only continues to increases as you remain in
the rage, but causes your physical durability and reason to significantly degrade at the start, though
you retain all your fighting skill. When in this rage, you’ll continue to hunt down any enemies you
consider near and are near immune to mental interference from others, though not entirely so to
very powerful magicians. The rage can be ended with great effort, but given that you can refrain
from hurting allies and will only hunt enemies, one questions why you’d want to. It’d be so much
easier to give yourself to the endless red fury and allow all your enemies to be slaughtered, from
invading barbarians to those annoying politicians that bother you back at home. "
62,400,Long Sought Execution,Fate/Legends - Strange New World,Destruction ,"Humanity’s thoughts and feelings are what shape the course of history. Is it so strange that feelings
as strong as your own could warp the world? Not when they’re such dark emotions. When pursuing
goals motivated by hate, vengeance, rage and other negative feelings, you can find that these goals
become unnaturally easy to achieve the stronger those feelings get. The fabric of reality twists in
ways to make normally difficult things easy and near impossible things achievable, at least if you are
deep enough in your fury. The impossible cannot be made possible but enemies that would normally
dodge your attacks may find you moving faster than should be possible for your body or that your
strikes tear deeply into their normally too-tough flesh."
63,400,Aptitude for Slaughter,Fate/Legends - Baba Yaga,Destruction ,"How many times have humans died by their fellow men using guns and weapons of destruction? Or caused the deaths of countless animals with their machines of fire and steel? But there has to be someone who excels at causing death. That someone is now you.

Your aptitude for killing humans allows you to expertly use any manmade weapon or gun of your era. Not only that but your weapons become several times more powerful when used by you, multiple times so when used against humans. It is overdue for them isn’t it?

Alternatively you may instead gain the same kind of aptitude but for animals instead, allowing you to manipulate and exert control over haired beasts, giving you much more power in efforts of taming or dominating animals. If you buy this Perk a second time (still Discounted for Spirits) you may gain both effects.

May be Purchased Multiple Times"
64,400,Overwhelming Might,Dragon Ball,Destruction,"Despite the decent array of unique
superpowers in Dragonball, pure
power often reigns supreme. A
common example of this is that
some powerful individuals are
capable of outright ignoring or
otherwise bypassing powers. Like Broly,
you are capable of this feat as well. You can essentially brute force your way through
anything as long as you are stronger. For example, if you were placed in a spatial or
temporal lock you could ignore it. This process becomes easier as you grow stronger."
