,CP Cost,Name,Jumpchain,Chapter,Description
17,100,Etiquette,History's Strongest Disciple Kenichi,Providence,"You are instinctively knowledgeable about the etiquette and deference
that must be shown in any martial art or martial culture. You are aware of faux pas or mild signs
of disrespect and will subconsciously avoid making them. You know how to show respect as
well as where and when it is best to show it without being considered a sycophant or rude. So
long as the culture is rooted in combat and discipline, you will never offend someone unless you
actively seek to do "
18,100,"Ladies’ Man",Baki The Grappler,Providence,"If ever a true alpha male existed, you’d be a top contender. You
possess an animalistic charisma. Sufficient displays of dominance
and aggression engender a blend of fear, awe, and desire in
onlookers"
19,100,An Endless Banquet,Baki The Grappler,Providence,"What’s the point of strength with nobody to fight? With this, you’ll never be short on overconfident delinquents or mutated beasts that just can’t help picking fights with you"
20,100,A Face you Wouldn’t Believe,Baki The Grappler,Providence,"A warrior takes pride in his scars, but do you really want to ruin these looks? Your face is
abnormally resistant to injury. This won’t help if someone is deliberately targeting your
eyes with enough strength crush them, but anything less will heal up seamlessly. Hell, you
could walk through reinforced glass face-first if you felt so inclined."
21,100,"He Who Fights, and Runs Away",Baki The Grappler,Providence,"Ancient battles weren’t as soft as those today. You have a way with words lets you twist
cowardly acts into something almost respectable. You didn’t run away, it was a tactical
retreat, you didn’t beg for your life, it was psychological warfare, so long as you don’t
overuse this, you can speak with enough confidence to convince most listeners. –"
22,100,Such Excess,Baki The Grappler,Providence,"You treat the body with what can only be called extreme
rationality. You’d sooner reach into your own wound to
check if your insides are okay, take shrapnel into your eye
without blinking (though it will still hurt), and treat your
opponent’s skeleton as mere grappling points. You have the
mentality that looks at the body like the flesh machine it is,
expanding the tactics available to you. –"
23,100,"Taking Care of the Dishes",Baki The Grappler,providence,"Not all familial relationships are straightforward. Some families bare nothing resembling
fondness, or cross lines that should not be crossed. Still, with enough pig-headedness,
you can force the most twisted familial relationships into something normal-adjacent. It
may still seem distorted to an outsider viewer, but the right feelings are there. "
24,100,Initiated,Baki The Grappler,Providence,"There’s a thin line between charming confidence and obnoxious narcissism. People just
get used to your elitist comments. Someone could call you a friend, even if you casually
belittle the skills they’ve devoted their life to, as long as you’re an otherwise good friend.
Even works on strangers, but to a much lesser extent."
25,100,Take the Fall ,Tekken,Providence,"Have you ever considered how common falling from high places can be?
Canyons, mountains, cliffs, helicopters… it would have pretty gruesome results if you were to fall
over one or be thrown of it by a relative. With this perk you won’t have to worry about any
consequences of such events anymore. No matter how high you are you will not be injured and
always able to survive the Fall, be it by luck, skill or both. Fall damage is essentially a nonissue for
you. "
26,100,Seen Weirder Things,Tekken,Providence," Isn’t it odd that no one seems to bat an eye at things like Bears fighting in
a human Tournament? Either everyone in the World of Tekken has been conditioned to accept
crazy… or it is this Perk. No matter what you look like you find that people will accept it and won’t
treat you differently for it. When people run from you screaming it will be because you killed their
family and not because you have a pair of horns."
27,100,Eye-Catching,Street Fighter,Providence,"Some look plain, some look plain bad, but those like you having stunning
features that draw looks and peeks from those you walk past. Upon purchase you gain well above
average good looks, being prettier or more handsome at your discretion.
 What's more, you can redistribute the effect of this perk at purchase to focus on and ""emphasize""
a single one of your features. Want those lovely thighs that make people see stars? How about those
guns that make people's jaws go slack when you flex? Then this is the perk for you! This perk may be
purchased multiple times to emphasize different body parts."
28,100,Seems Fine,Street Fighter,Providence,"If you stick around long enough you're gonna see some strange people.
Levitating Indian men with skull necklaces, fire truck red skinned beefcakes with bizarre hair, green
wild men that can barely speak and that's just the tip of the iceberg.
 Upon purchase, people will just accept you walking around in public and going about your daily
business as long as you act normal, even if you look really, really strange. You may get people double
taking or staring, but you might as well be someone with a really interesting hat or ridiculous good
looks with the amount of attention you get.
 This only helps as long as you behave normally, so displays of strange abilities may still make
people gawk or question you or run away, but looking like a costume contest grand champion won't.
Doesn't help if you're absurdly outside the realm of normal, such as a kaiju or lovecraftian
abomination."
29,100,Mysterious,Street Fighter,Providence,"Enigmatic, mysterious, people stop to stare and have no idea why. There's just
something strange, different about you, at least after you get your hands on this perk.
 Upon purchase, you gain an air of mystery that makes others curious and questioning about you,
like there's always another layer to your character or something buried further down that you're
hiding. You also become good at maintaining it.
 If you act up front and casual, then people just might be a bit curious about you. If you really go all
in on being mysterious, you may develop into a kind of small urban legend or have a profile in some
intelligence gathering agencies."
30,100,Hermit,Street Fighter,Providence,"Those who go into isolation in pursuit of spiritual growth often calm down and
develop in certain ways. Many even form respect for such disciplined individuals and look towards
them for guidance.
 This allows you to simulate that image to a degree, making you ""seem"" more worldly and wise
than you really are. Your advice is taken more easily, your words have more weight than they would
without the perk and you can really rock some robes and prayer beads.
 Long as you don't do anything to break this image, you'll appear to be someone of an enlightened
persuasion."
31,100,Street Justice,Street Fighter,Providence,"In many situations you might find yourself out of uniform. In times like those,
no one knows to trust you as someone to go too if something bad is happening, that you're there to
keep order and ""stop the bad guys.""
 Upon purchase, this allows you to just feel more trustworthy, like you have some kind of authority
even civilian clothing. While no one will know you're a cop or soldier or whatever you happen to be,
you can bet glances of hope will shoot your way if a woman's purse is stolen or a store is getting held
up. Unless you break the image, people will instinctively believe you to be ""the good guy."""
32,100,Patriot,Street Fighter,Providence,"There's a point where someone wanting to show off their patriotism just ends up
looking like a mockery of the concept they want to represent. So how does one show their love and
allegiance for their home without looking like a flag pants wearing, costume store reject?
 Upon purchase of this perk, you will always know where the line between ""passionate patriot"" and
""just too much"" lies, and how not to cross it. When fully embracing your country (or kingdom,
civilization, planet, etc.), you also produce an aura broadcasting your sincere love and patriotism,
leaving no doubt where your loyalties lie.
 Symbols of your patriotism become as resilient as the feelings you place in them, whether this
means clothing, tattoos or even hair style."
33,100,Unassuming,Street Fighter,Providence,"Do you remember those people who gather around to watch spontaneous street
fights? Of course not. How about your bank teller? The guy bagging your groceries? Probably not.
Sometimes the best way to go unnoticed is just acting like you belong.
 This perk grants the power and skills that allow you to make yourself look and act as forgettable as
possible. You can evade notice like a background character. You can be looked over as easily as a set
piece. This only helps as long as you act casual, attention grabbing acts like attacking people or
employing flashy techniques will still draw attention."
34,100,Professional,Street Fighter,Providence,"You've made a career out of kicking ass and getting your ass kicked. At the end of
the day though, this is your career, or at least the way of life you subscribe too. Something in the
way you carry yourself makes this abundantly clear too.
 This perk allows you to more easily come off as a respectable fighter that's hard to hold a grudge
against after a fight. You're a professional, people are far less likely to take things personally unless
you go out of your way to make it personal.
 So go ahead and fight, fight and win, again and again, with the knowledge that people won't have
any hard feelings for you after you do, since that's just what you do. People may be upset at the loss,
or an injury obtained from it, but it wasn't your fault, right?"
35,100,I'm Serious!,Street Fighter,Providence," It happens a lot you know. You've trained hard, you've become strong, you're
ready to fight with or against the best of the best and be the difference you want to see in the world.
Only, people don't let you ""because you're a schoolgirl"" or ""nobody can take you seriously in a bright
pink gi.""
 This perk allows you to change all that. In business, combat and other serious environments and
situations your treatment by others won't be based on your appearance or quirks, but on your
dedication and competence.
 So go ahead, walk into a business meeting in your pyjamas or sign up for that world tournament
while in the form of a ten year old. People may sigh or give you an odd look, but you'll be welcome
all the same if you're willing and able."
36,100,Clear Intentions,Street Fighter,Providence,": ""A man of few words."" ""Actions speak louder than words."" Not very
eloquent? Want to make it abundantly clear that you're best left alone so the flies don't keep
buzzing around your head? This is the repellent.
 Upon purchase, you gain the ability to broadcast your blood lust, killing intent and other negative
emotions in general to intimidate others and earn yourself a measure of solitude. A fantastic ability
for setting the mood or making weaklings you have no time for leave of their own volition."
37,100,Food Luck,Toriko,Providence,"Is the belief of the fortune one can have with ingredients and their daily lives, such as the chances of finding rare ingredients, surviving against nature, or the lucky one can have succeeding at a food related event."
38,100,A Hero’s Journey,Saint Seiya : The Original Series,Providence,"All myths of legend began with humble first steps, so
that the journey may eventually lead the hero into greatness. Should you so desire it, destiny
will guide you to dangers and disasters you are capable of facing or solving, which may form the
stepping stones of a great quest should you choose to undertake it. Note, however, that
accepting a challenge will not guarantee you are prepared for it...you should choose your battles
wisely"
39,100,Steel My Hear,Saint Seiya : The Original Series,Providence,"You have already walked into hell and emerged from it
victorious - no half-hearted, honey-tongued words will sway you! Attempts to manipulate your
emotions, whether from holding your loved ones hostage or seeking to compromise your own
sense of honor or morality (if any) will find your heart as hard as stone, with your emotions calm
and your mind still focused and clear."
40,100,Loyal Pegasus,Saint Seiya : The Original Series,Providence,"The Saints are the guardians of both humanity and their
Goddess, Athena. Above all else, you must safeguard that which is precious to you and your
heart. When you are protecting someone or something of value to you (other than yourself), you
will find your skills and combat abilities just a little bit sharper in doing so. You are also more
effective at taking injury or damage in their place, though this does not guarantee your own
survival or ability to withstand said damage."
41,100,Unicorn's luck,Saint Seiya Lost Canvas,Providence,"The fate of the unicorn Saint may not be to shine on the front stage, but is no less important : to simply be there with the others is sometimes all they need to turn the tide. You share this trait, able to seemingly join any location just at the right time, as long as the delay or distance is not outright unfair given your capabilities. You’ll make it there and be there to help them."
42,100,Wolf's Bond,Saint Seiya Lost Canvas,Providence,"Not every Saint is a giant one man army. Bronze and Silver tie close bonds and work together efficiently, a strength of their own you now develop naturally : any comrades you have that do not already hate you will work along, growing rapidly into a well oiled machine that runs on friendship and brotherhood. The pack is tight and all the stronger for it."
43,100,Pegasus' Promises,Saint Seiya Lost Canvas,Providence," Making promises you probably can’t keep is one of Tenma’s flaws, but no one can ever blame him for not trying to with all he has. As well as you : any promise you make, to yourself or others, you find yourself constantly working toward it, even if just in a minor or indirect way. It’d take constant mental effort not to keep your word, or just renouncing entirely. But what’s Saint who doesn’t hold up his word ?"
44,100,Golem’s Role,Saint Seiya Lost Canvas,Providence,"What role, you may ask ? The Golem Specter didn’t even have a minor role, and that’s the point. Much like him, as long as it doesn't concern you specifically, it doesn’t at all. Allies and enemies will leave you to your thing most of the time unless they have a good reason to still do. As an example, you’ll get a free pass from being dragged into that taskforce they’re making, but if Pandora was to order ALL Specters a full assault you’d have to go there."
45,100,Harpy’s Rank,Saint Seiya Lost Canvas,Providence,"The hierarchy of Specters is… well, there is Pandora, then the Three Judges, then the rest, so authority inside the “rest” is sometimes a pain and counterproductive. Not you though. Not only do you always have some form of authority or respect if you have greater power than those in front of you, your superiors tend to notice your true abilities and “promote” you accordingly, much like Happy Valentine belong to the four elites of Radamanthys because he equal Gold Saints and is loyal to the death."
46,100,Cool Monologing,Saint Seiya Omega,Providence,"In this and future worlds, monologuing is not merely a theatrical trope but a
powerful tool wielded by individuals to convey their ideals and explain the inner
workings of their techniques. No matter how cringe-worthy or grandiose one's
monologue may seem, the people of this and future world will take their and your
words seriously."
47,100,Good Looking,Saint Seiya Omega,Providence,"In this world where devotion to the gods is intertwined with physical
attractiveness, it seems fate has smiled upon you, granting you a visage that
ranks at least an 8 in the realm of looks. Whether by divine blessing or mere
coincidence, your appearance aligns with the standards upheld by those who
worship the gods, adding an extra layer of allure to my presence in this world."
48,100,Tactics Of The New Generations,Saint Seiya Omega,Providence,"In contrast to the past, where Saints prioritized one-on-one combat, you and the
new generation have embraced the importance of teamwork and collaboration.
Working together seamlessly, you and your allies move in perfect synchrony,
ensuring that your actions complement rather than hinder each other. This unity
and coordination among your group elevate your effectiveness on the battlefield."
49,100,False Camaraderie ,Saint Seiya Episode G,Providence,"The Saints, despite the unified front they may put up towards enemies, have rarely been such a thing in truth. From mere personal clashes due to mutual dislike to hatred that stems from years old blood feuds, it's a mess of tangled friendships, rivalries, and enemies. But even with all that, you're still Saints. When the enemy comes to the door, you’ll be by each other's sides. You’re able to put aside any differences you have with someone and work together with them like they were a friend if you both fight. If they have a reason to work with you too, you can extend this effect to them as well so that both are efficient. Who knows? Maybe you’ll be able to work things out between the two of you as you fight together."
50,100,Egalitarianism,Saint Seiya Episode G,Providence,"The stain of your family’s sins can mark you for life, no matter how unfair that fact might be. The crimes that those associated with you will no longer affect the way that people perceive you. Even if your entire family line has been known for treason, cowardice, and a lack of any good qualities, you will be judged entirely apart from them with not even an ounce of guilt assumed before you prove it to be so. Even if you look like someone, rather than just being associated with them through family or friend ties, you won’t be wrongfully blamed."
51,100,Man of the World,Saint Seiya Episode G,Providence,"Just because you’re serving a Greek Goddess, there’s no reason to not seek out a properly varied education, especially when you’ll be regularly sent around the planet on your duties or even beyond. You’re able to speak dozens of different languages from around the world, can flawlessly act as the member of just as many varied cultures and can survive and live in most countries on earth with ease, whether that be in civilised society or in the wilds."
52,100,From the UN,Saint Seiya Episode G,Providence,"A calm heart and soothing words can often solve the problems that all the power in the world cannot. You’re an expert negotiator, with long years of experience dealing with talking down all sorts of feuding nations, would-be world conquerors, and other madmen. You’re also amazing at reading people and, within the first hours, you’re talking to and getting to know the good and the bad in the people you’re talking to, then working with them to open up to you. Coming to understand these people and getting them to understand your perspective is what you excel at and managing to reach that understanding can solve conflicts before they even begin."
53,100,My Pride Will Do The Talking,Saint Seiya Episode G,Providence,"The Gods should rule above all, why would you ever doubt that? More importantly, why ever bother even listening to the arguments of others as to why it should not be? No matter what they use, you are unable to be swayed from any opinion or belief that you hold. This is not protection against being mind-controlled, just against any effect or charm or persuasion that might seek to change your mind about specific things. You also happen to be just fantastic about giving any kind of monologue or self-aggrandising speech. Just come up with them on the spot."
54,100,Royalty,Feng Shen Ji,Providence,"You have an air of authority about you. Besides being an appearance booster (be an average 9/10) you will find yourself often getting opportunities to lead others, with people seeming to trust you (probably more than they should). Expect to be the first name to come to mind when people need work done or to give direction to a group. Can be toggled on/off at will."
55,100,Soothsayer,Feng Shen Ji,Providence,"Your words are laced with honey, able to numb those who listen long enough to heed your directions. The longer you talk with someone, the more they seem to understand your point of view (even if it's bull). Perfect for negotiating terms or proposing your enemies to surrender to superior forces. Though if whoever you are talking to was never going to listen to you in the first place, or cannot even understand you, this perk has no effect.
"
56,100, Omae wa mou shindeiru!,Fist Of The North Star,Providence,"Anything you have that causes instant or nigh-instant effects in a
foe now has a curious property. Once you use the technique, spell, or ability it will patiently wait to
take effect until after you've explained what is about to happen to your foe. Even better, your foe won't
take advantage of this time to try and take you with them, or counter your technique. They may run
screaming in terror though if you haven't paralyzed them or something."
57,100,The Stars Shine Upon Me,Fist Of The North Star,Providence,"Fortune favors you, you will find yourself crossing paths with
people you want to meet, your enemies will stumble through every guard you have before they reach
you, people with resources and skills will flock to your banner if you raise one, and other such minor
things will go your way. This does not guarantee the people you meet will be happy to see you. Nor
that your enemy won't kill all your guards and then crush you in a one on one duel. And it doesn't keep
the talented and influential people you pull towards you from realizing you are a terrible person and
leaving as quickly as they came. It merely gives you opportunities, but you must reach out and grasp
them with your own abilities."
58,100,Soul Protection,Tales Of Demons and Gods,Providence,"It is common for people to attack
each other’s Soul Realms, and a true master should know how to
guard it well. Now, you have little to no need for it anymore: your
Soul Realm is impossible to break while you are not
incapacitated.
This means your enemy needs to incapacitate you first before
damaging in any way your soul realm. This does not have any
drawbacks, such as making it impossible to cultivate a technique
that requires you to destroy your soul and reconstruct it; you will
find that you benefit completely from such techniques while not
needing to damage yourself. This also nullifies the dangers of
“over-cultivating”, cultivating so much that your soul threatens to
explode.
Taking a step further, you will not have any problems with demon
spirits inside your Soul Realm.
Post-Jump, this perk also covers any sort of metaphysical
construct bearing any semblance to Soul Realms and Souls."
59,100,Humble Presence,Reincarnator,Providence,"To other your presence in not threatening more like
normal compared to others, but this makes other people likely to ignore you unless
your are actively antagonizing them making them focus their attention to you, in
combat with large group of people monsters or people are likely to attack and focus
their attention to those around you."
60,100,See None do None,Desolate Era : The Three Realms,Providence,"Sin in this world is a tangible thing,
and if enough of it is committed (mostly through the murder of non-cultivators), the Heavens
themselves will recognize your deeds and upon your tribulations, you would find them much
harder than what would otherwise be the case. Commit even more sinful deeds, and your very
appearance might even get tainted by the blinding light of Sin, letting everyone know who to target
for a gain in Karmic Merit. Screw all of that nonsense, you came here to party, and no way in hell
will some karmic scale for the supercomputer of the Universe ruin that! Because of this, you find
that people or other entities are generally unable to sense your Karma, or whether or not you lean
more towards Evil or Good, and even if they are able to do so, they won’t act on it. Directly seeing
you commit these deeds, however, will allow them to make a judgement about your general
disposition, and don’t expect someone to let you go if you have done something to affect them
personally"
61,100,Indignant Envoy,Desolate Era : The Three Realms,Providence,"Sometimes being the errand boy is both a
frustrating and dangerous job: frustrating in that people like to just stop and spend several minutes
talking to you before you can leave, and dangerous in the fact that at any time these same people
can choose to kill you. Not anymore, however! Whenever you’re sent as an envoy to some
powerful figure, or meet with one in general, you’ll find that unless you truly offend them (say, by
killing their prized Grandson, or hitting a particularly sore spot), you’ll generally find them
completely fine with just ignoring it and moving on. The best perks of such a cozy job without the
danger!"
62,100,Living off the Land,Desolate Era : The Chaosverse,Providence,"There is a variety of environments and lands throughout the Endless Territories, thus it may seem
daunting to gain the amount needed for the cost of living, especially when currencies can change.
After all, the cost of a single Inn could eclipse the treasures of most of the strongest Daofathers
in the Three Realms. There’s a strange effect when it comes to you however, that being you
never really exert yourself to find the minimum amount of money required to live somewhere.
Whether through small lucky instances or a character traits of yours, you can always find

yourself living in a city away from the danger of the outside."
63,100,Call me Darknorth,Desolate Era : The Chaosverse,Providence,"Seems like you really have a catchy name, when you perform feats worthy of fame your name
sticks around far more than it should, spreading faster than communication can allow. This
always leaves you with the ability to intimidate others with reputation alone, assuming it isn’t

anything too important."
64,100,A Majestic Visage,Avesta of Black and White,Providence,"Befitting of the heroes of good, you have an inherent presence that brings calmness and
reverence from others. From the way you move, to way you dress yourself, and even the tone of
your voice, everything speaks of greatness. You have an easy time lifting people’s mood, and
even if you treat them coldly, they cannot help but feel impressed by your display of might.
What’s more, you find that neither old age nor other alignments can’t really taint this aura."
65,100,Shaped Like A Fortress,Avesta of Black and White,Providence,"There is something about your thought pattern that makes it really hard for others to get a read
on you, and even those who could peer into your thoughts cannot get a good grasp of you. It
may be how well-ordered your mind is, not allowing any unwanted thought to pass through, or
how used you are to lies that you can even lie in your own thoughts to conceal your true
intentions deep within yourself."
66,100,In The Blood,Campione,Providence,"Eugenics, baby. Blood ties are important for a reason and now you have control over it. You can choose any of your traits, powers or gifts to become a sure pass down to all your blood descendants. It could be your miko gift, your magic reserves or even some natural predisposition or talent you may possess. Whatever it is, it will become a trait carried over all your blood-related descendants."
67,100,I Know a Lady,Bleach,Providence,"When you’ve only got a little life to live, there’s a lot more passion to be found. Those with an
interest in your side, male or female, tend to find you really quite charming. You’ve always been sly
with such people, women or men as suits their tastes, and particularly for you are those older than
yourself. Despite likely being inexperienced and naive, you have no problems with seducing those
that might have decades on yourself. To them, you seem as mature and suave as someone many
times your actual age, they just can’t help but find you attractive. "
68,100,Undercover Humans,Bleach,Providence,"We all look pretty similar, past a certain point. Since everyone was originally human, they all
eventually take on or retain a human appearance, even the Hollows. It probably doesn’t help that
every race likes to wear a single uniform to tell each other apart. You’re able to take advantage of it
though, with your talent for disguising yourself as both a non-threatening civilian and a member of
other factions. Just by slipping on a different outfit, you can probably fool the rank and file of the
Shinigami or Quincy. Add in a hair shake or a few minor adjustments and even people that know you
might take a few minutes for recognition. People tend to forget to check their Reiatsu sense around
you, unless they’re actually pretty important or strong themselves."
69,100,Mubon-MUJIN!,The God of High School Jump,Providence,"Not everyone is given a cool or even a normal name by their parents. Sometimes they decide to name you Mubong or Man Duk and all you can do is put up with the jeers and jibes of those around you. You might change your name but people always remember...until you picked this up. Now you can change your name, any of your names, to something else at will. It won’t just change it socially but everything to do with that name changes to. Any legal forms will have been written in that name for example. If you want it to have always been that way, everyone will remember your name as what you changed it to but if not, they might forget to say it the new way every now and then. You can always change it again if you’re feeling a new handle."
70,100,Deities Among Mortals,Naruto - Ōtsutsuki Clan Jump,Providence,"We, Ōtsutsuki, are basically gods among the
mortals and this is a truth that these other lower lifeforms must believe, even if we
aren’t truly deities. You have a talent in convincing those greatly weaker than you
that you’re a divine being, through showing them your power and abilities. You can
literally start a cult around yourself if you like these things or just convince some
people to become your loyal worshipers."
71,100,Hypercompetent ‘Secretary’,Fate/Legends - Baba Yaga,Providence,"Someone needs to take proper care of these foolish humans! But oh there are so many things that need to be done and subjects to cover. Fortunately you have a particular set of skills to do just that. On one hand you are a marketing genius, industry, negotiations, sales and of course assistant and secretary work coming to you naturally. If you put the work in it is not unlikely for you to create and lead a very successful company one day. On the other you are the kind to take a more hands on approach, as skilled as NFF’s top operator in terms of infiltration and stealth. This also comes with a certain amount of ‘appeal’, making you as beautiful as the fairest of vixens. Who wouldn’t want to employ you ♡?"
72,100,Wolf Mothered,Fate/Legends - Empires of Antiquity,Providence,"Many have heard the tales that you were raised by beasts in the wild, like the glorious ancestor
Romulus and his brother Remus. It’s quite true as well, since you called a large pack of wild animals
your family for your early years before you left for civilisation. They might have been a pack of
wolves, a herd of deer or even a swarm of spiders, but they had unnatural intelligence and taught
you to channel certain powers of nature as well. You have a natural affinity for all animals given your
upbringing but in regards to the specific type that raised you, you can speak to them as if they were
humans and have them respond, teach them to retain that human intelligence and speech with
others and even command your animals to act in your service, though powerful kinds may resist. "
73,100,Looker,Chrome Shelled Regios,Providence,"So many people here are good looking individuals. You now may choose an appearance to have and as long as your species is capable of it you will always look like it. Your appearance never deteriorates regardless of lack of exercise or food, as long as you consume enough calories to prevent malnourishment. Any injuries will fully heal without scarring, as long as you can heal that wound. Your hair and teeth will always be perfect no matter the situation you are in and regrow if lost."
74,100,I am Looking for an Apprentice,Gourmet Of Another World,Providence,"Once you have created your legacy it will eventually become necessary to spread it to ensure that it does not die out or simply to ensure that your successors are as strong as you. Sometimes however, it is difficult to find talented and worthy apprentices. This perk allows you to easily find incredibly talented apprentices and allows you to naturally attract them based on your reputation. The final boon you receive by taking this is that their loyalty is ensured. Unfortunately it is relatively common for disciples in these worlds to betray and even kill their masters to obtain their power. This perk will ensure that this will never happen and that your students will be truly loyal and grateful to you. "
75,100,I Seduce People With My Own Ability,Gourmet Of Another World,Providence,"There is a difference between having good looks and seductive looks. This perk grants you a seductive aspect to your appearance. Before you may have earned a look or two, but with this you will actively enthrall those who are attracted to you. In addition you shall be granted one other boon. A consequence of attracting so much attention is the jealousy of others. Both from their own inadequacies and the attention from those that they admire. This will reduce the hatred you gather significantly. Granted if you steal someone’s wife they will still be angry, but now they won’t care if their wife is openly staring at you.
"
