,CP Cost,Name,Jumpchain,Chapter,Description
23,200,Triple Numbering ??? Skill : <Dark Sun>,Reincarnator,Mystic,"The user creates a red aura like a
dark sun with his body, immolating all nearby targets, works like an reinforcement
type skill with a powerful aoe ability."
24,200,Daoist Arts,Campione,Mystic,"An Asian form of spellcasting, based on the Feng Shui, Astrology, and other traditional Asian beliefs and centered in the manipulation of qi. Doubling as a type of martial art, it gives the practitioners several advantages that other mages lack, including the ability to cast spells with a set of movements instead of words and manipulating qi (life force) for a myriad of effects. You start with a great grasp of the basics and some advanced techniques, your talent being enough to master this art in a few years of practice."
25,200,Urahara Style Modifications,Bleach,Mystic,"Urahara has crafted quite the arsenal when it comes to artificial spirits, mod souls with greatly
enhanced abilities. As either one of his creations or from someone who copied the designs, you’ve
gained access to one of two innate spiritual abilities. The first is the ability to create illusions, overlaying visual phantasms over an area. It’s maintained by
your energy and the complexity you can manage will increase as your power does, similar to how
you might learn to cover more of the five senses as you grow stronger. Unfortunately, it’s a lot easier
to get out of these illusions, as they exist on the environment and not within people’s minds. All it
takes is leaving the area to be free. The other option is teleportation. You’ll be able to teleport yourself and anyone you’re touching to
any location within range, the range being dictated by your Reiryoku. Even at weak levels, it should
be enough to zip about a town the size of Karakura. You can also create wormholes that can act as
portals, for transporting many over time or to redirect attacks by quickly creating multiple portals.
It’s even possible to create a portal to nowhere, effectively erasing things that enter the portal by
locking them in some unknown dimension. Some foes might be able to break out if they have their
own transportation abilities however. A second purchase of this, discounted if you use your second discount, can be made to gain the other option."
26,200,Human Bomb,Jujutsu Kaisen,Mystic,"You can make any part of your body explode, the size of the explosion depending on how much cursed energy you put into it. This can be anywhere from a relatively small right up to the power of a decently powerful missile strike. There’s no need for the body part to be attached to you either, so it’s frequently used by ripping out an eye or tooth, throwing at the opponent, then detonating it when they get near. This technique doesn’t come with any way to regenerate anything used for it though, so try not to use anything you can’t replace."
27,200,Rot Technique,Jujutsu Kaisen,Mystic,"With this technique, your blood has taken on corrosive properties, capable of burning through clothes, skin, and even stone to an extent. It’s not a huge threat to a sorcerer – it’d take drowning in it to kill one – but if you manage to get it inside someone’s body, the next stage of the technique can be activated. Known as Decay, floral patterns spread along where you hit them, and their bodies begin to decay from the inside out. It’s not a hugely fast process – even if you manage to get a fair deal inside someone it could still take ten or more minutes before killing them, and hours until their bodies become naught but bone – but it is highly painful, regardless.

It's worth noting that while it doesn’t have a maximum range, the Decay technique needs to be actively maintained – if you release it at any time, the decay will instantly stop and you’ll need to get your blood into your target once again. You also don’t have much control over your own blood: you can spew it from your mouth in a spray, or shoot out many fast-moving lines of blood from yourself if you truly master the technique, but that’s about it. Regardless, it’ll never be capable of the same level of control and versatility of Blood Manipulation, nor reach the same raw power as Piercing Blood – and with this technique alone, you’ll still need to worry about running out of blood."
28,200,Ratio Technique ,Jujutsu Kaisen,Mystic,"You’re able to score critical hits on anything you attack by striking them at a specific point. By visualising your target as being divided into tenths along their length, you can forcibly create a weak point at the ratio of seven to three, which deals much more damage when struck relative to the energy you used. Notably, you can use this on things other than just a target’s entire length – if you strike the 7:3 point on their torso, their arm, their forearm, or any other part of their body, you’ll score a critical hit as normal. This can also be used on inanimate objects just as well as living creatures."
29,200,Straw Doll Technique,Jujutsu Kaisen,Mystic,"This technique functions similarly to the common interpretation of a Voodoo. By taking a part of someone’s body, putting it into or against a straw doll, and then impaling the doll with a nail, you’re capable of injuring that person by causing spikes to suddenly emerge from their body, skewering them from within. So long as you have a body part to use, the range of this technique if theoretically without limit – though you can always skip the doll part by just driving the nails into someone’s body directly. While any part of the body can be used by this, the larger it is, the more effective the technique will be: a hand or internal organ will make it much stronger than a hair or some blood, for example. Also, the stronger an opponent is compared to you, the less damage they’ll take."
30,200,Puppet Manipulation,Jujutsu Kaisen,Mystic,"You’re capable of remotely controlling cursed corpses out to a distance of a few hundred metres. So long as they’re not already animated by someone else’s cursed energy, you can use yours to puppet it with great proficiency. Not only can you share the senses of any cursed corpse you control with this technique, you can use it just as easily as if it were your own body, naturally wielding any abilities they might possess as well as using your own powers and techniques through it. You’re even capable of controlling more than one cursed corpse with this at once, though naturally the more you have active the harder it will be to use them to their full efficiency. Of course, you will need to get some cursed corpses first to use this – perhaps you could learn to make them yourself?"
31,200,Keeping Promises,Jujutsu Kaisen,Mystic,"Binding vows were already brought up previously, but it’s worth noting that placing restrictions upon oneself is only part of what’s possible with this aspect of jujutsu. No, binding vows can also be made with others. This often takes the form of a contract between two parties, where both agree to a certain set of conditions, most often certain actions they must do for the other party. Unlike in a self-imposed vow, however, the penalty for breaking a binding vow with another is much more harsh. Though the exact details of what will transpire will vary from vow to vow, the punishment is severe enough that even the most powerful of sorcerers and cursed spirits do their utmost to honour such agreements.

Usually, these require that both parties are capable of manipulating cursed energy. You, however, can apply the principles of a binding vow with anyone, regardless of whether they can use jujutsu or not. When you make an agreement with someone or a group of people, you can choose to make the terms nigh-inviolable as described above. All parties involved will understand that breaking the terms of the contract will result in them suffering severe penalties, far worse than any gain they might have received from not honouring the vow. Naturally, this isn’t a one-sided thing: you, too, will face consequences for breaking such a deal. However, it’s important to note that abusing loopholes in the vow’s wording doesn’t count as breaking it. If you agree to kill someone, for example, killing them and then immediately reviving them afterwards is completely acceptable unless explicitly agreed otherwise."
32,200,Tool Manipulation,Jujutsu Kaisen,Mystic,"You’re capable of using your cursed energy to control any broom you’re in physical contact with, allowing it to levitate according to your will. The most common usage of this is for the user to ride the broom, allowing them to fly through the air with surprising agility. It’s also possible to use it more offensively though, swinging the broom at others to send gusts or blades of wind in their direction. These aren’t particularly powerful though, and will likely only slow down any stronger opponents."
33,200,Solo Forbidden Area,Jujutsu Kaisen,Mystic,"By activating this technique, you’re able to amplify the total cursed energy amount and output of one willing sorcerer within a certain radius of yourself, which can be you if you choose. It’s not a particularly huge boost on its own, but by elevating your technique to the level of ritual by including elements of chants, gestures, dance, and music, you’re able to boost someone’s power to 120% of their normal level. Because of this, it’s not a technique best suited for direct combat, and is better used for supporting another."
34,200,Weapon Creation,The God of High School Jump,Mystic,"You have the ability to create weapons from nothing but the energy that dwells within your form. Any sort of martial weapon, from swords to spears to whips to hammers, can be created with little more than a thought and then directed with nothing more than your mental commands. Whilst you could simply fire these weapons en masse at any target like they were bullets, you may also wield them as if you help them in your hands, though the concentration to do so will mean that you will have to train to wield more than a small number at once in this way, at least to any great effect. The number and the size of the weapons you create will increase as your own power does."
35,200,Autonomous Puppets,Naruto - Ōtsutsuki Clan Jump,Mystic,"Many centuries before Monzaemon developed his
own form of the Puppet Technique, the hybrid branch family of the Ōtsutsuki clan on
Earth already used a more advanced form of puppetry, using a different type of
puppets and you, as their heir, inherited this art and their puppets. You receive a set
of a hundred puppets of the same variation used by Toneri Ōtsutsuki. You’re capable
of remotely controlling them through an orb of chakra located within their bodies and,
over time, these puppets will become basically autonomous, requiring no conscious
effort to control them and requiring only your own energy to power their movements.
As an added bonus, you’ll always be able to sense the location of each one of these
puppets and even directly control them when needed. If any of them is destroyed,
they’ll reappear in your Warehouse in the next month and any modification done to
them will remain across Jumps."
36,200,Born From My Will,Naruto - Ōtsutsuki Clan Jump,Mystic,"You’re able to use the same technique developed by
Kaguya and replicated by Madara, Will Materialization. This technique allows you to
materialize your own will into physical constructs and there are two different forms of
construct to create. The first form is black rods, similar to the ones created by the
Outer Path but have some different usages that enable you to manipulate the actions
of others or even directly control their bodies through implanting these rods into
them. The second form is a malleable and sentient construct, similar to the Black
Zetsu created by Kaguya. This being will be absolutely loyal to you and has the
same intelligence as you, as well as having the same innate abilities of Black Zetsu,
being able to control the actions of others by coating itself over their bodies and
essentially possessing them. There is no specific limit to how many beings like him
you can create and maintain, but the amount of chakra required to do it is a limiting
factor."
37,200,Chakra Constructs,Naruto - Ōtsutsuki Clan Jump,Mystic,"You’re able to manifest a special red, glowing,
malleable chakra, letting you use it to create tools and weapons made of it, like
swords, spears, claws, stakes, chains, shields, fishing rods and many others. You
can manifest multiple tools and weapons at once and even control them
telekinetically, but they can’t go too far away from you without disappearing, with a
range similar to the Truth-Seeking Balls. These chakra constructs can be
disintegrated like shattered glass, letting you reshape them at will."
38,200,Individual Interpretation of the Arts of War,Fate/Legends - Nirvana Yuga,Mystic,"Heroes of the Indian epics were rarely so limited in their skills as to only wield a single weapon. Masters of the bow, the spear, the blade and more besides, their skills were worthy of every bit of
power that was ascribed to them. But it certainly didn’t stop certain tools being favoured and that
very power meant that things would often be forced to fit the hero, rather than the hero adapting to
his situation. You discover the ability to force your weapons, tools and even unique abilities or
attacks to take on new shapes to suit your desires. A legendary bow might transfigure to become a
sword in your hand, it’s effects altering to become suitable to a close ranged form while remaining
as faithful as possible. An arrow might instead be subsumed into your form and become a powerful
laser emitted from your eye, now requiring a supply of mana to replace the arrow’s physical form. It
is a change of medium, not of the innate abilities of the targets, but even entire vehicles could be
potentially affected. It is the hero who decides the way battle is fought, not the weapons he is given
to wield."
39,200,Shinsengumi Way,Fate/Legends - The land of The Rising Sun,Mystic,"The samurai code is in reality, a thing mostly of fiction. The many restrictions and honourable rules
that the noble warriors supposedly lived under were fabrications of a later age. Mostly. There were
indeed good men who bound themselves in vows and promises to show their morality, as well as
those who did so to restrain their own dark sides. But the sacrifices made through a warrior’s vow
can have it’s own benefits, the loss becoming new power for battle. 

You are able to take vows that restrict your own life, receiving increases to your overall combat
ability in exchange. The more restrictive the vow is to you personally, the more significant the
increase. Sacrificing a few hours of your time in prayer each week would be a minor boost in power
at best, whereas constant limitations such as never breaking your word or always fighting in an
honorable manner could improve your power by half or even double the normal level. Breaking a
restriction removes the benefit and applies a proportionate penalty to your power on top, as well as
a damaged mental state. These penalties will disappear in time and slowly removing a vow over a
few days will allow you to drop the restrictions without cost. A vow’s power is based on how it
affects you personally at the current moment, something strong for others but weak for you will give
weak benefits."
40,200,Back to Your Prime,Gourmet Of Another World,Mystic,"As individuals age they lose the combat prowess that they possessed while they were younger. To deal with this some techniques have been created that allow the user to revert to their prime. Normally these techniques are temporary and possess some sort of cost. You have somehow gained the ability to mimic this property. By spending a certain amount of energy you can revert someone’s age and make them younger. The amount of energy needed to do this will depend on the individual's age and power. For example, restoring an eighty year old mortal will be effortless. Trying to restore a million year old demon however would require a significant amount of energy. 
"
41,200,Turnabout is Fun,Gourmet Of Another World,Mystic,"Unfortunately many people in cultivation worlds tend to do some evil or dishonorable things every now and then. Some examples of this would be forcefully enslaving you, possessing you, or trying to mentally control you in some way. This perk grants you the ability to flip the effects. Using the examples above, if someone tried to place a seal on you or to somehow dominate your mind then you would be able to do the same to them. This perk is guaranteed to work regardless of the complexity of the technique or any gap in strength. Meaning if a god casually tried to enslave you while you were a mortal then you would end up with a God ranked slave. This will work on any foreign influence meaning that it can function in battle or any other situation as well. 
"
42,200,Divine Powers,Gourmet Of Another World,Mystic,"Divine Powers are incredibly powerful techniques developed by gods once they are acknowledged by the laws they are comprehending. They receive this chance and have the opportunity to craft a unique power. These abilities typically become the strongest ability possessed by the individual. Some examples of this would be the Powers of Affliction used by Bu Fang. Another example would be Summer’s dimensional cube technique. This allows her to form a cube around someone and to rapidly close it while it is filled with spatial blades. This technique is capable of killing anyone that is not significantly stronger than the user. You may purchase this multiple times in order to acquire different powers.
"
43,200,Shaping Of Life,A Will Eternal,Mystic,"This is the ability to graft many different plants together, in a form that still is alive and can
grow. While basic grafts already exist, this takes it to the next level. You can take the
essence, and clippings, of plants and fuse them into a singular complete whole, basically
creating new species of plants. Create a garden akin to that of a treasure trove for
apothecaries. It is important to note that this will not fuse the effects of the plant into one. It
will simply create a plant whose different parts have different properties. Graft too many
plants together and you may struggle when it comes time to harvest and separate it out
again. This skill is closely related to the Dao of Medicine."
44,200,Spirit Enhancing,A Will Eternal,Mystic,"A special ability unique to those from the Arch-Emperor Realm. Using multi-coloured flames
or by borrowing the energy of heaven and earth, one can enhance an object to increase its
strength. Used on weapons they can become stronger, sharper. Souls become more hardy
and powerful. Pills have their effects boosted. These enhancements can be stacked as well,
each additional enhancement increasing the previous effect tenfold. A normal wooden sword
will grow many times stronger from the get go, while a Celestial level treasure will have
negligible gains until the twenty first enhancement. Each step takes more energy, or colours
of flame, and has an increased chance of failure, with failure leading to the destruction of the
spiritual energy of the object, the object itself consequently becoming useless too. Your will
power and confidence will have a marked effect on the success rate of enhancing. In fact,
the more a practitioner succeeds, the more confident they become, and therefore the more
often they succeed. But the opposite is also true. You have something of an affinity for spirit
enhancing, and as such your success rate, and progression in the art, is much better than
most cultivators, putting you in the top percentile wherever you go."
45,200,Freezing Palm,One finger Death Punch,Mystic,"Death Punch bends the elemental air to obey the will of the user. A practitioner of the martial art
can literally freeze their opponents in place with a blow, shards of ice encasing entire groups in place
until ready to be dealt with. This technique requires significant effort, or many opponents defeated."
46,200,Hungry Ghost Manifestation,Abyssals Exalted,Mystic,"You may allow your po, or lower soul, to ooze from your body at night and stalk the world
independently as a hungry ghost. As with the more typical hungry ghosts, this is the lower,
animal elements of the soul turned restless spirit, and appears as a smoky, translucent
image of yourself, the arms and armor it might be adorned with merely cosmetic. These
trappings of armament and mortality fade when it attacks, revealing a leathery, vulpine body
with enormous talons and slavering jaws.
But while most hungry ghosts are turned vicious and feral by improper treatment of their
mortal remains, yours yet remains connected to you and will follow whatever commands you
give it. As the po soul of an Exalt, it is already much more powerful than a normal hungry
ghost due to the Essence on which the soul can batten itself, and it shall further grow in
power as you do. Aside from its wraithly savagery in battle, it can also serve as a relentless
bloodhound and tracker, able to sense the presence of spilt blood and follow the scent of
bloodshed from miles away.
Strong, swift, and deadly, it naturally materializes upon sensing potential prey, turning back
into an immaterial presence when no prey is present, yet may still pass through solid
obstacles when material in order to flee overwhelming opposition or approaching sunrise.
But while it possesses a predatory cunning with which to hunt down and tear apart your foes,
it does not have much ability to improvise beyond murder and thirsts for living blood.
It dematerializes at sunrise to flee back to your body, as other hungry ghosts would return to
rest in their improperly-interred corpses, for the light of the sun would blast it to ash. And if it
should it be slain, your lower soul will return to you ripped and torn, an event which will burn
and stun your mind for a time.
Should you learn the secrets of necromancy required to bind your lower soul to your
shadow, through the Links Born of Tumult, the Essence-suffused shadow it is merged with
further empowers your hungry ghost. Beyond the Essence-charged might and the benefits
usually granted by the spell, your hungry ghost will be a monster cast in your shadowed and
smoky image. It shall wield a mighty panoply of three great powers, each an unique
expression of vast and terrifying might, reminiscent of the powers of Labyrinth and Void
Circle spells. And when it moves to attack, its monstrous form will resemble a chthonic
abomination straight from the nightmares of the Neverborn."
47,300,Five Elements Internal Technique,Kill 6 Billions Demons,Mystic,"Using your Atum, you may attune to one of the following elements: Fire, Earth, Water, Wood, Metal. While resting for 8 hours or longer, you can choose one, and only one, of these elements. When the chosen element is used against you, you can expand the charge in order to completely ignore the attack, regardless of your strength. This ability does not stack and can only be used once per rest."
48,300,Combat Empathy,History's Strongest Disciple Kenichi,Mystic,"­ In battle, you can “read” the flow of your opponent's
movements, understanding where they intend to hit and their thoughts and emotions behind their
attacks. While this may not be useful unless you are fast or strong enough to counter them, you
will still likely know where it is the enemy intends to hit in advance of the actual strike, though
the accuracy of these predictions decreases with the speed and number of your opponents.
Alternatively, you could use this ability to have a civil conversation with someone, expressing
complex feelings and emotions through a series of blows and spirited shouts."
49,300,Cleansing Bloodline,Tekken,Mystic,"Your blood has a curious effect on those aligned with evil and Darkness
similar to the Kazama bloodline. Your touch can soothe pain instilled by those beings and you can
supress corruption by outside forces. With enough practice you would be able to banish evil spirits
entirely. Alongside this comes a high resistance to any corruptive influences from third parties which
could become a downright immunity. For an additional 200CP (undiscounted) you can weaponize it
similar to Exorcists like Claudio Serafino."
50,300,Soul Space,Cradle,Mystic,"Typically at the cusp of Underlord, but sometimes
earlier, Sacred Artists open their ""Soul Space"", a spot in their Core that allows them to store
physical objects without fear of them ever being discovered or taken. The Soul Space can range
from only being able to hold a single bean to being about as large as an entire closet. Yours is
at that maximum size, roughly a 10 foot cube that you can store anything in. Summoning
anything from your Soul Space takes but a thought, as does storing it, and happens about as
fast as you can blink."
51,300,Necromancer,A Will Eternal,Mystic,"In the Wildlands, there is one skill that resides above all others. Necromancy. Using this skill,
cultivators, aptly named necromancers, are able to summon and control legions of dead
souls. These souls aren’t just limited to cannon fodder though. Necromancy makes use of
the foundations of spirit enhancement, medicine concocting, and equipment forging as its
basis. Necromancers can convert these souls into medicine to help with cultivation, or use
them as fuel to produce many-coloured flames. These flames themselves can be used either
to attack others, or used as a medium to spirit enhance things. Necromancy is a valuable yet
difficult skill to learn, as necromancers can do a little bit of everything. While it is possible to
learn this art in the jump, taking this perk also ensured that you have a talent for figuring out
the formulas for further coloured flames. It’s only a matter of time before you reach the rank
of Heavenly Necromancer, able to conjure 21-coloured flame, the stuff of myth. A 22-
coloured flame is powerful enough to severely harm Celestial cultivators."
52,300,Presence Of The World ,A Will Eternal,Mystic,"What a strange ability this is, to hear and talk to the conscious of the world directly. It’s like
your mind has a direct line to the planet below you. In worlds without a conscious, you are
able to ‘awaken’ it with a bit of forceful yelling. In many worlds this may not have much of an
effect, but can make for a good talking partner. Of course, as the consciousness of the
world, they will also be able to monitor, and report back, anything happening on them,
should they wish."
53,400,Switcheroo,UQ Holder,Mystic,"A unique power, one well suited to tricksters and rogues. You have the ability to swap the positions of any individuals or objects within a 100-meter radius of your own position. This is an instant change, and they appear at their new locations in the same position they were before. It’s also possible for you to just take a portion of a creature and swap it with another part of itself or with the air itself, tearing out parts of enemies. Unfortunately, it’s possible for powerful or very supernaturally aware opponents to detect your power’s use and partially dodge.

This is what it appears to be normally, but the truth is quite a bit more impressive. By concentrating and expending great amounts of energy, you can ascend your consciousness to a higher dimension than your current one, letting you look down on the battlefield like a chessboard from high above. Here, you can move around anything through the use of switcheroo with ease, moving through space without difficulty and acting as if time had slowed to practically a halt. It only takes an instant to enter this place, but while there, you cannot move in the normal world. It does massively increase the range of Switcheroo, however, going from a hundred meters to several kilometers."
54,400,Twenty Five Purities Path,Kill 6 Billions Demons,Mystic,"Someone found the book, it seems. Having studied this book, you have gained a multitude of abilities. You are immune to all poisons and diseases, no matter the potency or nature. You are also immune to all attempts to change or alter your mind against your will. Additionally, by studying someone, you can see their weak points."
