Cost,Perk Name,Source,Description
100,Basic Texts,Pale,"A small collection of books that act as a FAQ for the supernatural world, Others, and practice in general, which also contain an Awakening rite and a few basic spells. These books will update in future jumps to contain the equivalent information."
100,Pyromancy,Dark Souls 1,"Pyromancy is an art born in the wake of the great disaster that befell Izalith. One of the Witch’s Daughters of Chaos, Quelana of Izalith, is credited with its birth after fleeing from her chaos consumed home. Pyromancy, like many things, starts with a little fire.
The core of a Pyromancer’s art is the Pyromancy Flame, their focus and source of their power. A Pyromancy Flame is a small fire fostered and grown by a Pyromancer, becoming stronger when fed and able to be split or fractured to share with prospective students.
Compared to other systems in this world, Pyromancy is heavily offense focused, with many different spells focusing on the command of fire, and in some abominable cases, poison. Several utility focused spells that draw out one’s inner power or speak to the inner nature of undead.
Like Sorcery or Miracles, spells must be prepared ahead of time while resting, but can be swapped between any you know freely while resting. Pyromancy is often called primal art due to the practitioners being connected to nature, but this crudeness makes spells a bit slower to cast than other systems.
On purchase, you’re bestowed a ‘Pyromancer’s Flame’ of your own, granted an adept knowledge of the foundation and basics of the art, and know basic Pyromancies such as Fireball and Combustion."
200,Chakra Books,MCU - Part 2,"It can be difficult for those who are unaware of the world around them to grasp that they know nothing. It can also be difficult to show them just how small their worldview has been all this time, or help them. But the first step to learning is awareness. This is a substantial supply of books regarding the body, such as a map of the nervous system, MRIs, and more importantly, chakra points and how to open them. These maps for the body will help bring awareness to would-be students, and how to show them the wonders of the world or themselves. For an additional undiscounted 100CP, you may also gain a substantial collection of spellbooks that will assist in helping you learn the formation of spells, the art of drawing energies to power them, and the basics in casting them. Just be aware that the warning labels come AFTER the spells."
200,Mantra Training and Techniques,Asura’s Wrath,"You have learned or been taught numerous techniques to focus and express your Mantra, rendered as supernatural martial arts and superhuman feats of agility, durability and so on. Meditative Kata can extend your natural lifespan, heal minor wounds and fight off sickness, while strikes and attacks could shatter walls. This increases your maximum Mantra level by 1.
As an added benefit, this perk also allows you to create your own personal Mantra Form. Your first form will take approximately five years of study and meditation to fully construct, but when completed, you will be able to manifest an external mantra interface. To most people, it will look like an ornate halo, evocative of your personality and mantra affinity.
A Mantra Form usually has a core theme, such as improved combat ability, damage resistance, speed or other such boosts. Establishing a form enhances your abilities, even beyond what a given level of Mantra would normally allow. With a mantra form active, you may easily perform superhuman physical, mental and social feats, even before the direct application of Mantra. These stances and techniques however cannot enhance stranger powers such as psychic blasts or arcane magic, short of ensuring you can survive to perform them.
Successfully creating an initial form and manifesting it increases your capacity for Mantra by 1. Subsequent forms and other perks can increase this cap further, to a maximum of 8. You may use any mantra form you know, but you cannot stack them. Creating a new form takes ten years, times the number of forms you have already mastered.
Your halos can be attacked however, and if knocked aside or even destroyed. If that happens, you immediately drop down to Mantra Level 3, and any excess Mantra is wasted.
(Notes)
As long as people have souls, can pray, and can feel emotions, they can provide power for elaborate mantra systems and technology. This includes yourself. By teaching Mantra techniques or utilizing Mantra Technologies in other jumps, you will, at least in a localized area, add Mantra metaphysics to whatever setting you happen to be in. Mantra mechanics will integrate with local metaphysics as best as possible, and a degree of common sense is encouraged.
Master of the Arcane TES - Skyrim) (600 CP)
You are an undisputed master of one of the Schools of Magic - Destruction, Restoration, Conjuration, Enchanting, Alteration or Illusion, are an expert in both it’s underlying principles and practical use and excel at teaching it to others (even those who seem to lack the basic abilities required).
(Notes)
Armsman and Master of the Arcane can be bought multiple times for different weapons and different schools of magic respectively."
200,Mind Over Matter,SB Stellaris,"All members of your Empire are minorly psychic. That’s enough to let them telepathically communicate with each other, for example. Power overwhelming by default this Isn’t.
You could, with just the efforts of your scientists and this perk, make your most powerful psychics capable of “I destroyed the skyscraper with a single blast” levels of power. 98+% of your population will cap out telekinesis with their own strength even with training.
(Notes)
These apply in some form to any empire, nation, civilization, or organization under your control, even if you don’t Import your Empire into that future Jump. The perks will be adapted as needed to actually be relevant towards any organization they are applied to. The party does directly benefit from effects that affect the people in these organizations.
Namer (A Practical Guide To Evil) (600)
Roles. The sign of the gods within creation. Each granted a Name and three Aspects, a Name is a mantle of power, flowing from one potential bearer to the next, and guiding them toward their Fate. A Role is born from belief, from the ruts worn into creation when a story is told again and again, and a Name is a place in the story that is told, a sign that one has adopted their Role.
Of course, as in all things, how something normally occurs is not how it must always occur. With this you find that you have the talent to form these Roles, and bind to them a Name. You just need to focus and dedicate your attention to this for a prolonged period of time, and you find a new name taking shape, with Aspects and powers of its own, and even stories growing around it by themselves.
The effort is considerably lesser if you choose to simply resurrect old Names of this world by granting them to people who would otherwise have fallen short of earning them. This does require them to be at least somewhat fitting and worthy of the Name, even if your intervention lowers the bar considerably.
This also provides you a deeper understanding of how Names work than anyone else on Calrenia except perhaps the Intercessor. You get them, their inner complexities and how to take advantage of them, how to manipulate the actual spiritual and magical substance behind them, meaning that with enough time and effort how to manipulate, empower, depower or even destroy a Name.
(Capstone Boosted - Named)
Unlike others in this world, you have lived a long life before this world, and it shows. Being Named yourself, you can bleed the influence of other stories into this world, be they of this very world or others. Simply put, you can borrow the weight of stories you know of, and create new Names based on them, with powers thematic to and indicative of the characters you create these Names after, and their sheer potency depending on how popular and well-known those stories are in those other worlds.
You also gain the ability to carry your created names with you, as tools to release in any future worlds you visit. Your powers to manipulate names in this way also waxes considerably, allowing you to even affect names in active use, though it would require considerable effort to do so."
200,Rites of Initiation,Cultist Simulator,"What is a pastor without its sheep? A hunter without the hunt? An occultist without its tools? This purchase grants you basic knowledge surrounding the rituals needed for this jump, including the ritual to induct new followers. This includes a general understanding of their inner workings, allowing you to tailor them as you see fit.
You may use this power to induct an individual into the dark side of the world, allowing them to unlock an affinity based on one of the Principles of the Mansus. This affinity will closely match the nature of the new disciple. Those that already possessed an affinity before the rite receive no extra affinity from this perk.
For an additional 200 CP, you may take these rituals to other worlds, allowing you to create a new framework for magic based on the Principles and rituals found in this jump. This framework can interact with existing magical systems, allowing you to use the rituals you are familiar with to tap into the system, or you could have your powers work in an entirely separate manner."
200,Weirding Way,Frank Herbert’s Dune,"“That which submits rules. The willow submits to the wind and prospers until one day it is many willows, a wall against the wind. This is the Willow’s purpose.” - Gaius Helen Mohiam. The Bene Gesserit sisterhood are masters of the fusion of thought and deed, and nowhere is this more evident than in what they call ‘The Weirding Way of Battle’. The weirding way incorporates two essential parts of the BG lore and training into a single unified package. By combining Prana-Bindu, the cornerstone of BG physical training which all adepts, from Acolytes to Holy Sisters to Reverend Mothers, are trained in, and which grants a supreme control over every nerve and muscle in their own body, with Simulflow, the cornerstone of BG mental training, which grants the ability to maintain multiple parallel threads of consciousness at the same time, the Weirding Way is the Duneverse’s unrivaled martial art. You have not only received training in this secretive way, but find that you are a natural at it, able to maintain dozens if not hundreds of parallel thought processes without strain, and able to individually sense and control every nerve, muscle, and organ in your body with a conscious thought. This allows you to push yourself to the very limits of what your body is capable of, to instantly sense anything that might be wrong (and potentially correct it), to staunch bleeding, block pain, and even control your own neuro-chemistry and adrenal load at will. And, as a martial art, the Weirding Way is unrivalled by any purely physical martial art, being able to strike faster and harder and more precisely than anyone untrained in it.
Combining Simulflow with training in analytical methodology and Other Memory was what allowed the Bene Gesserit to compete on more than even footing with the Mentats, and provides a truly frightening degree of intelligence, even in the most average of Bene Gesserit Adepts. Through a combination of ‘Hand and Finger Signals’ and ‘Tactile Encoding Methods’, two people with Simulflow can conduct entire conversations completely undetected... even while carrying on a separate verbal conversation. The BG Adept will also be trained in ‘The Waiting Stance’, which allows one to remain effectively motionless for as long as one needs to, without a trace of boredom or physical discomfort. A BG Adept can also instantly fall asleep or wake up at need. A master of the Weirding Way is also an expert with knife or whip. A BG Adept’s internal biologic control makes them all but immune to mundane poisons and diseases, as well as granting them control over their own menstrual cycle, able to control conception at will, and even choose the sex of the child. You can also store diseases dormantly for later usage or study. A master of the Weirding Way can teach those willing to learn much of the techniques involved, and your version can be taught to members of any biological species."
300,Awaken,JoJo’s Bizarre Adventure,"With quick blows and bursts of Ripple into a person, you can unlock their Hamon potential with relative ease. They’ll need training in it’s use of course, as figuring it out on their own will take a long, long while. Whether you’ll be that teacher or not is entirely up to you and your own skill in it."
300,Synchronicity Event,F.E.A.R.,"Curiouser and curiouser. Due to coming into contact with... well, SOMETHING, your psionic abilities have noticeably increased. Psychic powers you may have had are stronger now, with control and development coming more quickly with practice. There is also a boon to this; by taking a few days to 'attune' a person, you may impart upon them the beginning of psionic abilities of their own. You may only gift one school at a time, and they start at the very beginning; if they are to grow and learn as you have, it would be wise to teach them. On the plus side, they’ll eventually become as strong as you are, so you’ll have quite the pupil on your hands."
400,A Strange Cave,Chronicle,"Oh my, what have you found here? A hole somewhere beyond the reach of curious eyes, it leads to a rather large cave several hundred feet in the earth, where you’ll find a crystal structure the size of a car. Strangely enough, it reacts to the touch of any life forms by changing its colour and emitting complex radio waves, resulting in a moderately large nosebleed and nausea for humans. But those occurrences are just side effects. The actual purpose of the crystal is to give other people the Power perk, with all that entails. After this jump the cave becomes a warehouse attachment, and you may make it appear anywhere you want in future jumps. The crystal will also work on any other lifeforms you might meet in your travels.
Powers (Chronicle)
What would you do if you had the power to do whatever you want, Jumper? No matter what your answer to that question is, you’ll be able to prove it to the world soon enough. Through strange means, you have gained the potential to do great things, though you might not notice it for the first few weeks. But after some time, you will come to realize the existence of what might be described as a new sort of muscle. One that allows you to use a power commonly called telekinesis in fiction. After you first begin to use it, even moving a baseball around for a few seconds will be too much overexertion, the strain making your nose bleed. But like any other muscle, this one can be trained as well. Throughout the course of a few weeks, if you trained regularly, your power would grow by leaps and bounds, allowing you to easily move around cars, fly, or create a protective forcefield around yourself. And just a mere month after that, you would be able to throw around buses like they weighed nothing, easily fly through skyscrapers without harm, and create telekinetic pulses and vibrations to push away dozens of cars or threaten the structural integrity of multiple high-rises. If you kept at it, who knows how much stronger you could become.
If you want to, you may instead gain these powers from a strange crystal, far down a hole in a Seattle forest, perhaps alongside a few others, some teenagers or your companions. That will cause you to develop what could be called a psychic connection: should one of you experience an extreme emotion such as anger or fear, your nose will start bleeding heavily as if you had overused your powers, and you will even start to vaguely hear voices and sounds around them.
Advancement Materials (/tg/ Cradle) (400 CP)Elixirs, Pills, Spirit Fruit, and so on. This is a treasure trove of materials that will take a Copper up to Truegold within a matter of months, though it's uses fall off after that point. The good news is that it restocks every month, and giving it to someone outside of this Jump will allow them to start developing a Core of their own."
400,Bequeathing,Kingdom Hearts - Birth By Sleep,"While it is possible for one to be chosen, seemingly at random, to become the wielder of a Keyblade, the more common method is through a very simple ritual. It has been dressed up over the year, with a poetic oath, and an air of gravitas, but at its heart the process requires only three things. One; a Keyblade wielder on the level of a Master, two; the recipient of the ritual, and three; for the recipient to touch the Keyblade as it is being held by the wielder. Once performed, the ritual bestows the recipient with the potential to one day have their own Keyblade – or to inherit the blade of the wielder, whichever comes first. Now not only can you perform this ritual regardless of your status and skill with a Keyblade, you can ensure that your beneficiaries gain their own Keyblades quickly with only a short period of training, typically done with wooden swords or crude wooden Keyblades."
400,Code of Immortality,Code Geass,"(Requires Geass)
Somehow you’ve managed to get your hands on a Code, not one from in this setting but a completely new one entirely. Since you’re spending CP on this you don’t lose your Geass by taking this perk. With this you, Jumper, become immortal. Like C.C. you recover from any and all bodily damage, it’s impossible for you to retain any sort of brain damage or memory loss as a result of head injuries or a lack of a cranium, and when you regenerate it’s fiat-backed that you are the same you who got injured. Unless your body is completely destroyed on a molecular level, you will always reconstitute yourself over a period of seconds to minutes depending on the severity of the injuries, and always all at once. You will also never age past your prime, nor have a need to eat, drink, or sleep for anything other than pleasure. As a Code Bearer, you have the power to bestow a Geass upon others. You don’t control what Geass someone gets but it’s almost always a different and new expression of it even if it’s really similar to another one, and all Geass you grant upon other have the same stipulations as the ones in-setting. With this Code, you also gain the ability to detect people who are connected to Geass and people who are important to them. You can detect the location of your contractors, even at a distance, and you’re also able to confirm who has a Geass power and who doesn’t, regardless of who granted it to them. When in close proximity to another person, you’re able to afflict them with a hallucinatory experience of chaotic and ominous images, pertaining in part to the memories of the target involved; the content varies with the afflicted. Physical contact, either direct or via a construct the target is controlling, may facilitate the process. Through the power of your Code you also have the ability to telepathically communicate to those nearby you, with it becoming significantly easier to do the larger the connection there is between you and the recipient. Coming with this code is the red bird-like symbol that is found on all Code Bearers in a location of your choosing which glows when utilizing the active powers of your Code. Post-Jump you can elect to not have this mark on your body to no detriment of your Code abilities."
400,Mentat,Frank Herbert’s Dune,"“A process cannot be understood by stopping it. Understanding must move with the flow of the process, must join it and flow with it.” - The First Law of Mentat. A Mentat is often described as a Human Computer, but that’s not quite true. Or rather, it’s not all they are. In addition to having the computational power and memory of a Thinking Machine, that is a fully realized AI, a Mentat was capable of incredible feats of perception, pushing their human senses to the absolute limits. By combining towering intellect with a perfectly indexed and rapidly searchable memory, an astounding ability to process raw data in very short order (imagine being able to watch an entire movie at x100 speed and remember every frame in perfect fidelity), an encyclopedic knowledge of political, economic, and military theory, and, through cultivation of ‘The Naive Mind’, even set aside preconceptions and biases, a Mentat is capable of supralogical theory crafting, strategic and tactical planning in excess of what a Thinking Machine could accomplish. This ability to sift enormous amounts of data in a timely fashion and a deep intuition and insight into the human condition allows a Mentat to chart future consequences without resorting to precognition. Although there are varying levels of intelligence even among the Mentats, Piter Devries is said to be able to out-think one of the Thinking Machines that enslaved humanity before the Butlerian Jihad just as one of those Thinking Machines could out-think a baseline human. Though a Mentat should beware. Even though the Naive Mind promises purely rational processing of data, if the data itself is compromised, so will be the Mentat’s conclusions. Hopefully you, Jumper, will be more considerate of the errors, biases, and contexts in your data than the typical Mentat.
As a Mentat Adept, your baseline abilities are immense, and they can be further enhanced by Sapho juice (an addictive extract of the root of the Ecaz tree) which can double or even triple your already prodigious computational abilities, though repeated use will turn your mouth and lips ruby red. The Spice Melange can be processed to create an effective booster for Sapho Juice, but use of this enhanced Sapho Substitute renders Sapho itself less effective permanently. Mentat training is a form of extreme conditioning that comes with fairly stringent ethical and moral programming to prohibit some more... sociopathic behaviour. Reverend Mothers and Guild Navigators were often trained as Mentats, particularly because all three groups relied upon melange for their enhanced abilities.
There are six ranks of Mentat, though the first three are considered basic training. The lowest rank, Memorizer, are trained to be able to recreate the layout of a city having seen it once for a few seconds, to be able to recreate entire conversations while mimicking the cadence and inflection of each participant, or repeating entire books, errors and all, having seen each page for less than a hundredth of a second. A Processor (the second rank), was trained to take tens of thousands of discrete pieces of information, then combine, divide, sort, and file them with an error rate of less than 00.00015%. The third rank of training is that of the Hypothesist, who were trained to extrapolate as many possible alternative explanations as possible from a specific data set, and then deliver the two most likely hypotheses (with the primary having a likelihood of at least 92% reliability). As a Mentat, you can specialize as a Generalist, a Simulationist, or an Advisor, and train others to be Memorizers, Processors, or Hypothesists.
Mentat Generalist: By eschewing specialization, the Generalist embraces the broad sweep of all that is occuring within their awareness framework. At a general estimate, a Generalist is usually possessed of accurate knowledge of at least 94.75% of everything occurring within their ‘universe’... where universe is defined as the social, economic, political, cultural, climatological, and spiritual realm they reside in. This includes, of course, knowledge of the self, since the Generalist is part of that set of phenomena. This near comprehensive knowledge allows the Generalist to make incredible leaps of logic and insight to intuit the nature of almost any problem placed before them. It does, however, come with a high risk of believing that one possesses all knowledge and thus being blindsided when a hole does appear.
Mentat Simulationist: While most Mentats are experts at plotting and scheming, a Simulationist is specifically trained in running detailed predictions of future events. Freed from the dependence on absolutes, and trained to correct for assumptions hidden in the inferences of others, the Simulationist sees all other beings as sets of behaviour patterns. By running potential future event simulations and factoring in the data sets of all relevant actors, the Simulationist can plot a highly detailed explanation of coming events and plot, at the very least, a dozen plans to deal with every possible outcome of those events, including contingencies for following through on those plans, altering those plans, combining those plans, or actively avoiding any of the previous options.
Mentat Advisor: You’re the equal of Thufir Hawat, famed as one of the finest minds of his time. As such, you have an instinctive ability to locate those who possess the aptitude to be trained as a Mentat and a comprehensive knowledge of the training methods needed to produce Mentats of any of the other ranks or Mentat Agents. You’re also skilled in understanding and intuiting the motivations of individuals that comes close to mind reading, of economic forces that comes close to precognition, and political movements and the intricacies of diplomacy are an open book to you. Less than one in twenty Mentats is an Advisor and they are extremely sought after, with every Great House wanting at least one. When you so desire, you practically radiate an aura of wisdom, confidence, and calm dispassion. Those you offer advice to will instinctively understand the wisdom of your words, though that’s no guarantee they’ll follow that advice."
400,‘One’,Samurai Deeper Kyo,"A simple scroll worn with time that bears a kanji for ‘One’ upon its outward face. Within are a series of writings and depictions of a special type of spiritual energy technique, in which a user refines their own spiritual energy to create a singular power known as ‘One’. The One is able to, according to the scroll, break all natural limits and go beyond even the limits of their own bodies. This seems a bit odd but according to the scroll One is a necessary step for a style of martial arts you’ve never heard about. It is noted upon the scroll that this style may even challenge the Mibu Clan’s legendary Mumyo Jimpuu Ryuu, but that seems a shot in the dark. Should someone achieve One however they will find themselves with a much ‘denser’ spiritual energy able to use less to achieve results that once took half again as much."
