200 CP,Arcane Grimoire,Dragon Age 1.02,"An old, but lovingly cared for book, bound in leather of questionable origins. The pages smell of herbs and wood smoke. Intricate stitching on the cover marks out a leafless tree, strangely ominous in its stark appearance. The grimoire contains details on many spells that were lost to time, as well as instructions for a ritual that allows you to transfer yourself into another person’s body, possessing them. If successfully executed, this ritual would allow one to potentially live forever, by simply taking a new body when one’s current one grows too old."
200 CP,Fading Dreams,Dragon Age: Origins by Pokebrat,"The greatest danger that a mage faces is that of demons, inhabitants of the Fade that wish to enter the physical world through possession. Yet to become one such abomination is not your fate, as these beings will find no purchase upon your mind and soul that you do not allow. Even other mages will find it exceedingly difficult to influence your mind or fool your senses."
200 CP,Shapeshifter,Dragon Age: Origins by Pokebrat,"Rumors speak of barbarians that hold secrets of transforming the body into the form of animals. The Circle of Magi denies such rumors, but this rare art survives in the forgotten corners of Thedas. Mastery of their bodies allows shapeshifters some protection, even in human form, making them durable opponents and staunch allies. Though you start off knowing only three forms, being a bear, spider, and swarm of insects, you may learn how to assume different firms in the future."
300 CP,Dreamweaver,Dragon Age Inquisition Jump,"Not all knowledge is recorded and not all recorded knowledge endures the ravages of time. This discipline will allow you to mine the very nature of reality through dreams and meditation for the answers you seek. In addition, this perk will give you access to the Fade, or the in-universe equivalent thereof, whenever you dream. Entrance to the Fade will be in mind and spirit only, not bodily."
400 CP,Battlemage ,Dragon Age: Origins by Pokebrat,"Some mages specialize in spells that permit them to engage in combat from afar. Battlemages, by contrast, prefer to wade into the fray alongside their blade-wielding companions, close enough to read the fear in their opponents' eyes. Their spells primarily concern personal preservation as well as control of the elements in their immediate surroundings. To face off against you is more akin to battling a force of nature than a person."
400 CP,First Enchanter,Dragon Age: Origins by Pokebrat,"Through long study of the Circle’s available resources, learning from the best mages around, you’ve come to understand the arcane in a way that few others could match. Due to your extensive magical knowledge, you’ve found numerous ways to improve both the efficiency and potency of your spells. Sure, any mage can let loose a fireball onto a darkspawn, but you can throw one that engulfs the five next to it, and at only half the mana cost. To look at you is to see just what magic is truly capable of, for better or for worse."
400 CP,Force Mage ,Dragon Age 1.02,"ll schools of magic manipulate energy, but force mages revel in it. A school popular in Kirkwall’s Circle of Magi, they focus only on the raw application of magic, in all its vicious glory—maelstroms that draw in opponents, ethereal weight that crush and slow, or great waves of energy that throw enemies about like ragdolls. Targets not to be toyed with are simply slammed into the ground, as though pummeled by a great fist. And in their mastery of such damage, force mages can make themselves all but immune to similar attacks, an ability that hints at the true discipline they must maintain. After all, unsubtle doesn't mean unsophisticated—the force mage requires uncommon precision to keep such overwhelming power under control."
400 CP,Mark of the Rift,Dragon Age Inquisition Jump,"You’ve been touched by powerful magic, and it has left its mark on you. Somewhere on your body is a highly visible mark that will allow you influence extraplanar portals and deal more damage to entities not from the physical plane. At first the mark will only allow you to close portals, though in order to do so you must engage in a test of wills with either the portal itself or the entity opening the portal. With time, this mark will allow you to open rifts into other planes of existence in this universe."
400 CP,Spellweaver,Dragon Age: Origins by Pokebrat,"This ancient elven-forged blade vibrates slightly to the touch in most people's hands, but it stills in the grip of a mage. Crafted with lost techniques for alloying lyrium and metals, Spellweaver enhances a mage's powers, acting as a focus in the same way as a staff. Wielding it into battle will render one more resistant to magic, as well as enhancing the replenishment of one’s arcane energies. Truly, an elegant weapon from a bygone age."
400 CP,Spirit Healer ,Dragon Age: Origins by Pokebrat,"Not all entities of the Fade are demonic. Many are benevolent entities consisting of life energy, which can be called upon to mend flesh and heal disease. Spirit healers focus on channeling the energies granted by these spirits, making them indispensable members to any party of adventurers. In addition to healing even the most grievous of wounds, you are capable of temporarily enhancing your allies’ abilities, making them even more effective in combat."
600 CP,Full Circle,Dragon Age Inquisition Jump,"While magic is often times a solitary affair, you know it needn’t be. You are a master of synchronizing the work of multiple magic users, combining and coordinating their casting to create an effect that is dramatically more powerful than the sum total of the individual spells cast. In addition to this, magic users of all worlds and of all stripes will recognize you as a master of the art and will treat you as such."
600 CP,Reaper’s Vestments ,Dragon Age: Origins by Pokebrat,"Reaper was an apostate mage who evaded the templars for many years before being captured. Part villain, part folk hero, it is said he led a charmed life avoiding dangers that would have killed lesser men. Due to the lyrium weaved within, it has the same protective capabilities as hardened leather, on top of potent spell resistances and an immunity to fire. Of course, there is also the chance that you will be moved out of the way of attacks automatically, regardless of whether you saw them coming or not."
600 CP,Staff of the Lost ,Dragon Age: Origins by Pokebrat,"The beauty of this staff has suffered little, considering how long it spent in darkspawn hands. An artifact of great power, it would turn even the most mediocre of mages into a true force to be reckoned with. The lyrium imbued within its golden metal greatly empowers all magics the wielder casts, though these improvements will be especially notable when it comes to spells that are pure magical or spiritual in nature."
