100 CP,Jumper Cave ,Young Justice,"That’s right; you too can own your very own Batcave! Located under any one property you buy or have brought here (so long as it’s stationary; if you don’t have any property then you just have a cave somewhere) is your very own subterranean lair, with stalagmites, stalactites, hordes of bats you can rile up, and of course a deep pit. Furnishing it will be up to you- all of Batman’s trophies and equipment didn’t just show up, after all. Another feature of the Jumper Cave is that it allows you to “link” your properties together with subterranean caves, so long as you place them relatively close together. The Jumper Cave will retain modifications with the exception of expansion, although you can even things out a
bit; can’t have you hollowing out the Earth to fit in more secret lair, can we?"
100 CP,Trophy Room,Young Justice,"Purchasing this adds a room in your warehouse with several cabinets, display cases, and bookshelves for displaying your various collections and items, as well as ample space for anything else you may wish to display, including statues and paintings. In addition, you can choose to purchase this again to gain any one item from each previous Jump that you’ve completed for display purposes only. Attempting to use it for anything besides display purposes will cause that item to disappear in a puff of smoke and become lost forever. If you’d prefer, you can instead choose to receive expertly made artwork that’s related to the setting in some way. Seems to grow slightly with each completed Jump. "
1000 CP,World Engine,40k Necron Jump,"Of all the constructions of the Necron that humanity encountered there is one that perhaps best demonstrated their power to the Imperium of Man. The planet sized artificial world they named the World Engine. Once awakened by a Lord who had overthrown the previous ruler it was sent to destroy and conquer in the name of expanding his empire. Its weaponry was able to scour entire worlds clean of any life, all while safely protected by void shields so powerful that none of the Imperium’s weaponry was able to so much as damage them. Combined with its countless arcane countermeasures that saw entire teams of terminators lost from attempts to teleport in, it was only the ludicrous sacrifice of the entirety of the Astral Knights along with their battle barge that finally bought them the chance to take down its shields and allow cyclonic torpedos to end the menace, but not before countless lives and entire worlds had already been lost. Unfortunately for them you possess another one of these mega-scale war  achines, waiting in a strange dimensional space for you to call it into reality at your will. Its mechanisms also allow you to transport yourself and any forces with you into it at a thought, and it otherwise acts as an entire mobile Tomb World fit to lay siege to entire systems and potentially bring entire sectors to heel with its power. Should it be destroyed you may call it forth once more every ten years or after you have entered a new jump, and it will retain any changes you make that you wish it to. It comes with the schematics and designs for you to potentially engineer more should you have the means."
1000 CP,Death Star ,Star Wars Movies Compilation - The Star Wars Saga,"Referred to as the Ultimate Weapon the Death Star is a moon-sized, deep-space mobile battle station constructed by the Galactic Empire. It is designed to fire a single planet-destroying superlaser powered by massive Kyber crystals which would destroy any planet targeted. The Death Star can be placed within a warehouse extension perfectly sized for it and the station is capable of creating doorways into any of your warehouse extensions and rooms with a Toggleable setting anyone who enters them from the Death Star itself having their perception altered so that they believe they are still within the Death Star structure.
"
1000 CP,Lantean City Ship ,Stargate Atlantis,"A vaguely snowflake-shaped city-like structure three to five kilometres in diameter, built to be a true hub of an advanced starfaring civilization. This one isn’t the city of Atlantis, but instead another City Ship of similar design that can be made functional with only a little bit of work – perhaps mothballed on, about, inside or under another lost world when the Ancients left the Pegasus galaxy. Includes three half-full ZPMs (enough for plenty of fighting and cruising around, but you’ll still want to avoid taking on the Wraith wholesale), gravitic sublight engines easily capable of interplanetary travel (including landing and taking off again), inertial dampers that can handle such travel, an stonishing intergalactic- class hyperdrive (three million light years in a few hours), sensors that can sweep an entire galactic sector (including in hyperspace), a small complement of functional drone missiles and last but not least an adaptable shield that can completely block just about anything (or be used as a cloaking device) for as long as you’ve got the power to burn. Despite all this it is not a warship – by Lantean standards – as it has all the facilities necessary to support half a million Lanteans in luxury. There’s even enough space for a Daedelus Class or two to land on it. Finally, this purchase also comes with its own Stargate, Ancient Knowledge Database and many, many hangars full of Puddle Jumpers."
200 CP,Hall of Victories ,Mass Effect - Andromeda,"You now have a place to show off your successes, and maybe even include those of your subordinates. Any time you or your subordinates have a noteworthy victory, there will be another display piece here going over what happened, and how you (or your subordinate(s)) were critical. You can open up this hall to whoever you wish, inspiring those who visit, improving your fame, and improving their confidence and belief in you. People who have heard of you because of your improved fame will be more open to listening to you. You can also choose specific things to display, such as trophies or prototypes, or maybe even holographic displays of the important men and women who call you boss. Post jump, this is either attached to your Warehouse and has an opening to the universe you are in, or you can choose to put it down somewhere."
200 CP,Environmental Simulator ,Orville,"This is a virtual reality system that uses force fields and holographic systems to simulate a real life environment virtually. The simulator is completely real and indistinguishable from reality and possess advanced safeties to prevent the occupants from being harmed, but can be disabled to harm the occupant or even kill the occupant. The simulator comes with an advanced processor that can adapt to the user’s needs in specified ways, such as training or going on diet. It can also realistically simulate a deceased person from their data alone such as a person’s text-messages, videos and photographs. It can also accurately predict what would have happened to the person’s life if major changes occurred, such as never meeting a boyfriend or losing a loved one. Finally, it has a program for assisting in the creation of custom simulations, such as editing a simulated individual’s personality or even the entire environment. Be careful though, the simulator is so realistic and adaptive that it could accurately simulate a world where a baby that was placed in the simulator could grow up healthy to make friends, marry and have children in the 1930s Germany. This comes with blueprints to make more Environmental Simulators."
200 CP,Space Hulk ,Planetary Governor jump,"An enormous, ancient and heavily damaged ship, known as a Space Hulk, is drifting aimlessly through this system, a mysterious and foreboding presence that looms in the emptiness of space. The Space Hulk's exterior is scarred and pitted from countless battles and collisions, and the twisted metal and debris that make up its structure seem to defy the laws of physics. The Space Hulk's interior is a labyrinthine maze of corridors, chambers, and rooms, some of which are still functional and powered, while others are shrouded in darkness and filled with danger. The ship's advanced technology is both awe-inspiring and terrifying, as they are often unpredictable and have been known to unleash sudden and catastrophic events. Despite its appearance, the Space Hulk is a tempting prize for those brave or desperate enough to risk exploring it. It is rumoured to contain vast treasures of lost technologies, ancient artefacts, and valuable resources. However, the ship is also known to be infested with dangerous creatures and hostile forces, both of which can be deadly to any unwary traveller who ventures inside"
200 CP,AR Machine,Red Dwarf,"Alternate Reality machine allowing for highly accurate simulation, comes programmed with the
Camelot Game, Zero G Kickboxing and Jane Austin World."
200 CP,Citadel of Jumper,Rick and Morty,"You get your very own citadel of Rick, only in your honor. Unfortunately, or fortunately depending on the situation, this does not come with infinite amounts of copies of yourself, and is in fact empty of people. Still, you get the entire space station citadel for yourself with all of its Rick technology, only styled for yourself instead of Rick, that can teleport across dimensions and space."
200 CP,Castle,Smallville,"Not nearly as discreet as a farm, but a Scottish castle shipped over stone by stone and rebuilt as a mansion house with all the amenities does make for a more luxurious place to rest your head."
200 CP,Golden Throne,Star Wars - Sequel Trilogy ,"Going for the God Emperor vibe? Well I don’t judge. This throne also happens to be incredibly comfortable, and works well for really letting people know who’s in charge. With it comes a detachment of honor guards loyal to you and only you. They’re pretty much droids due to the fact that they do nothing other than guard and protect you, even going as far as to test your food. The guards, and the throne room appear at will on any bridge, or base that you command, and can be teleported when needed elsewhere. The guards may or may not have the personalities of the Pillar Men."
200 CP,Manse,Star Wars - The Force Unleashed,Much like Senator Bail Organa you have a lavish penthouse suite or manor on a world of your choice. The home comes with all the items a person of your status would require and is maintained by a group of droid workers. 
200 CP,Casino ,Star Wars Movies Compilation - The Star Wars Saga,"This fully automated high end casino can be imported into any jump setting with its appearance changing to match the jump setting. The casino will passively negate any attempts at cheating any money made through this venture is directed into your warehouse. 

"
200 CP,Safe House ,The Boys,"You get a house in a secret location. The house is modest, but contains all utilities you’ll need as well as WiFi. The house will not have any paper trail that can be traced back to you and you can’t be tracked within 100 meters of the safe house."
200 CP,Condo Apartment,"The Incredibles","Situated in the city center, this relatively spacious modern style apartment has a two-person bedroom and hidden compartments for your Super Suit, city map, and other Super supplies."
200 CP,"
Orbital Shipyard
",Warhammer 40K - Black Crusade 3,"The defenses in the orbit of the planet along with the defenses on the surface are powerful indeed, and it would take quite the massive fleet in order to break through. But you need to perhaps think a little further beyond the battle that is to come. It will be something of a close call, and no doubt these resources could have gone elsewhere, but you’ll be able to construct the facilities needed to create and produce new vessels with this investment. Perhaps in time, it will be your fleets that spread across the galaxy."
200 CP,Knight Facilities,Warhammer 40K - Black Crusade 3,"House Devine used to keep this world’s populace safe from the wildlife and any who may try to invade. For a time, it was the way of things for the Knights to provide for the people and be seen as saviors in kind. But the influence of Slaanesh saw to the seduction of this House to the side of Warmaster Horus, and thus the Battle of Molech was practically sealed. There are still remains and devices left behind from those bygone days, and should you commit enough resources you will find the means to create and maintain Imperial Knights of your own. They will be of great value in the future."
200 CP,Training Room,Young Justice,"Purchasing this adds a large room to your warehouse that allows everyone who willingly enters it to fight and train against each other without fear of death or permanent injury. In addition, it scans the brains of those who enter it and records their memories of those they’ve fought or met in the past, collecting a
catalogue of opponents that the Training Room can simulate for training purposes. The room is capable of growing larger to fit larger combatants. The training room cannot be used for storage purposes. "
300 CP,Casino,Fallout: New Vegas,"A casino thematically of your choice with an incredibly competent staff who you gel with excellently. It is already extremely popular, comes with a wide range of games, has enough armed guards to easily protect it, a stage with quality acts, suites to sleep in, an excellent restaurant and it even has seedier things to enjoy (i.e. chems, strippers and prostitutes) should you wish it to. Viva New Vegas."
300 CP,Castle Last Name,Girl Genius,"Castle Heterodyne, Wulfenbach... Well, why should you lack one? This is a proper spark’s fortress, a giant mansion-cum-castle exquisitely suited to be the seat of power for a major power. Not constrained by design in any way, you can have anything from an undersea base to a copy of the Master of Paris’s Awful Tower, but the basics remain the same in every case. Vast, palatial living quarters for you and hundreds of people, a small army of humans, constructs and clanks to make any would-be invaders regret being born, more stationary defences to help, some traps just for fun, and several sets of extensive, elaborate laboratories for use by you and any guests you might be entertaining. The Castle also has a vast, extensive set of facilities designed to be used to manage with clockwork precision any armies, territories, businesses, spy networks and whatnot one might have, along with dungeons, an extensive library, and all the other little things such places always seem to need."
300 CP,Devil’s Mansion,Underworld,"A gothic-style mansion identical to Ördögház [Hungarian for Devil('s) House] where you are the regent. While the original is on the Danube bank at the foot of the Pilis Hills you can choose its location at the beginning of every jump. Canon rooms include a foyer, grand salon, private suites, a cellar crypt, library and dojo. It is filled with mounted security cameras in rooms, blocks the sun from entering and is filled with the best fire systems that money can buy. "
300 CP,Museum,Underworld,Immortals have such a rich history leaving artefacts of the past. You own a museum that collects these historical objects for your pleasure and display. It begins as a single room but in time could rival the Louvre with experts of all fields.  
400 CP,Fortress of Solitude,All-Star Superman,"Modeled after Superman’s personal retreat, like the Moon Laboratory can be anywhere within an isolated environment of your choosing so long as you’re capable of easily accessing it. Instead of being a center for science, it’s a fully isolated and self-sustaining living environment the size of...well, a Fortress. It has everything you need to live comfortably and an environment that is pleasing to any senses you have, whether super or even dimensional, letting you enjoy some peace and quiet...or whatever you find pleasing. Maybe with some time, you can spruce the place up? Any modifications you make to the Fortress and however you furnish it will follow you from this point on."
400 CP,Fancy Tower,Fallout 3,"Much of the Capital Wasteland is so... dirty. You cannot, in good conscience, allow yourself to continue living in such an environment. And now you don't have to, as this refurbished Pre-War hotel on par with Tenpenny Tower is perfect for a Jumper like you. Clean water, great food, actual plumbing and water heating, and enough space to house hundreds of people comfortably. The penthouse is all yours, and is the peak of Old World Luxury."
400 CP,Schola Progenium,Imperium Nihilus ,"While there are plenty of schools within the Imperium, for most people, the Schola Progenia will be the first thing they think of whenever the word pops up in their heads or in conversation. After all, when the Schola Progenia are ran by the Ecclesiarchy to teach and train the children of Imperial officials, why wouldn’t it be? And now, perhaps as a sign of the Ecclesiarchy’s trust in you, they have chosen to entrust you with an academy of your own, hopeful that you may be able to better mold the minds of the Imperium’s future. Either built into your Warehouse, one of your ships, or plopped down near your starting location, the Schola Progenium is already fully staffed and equipped, complete with guards, teachers, and of course, students. As the principal, you’ll be trusted by just about everyone within and that same trust makes it so very easy to mold their minds like clay, letting you impart upon them the lessons you wish for them to learn. Right now, you have around a thousand students and enough staff to watch over them, large enough to make an army of loyal soldiers. It may not be enough to create an empire of your own, but this is just the start and in time, you’ll be able to expand until your schola could become large enough to take in the students of an entire planet. In future worlds, the school shall follow you, placing itself in appropriate locations or within Your Warehouse if you wish otherwise."
400 CP,Jumper Island,Justice League: Unlimted,"Ever wanted your own private getaway that doubles as secret military base? Well now you can have it! This relatively small piece of land is modeled after the island used by the Blackhawks, a squad of ace fighter pilots who fought against the Axis in WW2. The island houses an airfield large enough for six fighter planes, a small harbor, some barracks, and a high-tech vault big enough to store dozens of artifacts and other valuable items. Additionally there are complex traps and robotic guardians designs to fend off unwanted visitors scattered all across the island, and the vault is rigged with a self-destruct device in case someone actually manages to breach it."
400 CP,Tempest-class ,Mass Effect - Andromeda,"You get a copy of the Tempest survey ship, and all ships of this type are meant for long-range, long-term exploration. It doesn’t have any weapons, but it’s got a research center, tech lab, bio lab, crew quarters, your quarters (which are the biggest on the ship), med bay, a vehicle bay, and a ODSY drive that’s nice and stealthy. It also somehow has an Internal Emission Sink stealth system, which is a classified stealth system developed by the Turian Hierarchy and the Systems Alliance. You will have to source your own pilot though: Kallo Jath may have helped build the Tempest-class ships, but he’s loyal to the one he made with his compatriots."
400 CP,The SSV Normandy SR-1,Mass Effect - Jumpchain,"Congratulations! You’re now the proud owner of a near exact replica of a prototype military stealth frigate. She’s got guns, big honking engines, and she’s mean as all get out. Assuming a more advanced alien race doesn’t use her for target practice, of course. She’s also yours to customize. Change her name, her paint job, her decals, anything at all you want. Just be warned, if anyone realizes what you’re flying, they will ask questions. By default, she comes with a crew of LOKI mechs. They will... keep her operational, but don’t expect them to do more than the absolute bare minimum. I hope you’ve got a crew."
400 CP,Normandy SR-2 ,Mass Effect - Legendary Edition,"Soon to be one of the most iconic ships in the galaxy, this ""deep scout"" frigate was co-developed by the Human Alliance and the Turian Hierarchy, and upgraded by Cerberus. It's stealth system is the main selling point of this ship, storing any heat generated in lithium heat sinks deep within the hull. Twice the size of the original, it has many amenities that make it very comfortable for its crew while still being an effective ship. It is also open to installing an AI within, allowing it to effectively control the many systems within."
400 CP,Jumpveria ,OOC - Dr Doom,"Ah, what would you be without your people? This relatively small country makes up for its size with raw resources and devotion. The lands are filled with riches the rest of the world would rarely see themselves. The people are completely devoted to you, seeing you as a God King. Lastly, this comes with a castle as the core of your country, perfectly opulent for you."
400 CP,The Invisible Hand,Star Wars Movies Compilation - The Star Wars Saga,"This modified Providence-class Dreadnought is propelled by a triad of Creveld-4 radial ion drives with each equipped with emergency booster engines, the ship has a Class 1.0 hyperdrive generator and 10 supplementary Class 10.0 generators all together making it incredibly maneuverable. The Invisible Hand is armed with a pair of large forward-mounted heavy ion cannons, fourteen quad turbolaser cannons, twelve point-defense ion cannons, thirty-four dorsal-mounted dual laser cannons, and anti-aircraft guns allowing it to conduct orbital bombardments and easily defend itself from larger vessels and a fleet of smaller
"
400 CP,Prison Complex ,Star Wars vs Warhammer 40k ,"Deep within the bowels of one of the Imperial ships orbiting Axum the Inquisitor Tahr Whyer built a hidden prison complex to hold some of the most feared enemies in the Imperium such as Iskandar Khayon of the Black Legion. This is a prison designed to hold any being. This prison will provide you with any tools needed to hold someone perfectly as long as you are capable of imprisoning them within. This prison will come fully staffed with guards and security systems to handle any prisoner. For example if you held psykers here then you would find that some Sisters of Silence would appear in your services. Lastly you will find that no one will be able to break into this prison unless you bring them in willingly.
"
400 CP,Private Retreat ,Darth Plagueis,"The galaxy is an unfathomably large area from arm to arm, consisting of too many stars and planetoids to count and twenty thousand years has proven to be far too short a time for civilisations to settle in many of these systems. You have hyperspace coordinates to an otherwise unvisited star system, around a planet of which is a habitable moon that you own. Whether it’s legally registered to you, a corporation in which you hold great wealth or completely off the galactic books; none care to contest your claim nor to investigate what you do with your property. The environment, flora and fauna, whether native or artificially wrought, are entirely natural at present and the only structures on the surface consist of luxurious accommodations for yourself and hundreds of high status guests. This alone is not an exceptional prize for a wealthy noble or plutocrat, let alone a Sith Lord, but you’re also well connected to various contractors willing to discretely build and supply nearly anything you desire for your world. Endangered, predatory species so that you may engage in the most primal of blood sports? A luxurious pleasure palace filled with the finest dishes, narcotics and slaves available in the galaxy? An immensely dangerous racing circuit for one of the most thrilling pod-race tracks this side of Coruscant? Almost anything can be supplied so long as you and yours could derive enjoyment or relaxation from it and these clandestine contractors seem to receive their ample payments without your own accounts shrinking in response. Should you tire of one configuration, just contact them again to remove or replace the facilities and it’ll be like the former had never been present."
500 CP,Old Mansion ,Batman Beyond,"A large comfortable home a little smaller than Wayne manor. Right now this place is a bit bare and dreary looking, but it comes with some basic furnishings for you and your companions, as well as heat, water, electricity, and other utilities that are paid for or supplied by a generous benefactor. Not impressed? Well fortunately for your there's more to this old place than meets the eye. Underneath the mansion is a secret lair equipped with a chemistry lab, engineering workshop, medical station, a high-end computer for scientific research and forensics, areas for weapons and martial-arts training, a large storage vault, and a
vehicle bay that can fit something the size of a hovercraft. Can"
500 CP,Lex Tower ,Justice League Dark Apokolips War Gauntlet,"Once upon a time this was a vast corporate empire, now with one Tower remaining. Within are various pieces of weaponry and laboratories, guaranteed to boost anyone’s research by a noticeable amount. Occasionally one might find even notes of Lex Luthor himself for various subjects. It is guarded around the clock by lethal soldiers and fortified against attacks, all to protect the heart of this Tower. A Portal, leading directly to Apokolips. Post Jump the Portal can transport you to other planetary bodies."
500 CP,The Destiny Ascension ,Mass Effect - Jumpchain,"The single largest vessel ever created by the Citadel Races. It has the raw destructive might of, allegedly, at least twenty conventional Dreadnoughts. On top of that, its barriers are capable of resisting multiple hits by a Sovereign class Reaper, scoring dozens if not hundreds of kills on Geth vessels, and is unquestionably the single mightiest warship in the galaxy. In theory. In practice, it was the product of penis envy by a race who largely had forgotten the actual rigors of war for a long, long time. And, even worse, was as much a glorified art installation as it was an actual vessel. Bluntly, it is a massive target, obscenely expensive, lacks much in the way of agility, and is Perhaps the most poorly designed combat vessel in the Citadel Fleet. That doesn’t mean it can’t gut a dreadnought in a single shot, destroy individual Reapers in one on one combat, and probably crush entire fleets of conventional ships if it’s prepared.Just be ready to shell out every time you wanna so much as turn the lights on."
500 CP,Asteroid M,X-Men Evolution,This floating isolated Asteroid is a sanctuary that was originally intended for mutants. For you however it’s a sanctuary of whatever you want it to be and will appear in later jumps at any location above the planet you’re on. It comes stocked with an empty fortress in the middle that you can do whatever with. You can choose whether or not it is visible to people as it can slowly follows wherever you go in the world should you desire it. Alternatively you can make it slam down onto whatever part of the planet it happens to be above at the time.
500 CP,X-Mansion ,X-Men Evolution,"You receive a copy of the X-Mansion that travels along with you is now yours. Everything is included here from the Danger Room, vehicles, cerebro, and everything else is now legally owned by you along with a secretive location in future worlds. Comes with a neat self destruct sequence for when you just want to burn everything to the ground."
600 CP,Predator Mother Ship ,Aliens vs Predator,"The Mother Ship is the Yautja’s primary method of transportation between worlds. Even compared to 24th Century FTL starships, it is blindingly fast – the Yautja have no need of hypersleep capsules when they cross the stars in days or weeks at the most while humans must sleep for months and years. This enormous vessel can carry a cadre of at least seventy predators, with room for training rooms and a large hold designed to contain a Xenomorph Queen to produce eggs for the hunting. This starship doesn’t have one aboard at the moment; no doubt your first Hunt will be to capture one. The Mother Ship mounts powerful plasma and laser weaponry for offense, while defensively it is guarded by a stealth field and a hull of d’lex metal. It also carries four short-ranged shuttles (without long-range FTL drives) and a number of drop pods to allow your hunters to insert onto
a planet covertly."
600 CP,Fortress of DOOM,Doom Eternal,"Everybody needs a home. A place that they can rest, recuperate, and research before they go
back out in the field. A place like the Fortress of DOOM. What is  effectively a palace built into a large rock, this place is a space station that can reposition itself across the universe by using Makyr space-folding technology, and remains stationary otherwise. It comes with fabrication machines to forge personal equipment, a large bay to store machines like the Atlan, and even a section for your personal quarters that gives you a view of the world. Along with a prison for you to test your powers on demons and a portal device to send you anywhere you need, this place is a mighty hub that will serve you well."
600 CP,Arrakis ,Dune,"Did you want the planet Dune? Complete with Sandworms and Spice? Well, buy this and you get to keep your own copy of Arrakis from now on. Fremen included only if you want them. Otherwise, you can have the planet as it was when it was first discovered by humanity."
600 CP,An Ark Mechanicus,Generic Warhammer 40K,"An Ark Mechanicus is a vast Imperial starship that the ancient Mechanicum and the present-day Adeptus Mechanicus use to scour the stars for their ultimate holy grail, a working Standard Template Construct, and other forms of archeotech. Though these rare, nigh-mythical ships are seldom brought to battle, when they do enter combat they can bring to bear nearly impenetrable defenses and weaponry whose range and firepower puts even that of Imperial battleships to shame. An Ark Mechanicus is also outfitted with industrial capabilities rivaling that of many hive cities, with kilometer upon kilometer of manufactoria, refineries, crackling Plasma Reactors and laboratories, test ranges, chemical vats and gene-bays. 

"
600 CP,"Mars, Your Home Away from Home",Ghosts of Mars,"This is a complete, terraformed copy of Mars correct down to the smallest detail. You have the ability to survive on it, breathe oxygen, and build on its bare surface."
600 CP,Heart of Gold ,Hitch Hikers Guide to the Galaxy,"This ship can go anywhere it is theoretically possible for it to be. Unfortunately... it will do so by going through pretty much every other place that it’s more likely to be first and by causing a great many improbable things to happen along the way... but it should be exciting! Taking this means that you must take the Krikiters Drawback, since they’ll be trying to steal the bit of your ship that makes the Infinite Improbability Drive function. Don’t worry, theywon’t follow you into other Universes."
600 CP,Shadow Broker Base,Mass Effect,"A ship the size of a cruiser (less than a mile long) specifically built to deal with hazardous environments other ships cannot. Comes with a private army of Maintenance Drones to maintain it. Has large conducting rods that channel energy into giant hull-mounted capacitors if struck by lighting. There is a borderline artificial intelligence virtual intelligence in its private quarters with enough equipment to maintain a galaxy-spanning network of informants, contracts, and agents. Its ability to process information is quite frankly absurd. Your version of this base is space and faster-than-light capable, but only just. Has no weapons to speak of. Comes with two faster-than-light capable shuttles."
600 CP,Garden World ,Mass Effect - Legendary Edition,"You are now the owner of something highly contested over, a Garden World. These are planets that naturally have an ecosphere that can support a population. While these aren't normally given to singular individuals, this planet is legally under the control of your race's government, but you have been given free reign to do whatever you want. It's terrain, size, average temperature, orbital period, surface gravity, and whether it's colonized or not is all up to you, and it will inhabit a pocket dimension connected to your Warehouse, or it can be imported into future worlds."
600 CP,Retrofitted Reaper Husk ,Mass Effect - Legendary Edition,"It isn't unheard of for Reapers to fall in battle, it's happened countless times across the eons, but it always takes great effort to do so. But the question then becomes what to do with the corpse of these machine gods. Well, someone decided to turn this one into a fully functional ship! The only real difference between this and a live Reaper is that this one has no sentience, must be piloted by a full crew, and it no longer has access to Indoctrination. But other than that, it contains the same devastating weapons, powerful shielding, and self-repairing hull that the living Reapers enjoy."
600 CP,Collector Base ,Mass Effect Jumpchain,"Like the base Shepard (probably) is going to blow up in a couple of years, you are now in command of your own super sized space station. It has the facilities to dock and supply multiple collector cruisers, provide for an entire population of collectors, and all the facilities and technology the former Prothean, the Reapers, or the Collectors themselves possessed. It is accessed by a small, unobtrusive Relay located in a system only accessible by you, and can be fully and freely customized to your specifications one you access it. On board will be a population of loyal (if boring) Collectors of every kind with all the facilities needed to arm and supply them. It even comes with its own debris field filled with horrific surprises for free. Have fun being the third most powerful person in the Galaxy."
600 CP,Collector Cruiser,Mass Effect Jumpchain,"Second in advancement only to the Reapers themselves, this ship is as much a mobile hive as it is a ship of war. Utilizing advanced technologies, including some (non brainwashing) Reaper tech, it’s faster, better armed, better armored, and more sensitive than any other cruiser in the galaxy. Able to use esoteric sensors, possessing hyper efficient reactors, able to gut dreadnoughts, this is, unquestionably, one of the best ships in the galaxy. And, even though it lacks any real stealth capability, it still has an advanced electronic warfare suite, communications and sensor jammers, and even a seeker swarm that you can deploy in battle. Even better, you get a full hive of collectors to man and maintain it for you. They’re weird, but fanatically loyal and the Reapers can’t seize control of them unless you let them."
