100 CP,Honourable,Hedge Knight,They may call it arrogance but when you stay out of conflicts neither side can pull you in without your consent. This allows you to conserve your power while they duke it out.
200 CP,Whisper the Right Words,ASOIAF - Small Council Jumpchain,"You have an almost supernatural knack for saying just the right thing at the right time to be selected for prestigious or influential tasks. Be it a quiet word in a lord’s ear, a rousing speech, or an earnest request, your words naturally present you as the ideal candidate for opportunities that lead to power, wealth, or influence. You are frequently offered chances others might dream of, as your instincts for advancement are sharp and reliable.
"
200 CP,Undying Allegiance ,ASOIAF - Small Council Jumpchain,"Those who directly work for you are bound by a loyalty that defies all attempts at betrayal. Their dedication to you is unbreakable, immune to bribery, coercion, or even ideological persuasion. This allegiance is more than mere respect; it’s a deeply ingrained trust that keeps them from ever wavering or plotting against you. While this unwavering allegiance does not extend infinitely outward to every person in your network, it ensures your immediate agents and allies remain steadfast in your service.
"
200 CP,PR is a Strong-Suit ,ASOIAF - Small Council Jumpchain,"You understand reputation like no other, able to enhance your standing or protect yourself from rumors with remarkable skill. When speaking about yourself or others, you can subtly manipulate public opinion to your advantage, making small incidents seem grand or turning scandals into mere misunderstandings. Whether seeking to bolster your influence or protect an ally’s name, your social influence allows you to sway reputations as easily as turning a page.
"
200 CP,Signed in Blood ,ASOIAF - Small Council Jumpchain,"This dark, beautifully crafted quill binds any contract signed with it to the full force of fate itself. Once someone signs their name, they are bound to their oath without question, though they remain unquestioning of the quill’s true nature. Anyone who uses the quill will be aware of the consequences of signing with it. Neither oaths nor terms can be violated by the signer without dire consequence. 
"
200 CP,Private Manse,ASOIAF - Small Council Jumpchain,"Living in King’s Landing can be exhausting, especially if you’re confined to the Red Keep. This item grants you ownership of a luxurious estate in the city, complete with fine furnishings, loyal servants, and the privacy to escape the madness of court. Alternatively, you can choose to fully customize your quarters within the Red Keep, outfitting them to your specifications. Want plumbing? Secret compartments? A cozy library? It’s yours. This item will function wherever you are living, no matter how temporary.
"
200 CP,An Opportunity for an Ally,House of the Dragon Jumpchain,"Ser Criston Cole was prepared to end his life before Alicent gave him purpose. Afterwards, he became her most fervent supporter. Larys Strong was on the sidelines, overlooked and unutilized before Alicent struck up an unusual quid pro quo for his services as a spymaster. You have a similar ability to find potential allies among the broken, discarded, and ignored members of society. They may not be nice people, but the most loyal dogs are the ones you rescue from the street."
200 CP,Lord Confessor ,House of the Dragon Jumpchain,It is easy for you to ferret out secrets and lies from people at a disadvantage to you. You could listen to a conversation by lurking in the background almost out of sight and those in pain will be hard-pressed to lie to you.
300 CP,Labyrinthine Sense,ASOIAF - Small Council Jumpchain,"You have an innate understanding of hidden passages, secret exits, and concealed spaces, particularly within King’s Landing but extending to most other significant locations. Whether finding long-forgotten passages throughout the Red Keep or knowing exactly which false wall opens into a forgotten storeroom, you have perfect instincts for discovering and utilizing them. Every city and castle you pass through seems eager to reveal its secrets to you.
"
300 CP,The Game of Thrones,Game Of Thrones - Version 1.201,"It wouldn’t be much of a game without a throne to win. Now you have a throne of a style which matches your aesthetic and theme. If you’re a conqueror king, then perhaps you have an iron throne, whereas if you’re a humble king, you might have a simple wooden bench. Your throne emits an aura which conveys the kind of king you are. If you are a harsh, cruel king, then your throne might feel cold and stark like the seastone throne, whilst if you are a knightly king, then your throne might create a sense of chivalry and honour. Whilst you sit on your throne, any subjects you may have will be far more subservient, your lands will be more efficient, and none will doubt your kingship."
300 CP,Hand of the King,Game Of Thrones - Version 1.201,"This object when worn grants the wearer the authority of the highest leader of their local area (or if they’re actually representing someone, them). By default, it takes the form of a golden pin held by a hand, but after this jump it can take whatever design you wish."
400 CP,Queen of Thorns,ASOIAF - Small Council Jumpchain,"In the treacherous world of Westerosi politics, your sharp tongue is both feared and respected. When you express a truth, be it blunt, through a veiled insult, or a rebuke, people will listen and recognize the validity in what you say. People may not like it, but they recognize your correctness when you’re truthful, even if the way you say it stings. 
"
400 CP,"Ah, That’s a Pity",ASOIAF - Small Council Jumpchain,"You have an unparalleled knack for revealing truths. Through subtle observations and skillfully crafted questions, you can draw out secrets and detect lies without raising a hint of suspicion. Even the most guarded individuals find themselves unwittingly revealing hidden details in your presence. You can easily cut through layers of deception, discerning the true meaning behind people's words and intentions.
"
400 CP,The World a Tapestry,ASOIAF - Small Council Jumpchain,"Your mind for systems and bureaucracy stands above all others in history. You see systems, be they legal, social, or bureaucratic, more clearly than anyone else, understanding their inner workings, identifying vulnerabilities, and knowing how to exploit or improve them. When you look at a structure, you easily assess its efficiencies and efficacies, and how to best apply them to your benefit. 
"
400 CP,Eye For Talent,ASOIAF - Small Council Jumpchain,"Finding talent in a realm as large as Westeros is no easy feat—yet you have an unparalleled gift for locating the best and convincing them to join your cause. Whether they are renowned warriors, brilliant scholars, or masterful spies, people of great skill are naturally drawn to you. Convincing them to leave their prior loyalties behind is rarely a challenge, and those you recruit feel a deep sense of purpose and trust in your leadership. 
"
400 CP,Castamere’s Mines,ASOIAF - Small Council Jumpchain,"In your possession is a source of immense wealth—perhaps a series of rich mines rivaling the famed Lannister gold or vast vineyards and wineries on the scale of the Redwynes. Whatever form it takes, this enterprise is a vast operation, run by a skilled workforce and knowledgeable experts who ensure smooth, profitable production. The income is staggering, enough to raise even a destitute family to prominence, and, with this alone, you could rival the wealthiest houses in Westeros.
"
400 CP,Lies and Arbor Gold,ASOIAF - Small Council Jumpchain,"A single bottle of the finest Arbor Gold, a vintage so rare and smooth that it’s guaranteed to impress even the most skeptical of drinkers. But its true power lies in its ability to grease the wheels of deception. Serve this wine to someone, and they will believe almost any lie you tell them during the course of their intoxication. However, the effects are not foolproof—evidence to the contrary will break the illusion, and once sobriety returns, the lie will be judged as any other. Use it to spin tales, seal deals, or save your life in a pinch.
"
500 CP,Great Fortification,Game Of Thrones - Version 1.201,"You have a full Westerosi castle. This is a fortification comparable to Winterfell itself, being capable of holding several thousand people, enchanted with to be immune to offensive magics, and to keep out a single sentient species which is defined at the start of each jump."
600 CP,Dornish Prince ,ASOIAF - Small Council Jumpchain,"You are viewed as too important to be challenged or taken down. This could be due to your status, influence, or strategic importance, those around you dare not risk slighting, ignoring, or harming you. This “diplomatic immunity” is not bound to a specific title, but rather to the perception that your removal or insult would be too costly or damaging for those in power to consider.
"
600 CP,A Suitable Network,ASOIAF - Small Council Jumpchain,"This perk grants you a reliable and influential support network tailored to your role and needs. These individuals—whether advisors, warriors, administrators, or informants—are among the best in their fields and are completely loyal to you. The individuals within your network are invaluable assets who understand your goals and work tirelessly to see them fulfilled.  Should any member of your network perish in the line of duty, they will reappear within a week after all conflicts or dangerous situations have concluded, restored exactly as they were. However, be advised that “conflict” extends beyond open warfare to intense political or strategic confrontations where their expertise is critical.
"
